locus	n_missing	p_missing
13270_50	370	0.544918998527
13275_82	105	0.154639175258
13276_34	419	0.617083946981
13280_40	229	0.337260677467
13294_76	471	0.693667157585
13295_86	57	0.0839469808542
13297_68	473	0.696612665685
13308_59	364	0.536082474227
13318_44	422	0.621502209131
13336_46	83	0.122238586156
13341_33	38	0.0559646539028
13342_51	25	0.0368188512518
13344_41	330	0.486008836524
13349_71	47	0.0692194403535
13372_72	17	0.0250368188513
13373_74	469	0.690721649485
13374_87	354	0.521354933726
13384_90	241	0.354933726068
13386_90	588	0.865979381443
13395_72	471	0.693667157585
13399_58	32	0.0471281296024
13400_52	431	0.634756995582
13404_66	486	0.715758468336
13418_35	33	0.0486008836524
13424_62	238	0.350515463918
13430_58	325	0.478645066274
13433_89	145	0.213549337261
13441_77	112	0.164948453608
13458_69	379	0.558173784978
13462_85	110	0.162002945508
13467_50	222	0.326951399116
13480_78	524	0.771723122239
13485_49	367	0.540500736377
13490_33	368	0.541973490427
13494_90	497	0.731958762887
13504_84	164	0.241531664212
13507_51	328	0.483063328424
13509_77	36	0.0530191458027
13534_33	365	0.537555228277
13536_37	471	0.693667157585
13542_85	424	0.624447717231
13547_68	114	0.167893961708
13551_91	336	0.494845360825
13552_90	81	0.119293078056
13560_84	594	0.874815905744
13566_70	400	0.589101620029
13575_91	179	0.263622974963
13600_77	466	0.686303387334
13602_37	4	0.00589101620029
13606_40	380	0.559646539028
13607_76	42	0.0618556701031
13610_78	293	0.431516936672
13614_89	93	0.136966126657
13617_51	471	0.693667157585
13625_51	487	0.717231222386
13641_86	63	0.0927835051546
13650_75	48	0.0706921944035
13652_73	101	0.148748159057
13653_66	467	0.687776141384
13668_36	595	0.876288659794
13670_68	22	0.0324005891016
13687_73	472	0.695139911635
13689_58	598	0.880706921944
13700_83	376	0.553755522828
13702_34	26	0.0382916053019
13707_81	7	0.0103092783505
13709_38	554	0.815905743741
13720_71	81	0.119293078056
13726_41	473	0.696612665685
13739_48	509	0.749631811487
13742_31	587	0.864506627393
13745_79	359	0.528718703976
13754_31	421	0.620029455081
13760_46	99	0.145802650957
13762_65	42	0.0618556701031
13766_32	334	0.491899852725
13769_69	43	0.0633284241532
13773_54	26	0.0382916053019
13776_35	483	0.711340206186
13786_89	540	0.79528718704
13791_31	132	0.19440353461
13792_89	144	0.212076583211
13796_49	328	0.483063328424
13813_83	242	0.356406480118
13820_56	304	0.447717231222
13823_87	320	0.471281296024
13833_45	467	0.687776141384
13845_74	279	0.410898379971
13852_31	374	0.550810014728
13857_71	41	0.060382916053
13858_51	348	0.512518409426
13864_74	369	0.543446244477
13869_74	292	0.430044182622
13872_37	482	0.709867452135
13874_52	313	0.460972017673
13883_33	44	0.0648011782032
13892_42	202	0.297496318115
13895_71	236	0.347569955817
13897_58	28	0.0412371134021
13914_84	547	0.80559646539
13923_66	16	0.0235640648012
13927_37	147	0.216494845361
13930_38	467	0.687776141384
13935_70	350	0.515463917526
13937_90	26	0.0382916053019
13941_49	328	0.483063328424
13942_55	481	0.708394698085
13950_63	428	0.630338733432
13959_57	90	0.132547864507
13968_66	330	0.486008836524
13969_31	221	0.325478645066
13975_83	37	0.0544918998527
13976_91	31	0.0456553755523
13986_87	470	0.692194403535
13991_45	39	0.0574374079529
14005_87	469	0.690721649485
14006_56	287	0.422680412371
14026_82	51	0.0751104565538
14042_37	25	0.0368188512518
14058_40	207	0.304860088365
14070_62	473	0.696612665685
14115_41	474	0.698085419735
14122_74	375	0.552282768778
14134_67	49	0.0721649484536
14137_63	25	0.0368188512518
14140_72	378	0.556701030928
14175_71	466	0.686303387334
14201_81	514	0.756995581738
14203_72	180	0.265095729013
14204_88	26	0.0382916053019
14213_91	290	0.427098674521
14214_63	15	0.0220913107511
14222_48	604	0.889543446244
14235_77	582	0.857142857143
14241_50	475	0.699558173785
14243_85	63	0.0927835051546
14260_77	27	0.039764359352
14266_84	242	0.356406480118
14268_77	330	0.486008836524
14276_58	407	0.59941089838
14285_76	132	0.19440353461
14287_37	590	0.868924889543
14311_42	274	0.40353460972
14324_82	65	0.0957290132548
14329_39	326	0.480117820324
14339_39	7	0.0103092783505
14354_64	27	0.039764359352
14363_64	599	0.882179675994
14379_31	37	0.0544918998527
14381_40	438	0.645066273932
14383_75	319	0.469808541973
14405_52	141	0.20765832106
14413_82	28	0.0412371134021
14427_60	140	0.20618556701
14437_80	430	0.633284241532
14445_63	473	0.696612665685
14456_37	14	0.020618556701
14458_33	434	0.639175257732
14471_45	375	0.552282768778
14473_85	427	0.628865979381
14475_83	400	0.589101620029
14476_82	192	0.282768777614
14478_34	231	0.340206185567
14483_54	587	0.864506627393
14492_91	166	0.244477172312
14497_52	384	0.565537555228
14500_39	387	0.569955817378
14502_64	289	0.425625920471
14503_73	472	0.695139911635
14505_89	248	0.365243004418
14506_87	247	0.363770250368
14510_61	158	0.232695139912
14514_77	470	0.692194403535
14517_80	278	0.40942562592
14524_40	146	0.215022091311
14526_63	227	0.334315169367
14530_29	418	0.615611192931
14532_74	50	0.0736377025037
14542_47	511	0.752577319588
14545_36	82	0.120765832106
14550_52	26	0.0382916053019
14567_84	502	0.739322533137
14576_40	467	0.687776141384
14577_61	310	0.456553755523
14592_73	467	0.687776141384
14594_89	472	0.695139911635
14595_39	394	0.580265095729
14596_55	493	0.726067746686
14627_34	422	0.621502209131
14628_47	279	0.410898379971
14667_66	144	0.212076583211
14682_66	136	0.20029455081
14686_58	341	0.502209131075
14687_36	23	0.0338733431517
14699_73	28	0.0412371134021
14702_38	255	0.375552282769
14705_83	318	0.468335787923
14715_84	307	0.452135493373
14729_90	152	0.223858615611
14731_83	247	0.363770250368
14734_85	510	0.751104565538
14760_53	376	0.553755522828
14764_91	475	0.699558173785
14775_49	196	0.288659793814
14798_87	279	0.410898379971
14802_42	365	0.537555228277
14803_74	26	0.0382916053019
14835_73	552	0.812960235641
14854_44	369	0.543446244477
14861_81	569	0.837997054492
14864_28	31	0.0456553755523
14878_31	392	0.577319587629
14881_59	186	0.273932253314
14882_59	237	0.349042709867
14887_86	328	0.483063328424
14888_77	175	0.257731958763
14889_29	92	0.135493372607
14904_33	326	0.480117820324
14906_76	276	0.40648011782
14907_72	31	0.0456553755523
14909_82	42	0.0618556701031
14926_54	580	0.854197349043
14932_80	326	0.480117820324
14933_71	471	0.693667157585
14934_45	244	0.359351988218
14938_68	328	0.483063328424
14945_60	239	0.351988217968
14950_73	472	0.695139911635
14965_30	30	0.0441826215022
14983_35	470	0.692194403535
14989_44	438	0.645066273932
15003_57	103	0.151693667158
15010_46	37	0.0544918998527
15024_34	455	0.670103092784
15036_84	602	0.886597938144
15048_71	370	0.544918998527
15049_76	384	0.565537555228
15054_75	433	0.637702503682
15059_65	473	0.696612665685
15061_55	29	0.0427098674521
15066_57	336	0.494845360825
15068_45	19	0.0279823269514
15069_87	30	0.0441826215022
15073_39	136	0.20029455081
15077_82	146	0.215022091311
15079_56	39	0.0574374079529
15081_50	474	0.698085419735
15091_37	175	0.257731958763
15098_61	297	0.437407952872
15104_35	293	0.431516936672
15112_61	23	0.0338733431517
15115_53	381	0.561119293078
15123_37	232	0.341678939617
15132_43	475	0.699558173785
15134_61	363	0.534609720177
15136_29	32	0.0471281296024
15137_45	294	0.432989690722
15139_70	25	0.0368188512518
15145_88	35	0.0515463917526
15146_89	245	0.360824742268
15151_81	20	0.0294550810015
15168_53	36	0.0530191458027
15197_66	147	0.216494845361
15202_83	511	0.752577319588
15207_32	325	0.478645066274
15217_73	424	0.624447717231
15234_82	293	0.431516936672
15239_34	194	0.285714285714
15240_48	298	0.438880706922
15265_38	39	0.0574374079529
15266_44	377	0.555228276878
15269_57	148	0.217967599411
15274_32	148	0.217967599411
15300_43	61	0.0898379970545
15311_57	384	0.565537555228
15323_43	157	0.231222385862
15327_55	130	0.19145802651
15337_73	377	0.555228276878
15343_68	550	0.810014727541
15352_34	170	0.250368188513
15353_43	551	0.811487481591
15356_34	38	0.0559646539028
15358_79	472	0.695139911635
15359_35	476	0.701030927835
15360_56	543	0.79970544919
15364_52	382	0.562592047128
15373_43	470	0.692194403535
15392_87	300	0.441826215022
15393_58	442	0.650957290133
15398_91	419	0.617083946981
15409_62	588	0.865979381443
15412_28	28	0.0412371134021
15416_33	428	0.630338733432
15452_66	341	0.502209131075
15456_82	116	0.170839469809
15462_77	327	0.481590574374
15466_76	32	0.0471281296024
15467_55	584	0.860088365243
15468_59	330	0.486008836524
15477_69	470	0.692194403535
15482_42	307	0.452135493373
15487_32	429	0.631811487482
15489_30	36	0.0530191458027
15492_58	370	0.544918998527
15495_84	468	0.689248895434
15498_84	241	0.354933726068
15526_64	468	0.689248895434
15547_56	537	0.79086892489
15552_73	30	0.0441826215022
15571_35	91	0.134020618557
15577_86	472	0.695139911635
15585_52	282	0.415316642121
15598_71	316	0.465390279823
15600_75	478	0.703976435935
15607_50	36	0.0530191458027
15625_77	94	0.138438880707
15641_73	578	0.851251840943
15646_86	369	0.543446244477
15652_51	386	0.568483063328
15656_39	448	0.659793814433
15659_32	535	0.787923416789
15661_38	231	0.340206185567
15666_60	472	0.695139911635
15667_33	47	0.0692194403535
15677_86	53	0.0780559646539
15681_91	148	0.217967599411
15682_75	113	0.166421207658
15686_37	358	0.527245949926
15698_81	365	0.537555228277
15701_62	179	0.263622974963
15752_61	413	0.60824742268
15755_58	417	0.614138438881
15756_58	97	0.142857142857
15760_47	34	0.0500736377025
15771_91	379	0.558173784978
15773_63	331	0.487481590574
15775_51	15	0.0220913107511
15778_59	422	0.621502209131
15779_74	476	0.701030927835
15786_51	144	0.212076583211
15788_61	234	0.344624447717
15789_62	457	0.673048600884
15791_77	192	0.282768777614
15794_72	27	0.039764359352
15805_56	45	0.0662739322533
15808_61	28	0.0412371134021
15811_71	468	0.689248895434
15833_36	571	0.840942562592
15834_36	470	0.692194403535
15841_58	337	0.496318114875
15850_54	425	0.625920471281
15855_47	140	0.20618556701
15861_43	491	0.723122238586
15889_30	552	0.812960235641
15892_48	500	0.736377025037
15893_31	138	0.20324005891
15903_63	43	0.0633284241532
15907_61	235	0.346097201767
15909_81	476	0.701030927835
15910_40	52	0.0765832106038
15926_86	510	0.751104565538
15927_30	36	0.0530191458027
15930_28	370	0.544918998527
15934_88	82	0.120765832106
15945_49	428	0.630338733432
15954_33	331	0.487481590574
15961_65	360	0.530191458027
15965_32	27	0.039764359352
15982_30	347	0.511045655376
15986_48	321	0.472754050074
15990_69	30	0.0441826215022
15995_40	24	0.0353460972018
15997_57	45	0.0662739322533
16001_88	500	0.736377025037
16011_36	451	0.664212076583
16034_72	484	0.712812960236
16044_38	311	0.458026509573
16055_30	301	0.443298969072
16074_37	143	0.210603829161
16079_65	471	0.693667157585
16099_35	300	0.441826215022
16106_67	502	0.739322533137
16134_61	298	0.438880706922
16135_54	324	0.477172312224
16150_79	367	0.540500736377
16151_58	236	0.347569955817
16164_55	40	0.0589101620029
16165_77	469	0.690721649485
16166_91	96	0.141384388807
16168_70	170	0.250368188513
16169_49	477	0.702503681885
16175_84	615	0.905743740795
16179_64	19	0.0279823269514
16182_34	574	0.845360824742
16183_38	335	0.493372606775
16184_61	53	0.0780559646539
16187_89	280	0.412371134021
16190_60	468	0.689248895434
16216_48	389	0.572901325479
16219_52	44	0.0648011782032
16223_88	475	0.699558173785
16225_82	313	0.460972017673
16231_67	322	0.474226804124
16232_79	319	0.469808541973
16234_59	367	0.540500736377
16255_71	31	0.0456553755523
16261_77	344	0.506627393225
16270_89	42	0.0618556701031
16277_69	87	0.128129602356
16280_87	333	0.490427098675
16286_86	303	0.446244477172
16291_49	229	0.337260677467
16292_89	29	0.0427098674521
16303_33	117	0.172312223859
16313_79	95	0.139911634757
16320_63	331	0.487481590574
16321_50	349	0.513991163476
16323_59	559	0.823269513991
16325_45	87	0.128129602356
16330_31	501	0.737849779087
16343_35	45	0.0662739322533
16349_50	476	0.701030927835
16358_31	92	0.135493372607
16359_29	402	0.59204712813
16360_34	405	0.59646539028
16378_89	326	0.480117820324
16389_81	96	0.141384388807
16400_33	544	0.80117820324
16406_40	477	0.702503681885
16419_86	435	0.640648011782
16422_62	39	0.0574374079529
16424_59	431	0.634756995582
16430_53	183	0.269513991163
16440_91	605	0.891016200295
16441_59	45	0.0662739322533
16454_36	471	0.693667157585
16456_85	425	0.625920471281
16457_82	142	0.20913107511
16470_89	476	0.701030927835
16474_52	242	0.356406480118
16475_50	433	0.637702503682
16490_54	243	0.357879234168
16493_75	469	0.690721649485
16502_41	111	0.163475699558
16504_64	23	0.0338733431517
16505_79	502	0.739322533137
16520_58	335	0.493372606775
16524_83	433	0.637702503682
16528_91	387	0.569955817378
16530_87	528	0.777614138439
16567_70	57	0.0839469808542
16568_88	479	0.705449189985
16594_78	430	0.633284241532
16599_54	241	0.354933726068
16600_89	40	0.0589101620029
16613_57	348	0.512518409426
16614_91	475	0.699558173785
16616_66	327	0.481590574374
16625_77	604	0.889543446244
16629_81	26	0.0382916053019
16633_32	321	0.472754050074
16636_85	423	0.622974963181
16650_83	107	0.157584683358
16659_70	232	0.341678939617
16665_63	316	0.465390279823
16697_40	512	0.754050073638
16706_69	141	0.20765832106
16709_66	257	0.378497790869
16712_65	49	0.0721649484536
16718_55	134	0.19734904271
16729_83	180	0.265095729013
16735_32	411	0.60530191458
16742_38	379	0.558173784978
16743_68	85	0.125184094256
16746_48	37	0.0544918998527
16748_47	43	0.0633284241532
16750_70	32	0.0471281296024
16786_73	520	0.765832106038
16792_44	382	0.562592047128
16823_81	45	0.0662739322533
16826_85	428	0.630338733432
16832_73	555	0.817378497791
16846_36	157	0.231222385862
16847_30	184	0.270986745214
16851_47	75	0.110456553756
16861_65	194	0.285714285714
16865_85	115	0.169366715758
16870_86	267	0.39322533137
16892_81	497	0.731958762887
16898_63	32	0.0471281296024
16899_65	11	0.0162002945508
16900_35	351	0.516936671576
16902_67	296	0.435935198822
16905_40	94	0.138438880707
16906_81	190	0.279823269514
16911_73	146	0.215022091311
16925_53	280	0.412371134021
16933_80	475	0.699558173785
16942_89	329	0.484536082474
16944_81	423	0.622974963181
16947_78	97	0.142857142857
16949_82	83	0.122238586156
16950_55	131	0.19293078056
16955_86	47	0.0692194403535
16958_36	289	0.425625920471
16965_75	25	0.0368188512518
16968_31	379	0.558173784978
16971_34	106	0.156111929308
16987_61	159	0.234167893962
16997_43	379	0.558173784978
16999_79	37	0.0544918998527
17001_56	473	0.696612665685
17014_74	108	0.159057437408
17018_77	537	0.79086892489
17035_34	215	0.316642120766
17038_31	272	0.40058910162
17057_61	401	0.59057437408
17064_37	419	0.617083946981
17066_86	191	0.281296023564
17085_28	159	0.234167893962
17087_78	25	0.0368188512518
17089_69	542	0.79823269514
17097_62	469	0.690721649485
17099_31	148	0.217967599411
17101_28	371	0.546391752577
17102_75	225	0.331369661267
17105_64	250	0.368188512518
17117_50	197	0.290132547865
17119_60	386	0.568483063328
17128_83	43	0.0633284241532
17134_30	36	0.0530191458027
17145_91	23	0.0338733431517
17147_28	612	0.901325478645
17151_30	183	0.269513991163
17211_44	600	0.883652430044
17213_91	377	0.555228276878
17218_56	570	0.839469808542
17221_84	33	0.0486008836524
17222_41	484	0.712812960236
17224_74	320	0.471281296024
17228_67	272	0.40058910162
17230_65	151	0.222385861561
17231_81	20	0.0294550810015
17238_51	281	0.413843888071
17240_71	306	0.450662739323
17243_58	54	0.079528718704
17249_39	330	0.486008836524
17252_39	37	0.0544918998527
17255_61	142	0.20913107511
17259_43	143	0.210603829161
17283_63	487	0.717231222386
17293_35	519	0.764359351988
17311_28	280	0.412371134021
17312_72	467	0.687776141384
17320_49	437	0.643593519882
17325_91	238	0.350515463918
17332_71	32	0.0471281296024
17335_86	46	0.0677466863034
17342_48	24	0.0353460972018
17346_64	465	0.684830633284
17357_41	306	0.450662739323
17359_38	190	0.279823269514
17362_53	25	0.0368188512518
17367_61	226	0.332842415317
17385_45	423	0.622974963181
17391_85	302	0.444771723122
17405_55	474	0.698085419735
17406_47	592	0.871870397644
17413_33	385	0.567010309278
17415_70	29	0.0427098674521
17436_63	288	0.424153166421
17442_72	334	0.491899852725
17446_83	82	0.120765832106
17450_62	321	0.472754050074
17456_75	602	0.886597938144
17461_62	457	0.673048600884
17479_86	105	0.154639175258
17483_66	290	0.427098674521
17486_91	546	0.80412371134
17490_81	66	0.0972017673049
17497_86	149	0.219440353461
17499_47	530	0.780559646539
17501_61	89	0.131075110457
17507_31	602	0.886597938144
17516_82	45	0.0662739322533
17523_54	20	0.0294550810015
17526_54	328	0.483063328424
17533_47	476	0.701030927835
17539_47	469	0.690721649485
17547_28	367	0.540500736377
17550_41	101	0.148748159057
17552_48	41	0.060382916053
17558_54	374	0.550810014728
17561_41	29	0.0427098674521
17573_46	554	0.815905743741
17575_89	246	0.362297496318
17582_87	189	0.278350515464
17584_68	535	0.787923416789
17593_81	604	0.889543446244
17594_31	159	0.234167893962
17597_57	21	0.0309278350515
17600_60	472	0.695139911635
17606_71	22	0.0324005891016
17622_57	519	0.764359351988
17625_52	513	0.755522827688
17628_73	570	0.839469808542
17629_40	298	0.438880706922
17641_84	468	0.689248895434
17643_56	101	0.148748159057
17648_55	464	0.683357879234
17666_29	238	0.350515463918
17670_29	377	0.555228276878
17675_81	36	0.0530191458027
17685_40	430	0.633284241532
17701_34	194	0.285714285714
17702_77	29	0.0427098674521
17703_68	300	0.441826215022
17716_59	95	0.139911634757
17731_84	44	0.0648011782032
17743_43	578	0.851251840943
17746_64	334	0.491899852725
17758_34	157	0.231222385862
17760_39	37	0.0544918998527
17761_50	187	0.275405007364
17772_56	600	0.883652430044
17777_63	275	0.40500736377
17779_73	369	0.543446244477
17783_42	11	0.0162002945508
17808_36	581	0.855670103093
17824_68	428	0.630338733432
17827_72	368	0.541973490427
17833_76	425	0.625920471281
17837_29	342	0.503681885125
17865_29	172	0.253313696613
17875_70	261	0.384388807069
17876_86	452	0.665684830633
17878_32	547	0.80559646539
17879_62	43	0.0633284241532
17885_34	128	0.188512518409
17891_57	292	0.430044182622
17892_47	469	0.690721649485
17904_71	559	0.823269513991
17909_49	148	0.217967599411
17910_28	575	0.846833578792
17912_85	387	0.569955817378
17922_53	31	0.0456553755523
17927_49	269	0.39617083947
17941_72	44	0.0648011782032
17942_38	469	0.690721649485
17943_81	380	0.559646539028
17946_33	467	0.687776141384
17947_40	85	0.125184094256
17955_67	83	0.122238586156
17968_53	408	0.60088365243
17977_31	147	0.216494845361
17985_44	90	0.132547864507
18007_68	306	0.450662739323
18012_48	194	0.285714285714
18015_72	25	0.0368188512518
18030_66	471	0.693667157585
18062_66	457	0.673048600884
18070_64	39	0.0574374079529
18072_46	15	0.0220913107511
18073_62	139	0.20471281296
18092_38	25	0.0368188512518
18095_39	233	0.343151693667
18099_48	25	0.0368188512518
18101_44	186	0.273932253314
18108_69	316	0.465390279823
18116_91	291	0.428571428571
18141_54	420	0.618556701031
18143_58	101	0.148748159057
18151_33	592	0.871870397644
18159_35	332	0.488954344624
18166_40	337	0.496318114875
18188_90	34	0.0500736377025
18194_34	116	0.170839469809
18201_80	82	0.120765832106
18211_59	571	0.840942562592
18223_79	82	0.120765832106
18234_71	429	0.631811487482
18243_78	458	0.674521354934
18249_58	474	0.698085419735
18250_77	126	0.185567010309
18260_83	435	0.640648011782
18264_85	93	0.136966126657
18276_36	174	0.256259204713
18277_85	87	0.128129602356
18281_49	44	0.0648011782032
18290_65	465	0.684830633284
18293_60	477	0.702503681885
18297_29	400	0.589101620029
18299_57	34	0.0500736377025
18310_69	479	0.705449189985
18316_29	272	0.40058910162
18319_47	94	0.138438880707
18321_60	470	0.692194403535
18325_31	431	0.634756995582
18329_49	30	0.0441826215022
18330_49	571	0.840942562592
18333_60	384	0.565537555228
18336_73	399	0.587628865979
18352_32	141	0.20765832106
18354_91	434	0.639175257732
18355_52	472	0.695139911635
18358_67	85	0.125184094256
18380_39	480	0.706921944035
18395_58	370	0.544918998527
18400_58	38	0.0559646539028
18401_43	363	0.534609720177
18415_67	31	0.0456553755523
18419_35	142	0.20913107511
18427_47	384	0.565537555228
18448_66	385	0.567010309278
18452_83	51	0.0751104565538
18466_74	374	0.550810014728
18468_66	508	0.748159057437
18470_53	469	0.690721649485
18471_86	280	0.412371134021
18478_77	78	0.114874815906
18480_53	173	0.254786450663
18497_32	493	0.726067746686
18499_50	480	0.706921944035
18504_78	545	0.80265095729
18509_53	98	0.144329896907
18517_64	325	0.478645066274
18523_73	393	0.578792341679
18524_75	174	0.256259204713
18529_38	514	0.756995581738
18547_56	402	0.59204712813
18566_90	325	0.478645066274
18570_32	138	0.20324005891
18571_81	74	0.108983799705
18575_45	477	0.702503681885
18579_35	98	0.144329896907
18586_88	469	0.690721649485
18592_63	29	0.0427098674521
18594_77	135	0.19882179676
18604_79	147	0.216494845361
18607_41	141	0.20765832106
18612_67	341	0.502209131075
18613_46	135	0.19882179676
18629_81	139	0.20471281296
18635_54	14	0.020618556701
18643_59	269	0.39617083947
18644_54	405	0.59646539028
18656_34	164	0.241531664212
18660_71	279	0.410898379971
18698_68	102	0.150220913108
18699_81	374	0.550810014728
18703_73	236	0.347569955817
18713_42	100	0.147275405007
18727_50	282	0.415316642121
18730_29	532	0.783505154639
18743_35	188	0.276877761414
18747_42	520	0.765832106038
18757_91	372	0.547864506627
18760_37	45	0.0662739322533
18768_60	222	0.326951399116
18770_91	135	0.19882179676
18776_31	351	0.516936671576
18777_39	288	0.424153166421
18781_83	541	0.79675994109
18782_39	96	0.141384388807
18787_74	376	0.553755522828
18788_58	548	0.80706921944
18796_47	379	0.558173784978
18806_85	29	0.0427098674521
18844_75	549	0.80854197349
18851_90	377	0.555228276878
18862_35	508	0.748159057437
18866_33	382	0.562592047128
18870_79	376	0.553755522828
18871_62	18	0.0265095729013
18879_84	431	0.634756995582
18883_91	435	0.640648011782
18885_83	18	0.0265095729013
18887_41	392	0.577319587629
18888_62	422	0.621502209131
18892_52	83	0.122238586156
18906_73	481	0.708394698085
18908_65	19	0.0279823269514
18914_33	545	0.80265095729
18925_91	49	0.0721649484536
18931_48	55	0.0810014727541
18934_81	22	0.0324005891016
18937_53	27	0.039764359352
18938_79	200	0.294550810015
18953_78	555	0.817378497791
18954_35	40	0.0589101620029
18955_88	422	0.621502209131
18959_90	233	0.343151693667
18973_88	366	0.539027982327
18975_29	244	0.359351988218
18981_59	20	0.0294550810015
18982_43	469	0.690721649485
18989_59	469	0.690721649485
19016_86	480	0.706921944035
19022_38	244	0.359351988218
19023_64	309	0.455081001473
19037_28	376	0.553755522828
19045_78	244	0.359351988218
19049_56	164	0.241531664212
19056_35	212	0.312223858616
19059_56	585	0.861561119293
19068_85	84	0.123711340206
19074_43	476	0.701030927835
19085_81	475	0.699558173785
19092_34	601	0.885125184094
19094_49	328	0.483063328424
19099_63	373	0.549337260677
19118_81	350	0.515463917526
19126_80	28	0.0412371134021
19128_37	115	0.169366715758
19138_91	329	0.484536082474
19146_67	469	0.690721649485
19160_76	235	0.346097201767
19165_89	603	0.888070692194
19175_34	472	0.695139911635
19181_79	326	0.480117820324
19183_90	328	0.483063328424
19188_69	435	0.640648011782
19189_55	601	0.885125184094
19225_83	146	0.215022091311
19245_30	45	0.0662739322533
19253_29	427	0.628865979381
19255_72	17	0.0250368188513
19283_66	593	0.873343151694
19290_29	414	0.60972017673
19291_33	111	0.163475699558
19294_40	36	0.0530191458027
19309_32	327	0.481590574374
19316_50	400	0.589101620029
19326_60	34	0.0500736377025
19329_53	297	0.437407952872
19333_41	566	0.833578792342
19340_51	43	0.0633284241532
19342_49	258	0.379970544919
19351_68	325	0.478645066274
19353_43	30	0.0441826215022
19355_80	512	0.754050073638
19360_67	94	0.138438880707
19361_43	366	0.539027982327
19371_44	144	0.212076583211
19373_66	378	0.556701030928
19377_78	149	0.219440353461
19380_86	122	0.179675994109
19381_69	569	0.837997054492
19386_41	592	0.871870397644
19387_72	316	0.465390279823
19391_75	479	0.705449189985
19411_47	48	0.0706921944035
19418_84	319	0.469808541973
19421_69	419	0.617083946981
19425_39	21	0.0309278350515
19429_72	37	0.0544918998527
19436_49	338	0.497790868925
19447_84	531	0.782032400589
19450_47	475	0.699558173785
19458_30	178	0.262150220913
19475_84	328	0.483063328424
19493_35	117	0.172312223859
19497_42	40	0.0589101620029
19501_72	94	0.138438880707
19504_31	165	0.243004418262
19508_71	594	0.874815905744
19517_46	30	0.0441826215022
19524_54	260	0.382916053019
19536_91	424	0.624447717231
19541_71	232	0.341678939617
19548_49	89	0.131075110457
19551_34	331	0.487481590574
19557_86	43	0.0633284241532
19559_68	26	0.0382916053019
19581_61	246	0.362297496318
19587_85	249	0.366715758468
19591_45	408	0.60088365243
19593_73	481	0.708394698085
19598_28	190	0.279823269514
19608_30	131	0.19293078056
19613_43	482	0.709867452135
19628_65	306	0.450662739323
19630_47	324	0.477172312224
19632_40	128	0.188512518409
19638_87	382	0.562592047128
19643_52	25	0.0368188512518
19650_65	44	0.0648011782032
19654_79	196	0.288659793814
19659_43	419	0.617083946981
19663_79	415	0.611192930781
19677_91	468	0.689248895434
19685_46	28	0.0412371134021
19687_58	596	0.877761413844
19699_60	173	0.254786450663
19720_40	42	0.0618556701031
19725_45	324	0.477172312224
19727_41	349	0.513991163476
19734_46	351	0.516936671576
19735_57	24	0.0353460972018
19737_75	516	0.759941089838
19748_28	227	0.334315169367
19751_36	544	0.80117820324
19761_37	42	0.0618556701031
19784_71	466	0.686303387334
19800_80	594	0.874815905744
19807_67	10	0.0147275405007
19847_46	200	0.294550810015
19853_90	289	0.425625920471
19856_88	432	0.636229749632
19864_63	32	0.0471281296024
19868_88	558	0.821796759941
19876_46	525	0.773195876289
19884_90	279	0.410898379971
19897_68	145	0.213549337261
19910_79	140	0.20618556701
19926_89	111	0.163475699558
19929_69	428	0.630338733432
19947_77	426	0.627393225331
19951_82	595	0.876288659794
19952_84	96	0.141384388807
19955_54	593	0.873343151694
19956_81	21	0.0309278350515
19960_75	40	0.0589101620029
19965_46	24	0.0353460972018
19967_86	45	0.0662739322533
19971_69	38	0.0559646539028
19975_77	338	0.497790868925
19984_40	136	0.20029455081
19990_74	18	0.0265095729013
19993_34	8	0.0117820324006
19994_89	41	0.060382916053
20000_70	95	0.139911634757
20008_50	366	0.539027982327
20017_89	20	0.0294550810015
20028_85	27	0.039764359352
20032_40	578	0.851251840943
20037_38	472	0.695139911635
20051_54	311	0.458026509573
20057_72	142	0.20913107511
20058_78	33	0.0486008836524
20061_62	93	0.136966126657
20068_52	302	0.444771723122
20075_45	486	0.715758468336
20081_32	474	0.698085419735
20082_54	29	0.0427098674521
20083_40	184	0.270986745214
20091_66	230	0.338733431517
20096_85	244	0.359351988218
20100_68	476	0.701030927835
20101_58	50	0.0736377025037
20105_82	417	0.614138438881
20107_72	174	0.256259204713
20115_36	44	0.0648011782032
20139_66	22	0.0324005891016
20144_38	332	0.488954344624
20154_72	20	0.0294550810015
20164_75	39	0.0574374079529
20173_36	596	0.877761413844
20184_54	422	0.621502209131
20194_67	472	0.695139911635
20203_82	424	0.624447717231
20205_57	530	0.780559646539
20208_33	345	0.508100147275
20213_58	94	0.138438880707
20222_82	44	0.0648011782032
20225_33	431	0.634756995582
20227_34	566	0.833578792342
20229_47	187	0.275405007364
20230_82	253	0.372606774669
20237_32	296	0.435935198822
20242_58	373	0.549337260677
20248_54	420	0.618556701031
20249_50	230	0.338733431517
20256_36	90	0.132547864507
20259_52	38	0.0559646539028
20265_35	616	0.907216494845
20273_81	261	0.384388807069
20284_85	469	0.690721649485
20296_77	13	0.019145802651
20309_59	51	0.0751104565538
20317_87	524	0.771723122239
20328_54	21	0.0309278350515
20351_28	52	0.0765832106038
20363_90	557	0.820324005891
20364_58	355	0.522827687776
