Locus	chromosome	fst	c_pos
2792	PCodG	0.0231	238801441
17951	PCodG	0.027	238852406
12201	PCodG	0.0566	238863752
17588	PCodG	0.0764	239055436
15311	PCodG	0.6762	239073662
9668	PCodG	0.1461	239302317
23785	PCodG	0.0445	239317698
7818	PCodG	0.1603	239657727
19083	PCodG	0.0424	240206027
15650	PCodG	0.1531	240274888
13054	PCodG	0.3244	240276077
22246	PCodG	-0.0018	240302238
16967	PCodG	0.0557	240306853
13476	PCodG	0.0532	240306941
14260	PCodG	0.207	240320472
15586	PCodG	0.1593	240372208
13129	PCodG	0.0699	240701255
9611	PCodG	0.0046	240824298
17901	PCodG	0.0899	241019994
4617	PCodG	0.0618	241021822
17959	PCodG	0.1058	241052638
1582	PCodG	0.0432	241123479
4090	PCodG	0.2571	241246858
18043	PCodG	0.9253	241293722
17001	PCodG	0.2333	241293810
9980	PCodG	0.8042	241312525
17038	PCodG	0.8123	241312613
16009	PCodG	0.1309	241589869
10687	PCodG	0.1421	241713352
4142	PCodG	0.2797	241770982
11056	PCodG	0.0428	241804011
21118	PCodG	0.0342	241827184
5451	PCodG	0.0536	241835689
22640	PCodG	0.3482	241835777
9966	PCodG	0.0369	241856574
22488	PCodG	0.1875	241939275
4960	PCodG	0.0388	241993802
14555	PCodG	0.0475	242065200
39	PCodG	0.0575	242065288
17442	PCodG	0.1726	242207114
986	PCodG	0.025	242596322
8603	PCodG	0.6476	242618279
379	PCodG	0.0119	242674496
16667	PCodG	0.6201	243445188
7759	PCodG	0.29	243462795
21239	PCodG	0.0239	243549215
11459	PCodG	0.0847	243604242
5423	PCodG	0.0441	243605925
9545	PCodG	0.4261	243668451
4459	PCodG	0.0391	243677462
18188	PCodG	0.4599	243997105
13207	PCodG	0.1884	244132740
263	PCodG	0.2199	244160367
3031	PCodG	0.0483	244208903
13721	PCodG	0.0517	244298468
12648	PCodG	0.2882	244298556
14755	PCodG	0.0597	244521547
9082	PCodG	0.0481	244591836
12516	PCodG	0.3851	244621663
13461	PCodG	0.0177	244742250
23178	PCodG	0.3108	245024832
4629	PCodG	0.004	245114552
19360	PCodG	0.9316	245828056
5980	PCodG	0.3561	246069836
18319	PCodG	0.0647	246072515
12384	PCodG	0.4485	246581894
20337	PCodG	0.1219	246609103
17912	PCodG	0.0825	247217818
9387	PCodG	0.0306	247638093
23136	PCodG	0.1475	247725446
2895	PCodG	0.028	247725534
19310	PCodG	0.1492	247727203
11209	PCodG	0.2926	247753884
17968	PCodG	0.1535	247753972
20068	PCodG	0.1896	247812081
22753	PCodG	0.0262	247868041
8124	PCodG	0.8917	247949728
13163	PCodG	0.0589	248102044
917	PCodG	0.0121	248149227
5577	PCodG	0.0303	248152917
1794	PCodG	0.4537	248326573
19682	PCodG	0.0624	248541832
20117	PCodG	0.0342	248542404
11638	PCodG	0.2343	248615465
12554	PCodG	0.02	248680648
4226	PCodG	0.1081	248790775
15567	PCodG	0.0414	249268622
8569	PCodG	0.9052	249656435
10138	PCodG	0.0636	249867296
3962	PCodG	0.0241	250170512
9359	PCodG	0.0681	250648983
18050	PCodG	0.0238	250680818
7384	PCodG	0.0168	250917914
5928	PCodG	0.0174	250935446
5002	PCodG	0.0351	250935534
16612	PCodG	0.0079	251125697
11954	PCodG	0.2292	251821514
17879	PCodG	-0.0012	251858764
6583	PCodG	0.0521	252030954
9252	PCodG	0.0583	252055429
1592	PCodG	0.0352	252067978
18111	PCodG	0.0513	252090667
1073	PCodG	0.0795	252168670
17351	PCodG	0.0208	252210979
17343	PCodG	0.0236	252376394
21870	PCodG	0.0049	252402479
18923	PCodG	0.3577	252519506
14554	PCodG	0.358	252657598
10181	PCodG	0.0841	253183880
22771	PCodG	0.6013	253349654
7781	PCodG	0.0239	253717374
18248	PCodG	0.0237	253870345
22011	PCodG	0.0083	253872430
4426	PCodG	0.0821	253965490
10260	PCodG	0.0057	254043122
15607	PCodG	0.3498	254131680
25250	PCodG	0.8177	254194592
3963	PCodG	0.0062	254255502
21089	PCodG	0.0598	254304954
10995	PCodG	0.0848	254946788
5203	PCodG	0.0891	255107940
6	PCodG	0.0337	255130893
13295	PCodG	0.2221	255155997
13881	PCodG	0.0242	255327699
5962	PCodG	0.001	255400291
18330	PCodG	0.3645	255408706
244	PCodG	0.0413	255416499
885	PCodG	0.0282	255416587
3434	PCodG	0.0934	255568603
9159	PCodG	1.00E-04	255769505
10291	PCodG	0.4089	256113189
16787	PCodG	0.0298	256209892
11408	PCodG	0.1992	256467489
10396	PCodG	0.1633	256805674
19829	PCodG	0.062	256927004
21800	PCodG	0.0264	256927533
14287	PCodG	0.001	256995266
7214	PCodG	0.9336	256996917
6701	PCodG	0.027	257034614
12987	PCodG	0.0461	257333518
21681	PCodG	0.0337	257345485
4620	PCodG	0.8087	257378972
7791	PCodG	0.0941	257379060
18629	PCodG	0.4034	257584744
21204	PCodG	0.0169	258082426
8160	PCodG	0.03	258313636
12584	PCodG	0.0708	258437254
9986	PCodG	0.3073	259168147
16280	PCodG	0.6097	259197169
3176	PCodG	0.0068	259327929
4206	PCodG	0.0219	259358704
3753	PCodG	0.7228	259426433
24659	PCodG	0.0962	259469312
22961	PCodG	0.0994	259483078
17181	PCodG	0.2351	259614420
10966	PCodG	0.1337	259998542
92	PCodG	0.617	260061530
12725	PCodG	0.0351	260385110
21971	PCodG	0.654	260432646
8033	PCodG	0.9814	260460954
17999	PCodG	0.086	260930993
13125	PCodG	0.0189	260958346
12182	PCodG	0.5689	261267899
198	PCodG	0.8729	262107953
11049	PCodG	0.0013	262143270
14190	PCodG	0.0518	262218733
11546	PCodG	0.1415	262218821
20081	PCodG	0.0886	262224023
13791	PCodG	0.74	262263419
3121	PCodG	0.0477	262423493
9755	PCodG	0.007	262942652
12945	PCodG	0.6726	263014140
7453	PCodG	0.0062	263215886
24796	PCodG	0.0221	263465549
17990	PCodG	0.2268	263465637
15313	PCodG	0.0191	263778322
23615	PCodG	0.4483	264288195
19765	PCodG	0.0882	264410831
4083	PCodG	0.1894	264704534
3015	PCodG	0.7845	264729141
8507	PCodG	0.2642	264825465
15234	PCodG	0.2437	264825553
15009	PCodG	0.0799	265228884
24591	PCodG	0.0991	265276988
10015	PCodG	0.631	265375997
8525	PCodG	0.469	265932603
4251	PCodG	0.5127	266203738
8597	PCodG	0.0908	266368570
14526	PCodG	0.2413	266368658
11895	PCodG	0.1282	266442549
12199	PCodG	0.0698	266458360
5217	PCodG	0.0933	266458448
22392	PCodG	0.0198	266521131
7505	PCodG	0.0252	266617089
1907	PCodG	0.2351	266664382
19023	PCodG	0.2293	266664470
11319	PCodG	0.0266	266843741
13301	PCodG	0.0357	266912678
4171	PCodG	0.0126	267109331
25620	PCodG	0.0558	267255987
1262	PCodG	0.0054	267308614
9549	PCodG	0.0943	267414052
17760	PCodG	0.3027	267661064
24634	PCodG	0.0223	267800541
16422	PCodG	0.0074	268005151
24307	PCodG	0.0088	268065409
15002	PCodG	0.0084	268159689
18366	PCodG	0.1013	268159777
21884	PCodG	0.0303	268235611
9538	PCodG	0.0203	268417084
18754	PCodG	0.0227	268668482
20945	PCodG	0.017	268932242
20920	PCodG	0.1792	268970169
9452	PCodG	0.4563	268983317
7879	PCodG	0.0226	269033454
16245	PCodG	0.0092	269330783
23189	PCodG	0.0289	269333191
16145	PCodG	0.0421	269480773
3248	PCodG	0.1524	269587104
10580	PCodG	0.3025	269717554
19564	PCodG	-0.0018	269911374
1872	PCodG	0.1162	270798090
19088	PCodG	0.0151	271051031
21007	PCodG	0.0646	271427310
6040	PCodG	0.0646	271569712
11910	PCodG	0.0761	271569800
2558	PCodG	0.0571	271586315
4958	PCodG	0.451	271673407
11081	PCodG	0.3658	271687616
7913	PCodG	0.0552	271974091
8486	PCodG	0.005	272092182
11	PCodG	0.0453	272444707
2705	PCodG	0.0243	272444795
11165	PCodG	0.1038	272560388
25444	PCodG	0.4935	272563307
472	PCodG	0.0181	272806595
12916	PCodG	0.0204	272830887
6033	PCodG	0.0768	272843537
23146	PCodG	0.0591	272995942
716	PCodG	0.1547	273085728
5594	PCodG	0.1094	273287536
8804	PCodG	0.0146	273324764
8798	PCodG	0.0179	273758898
20295	PCodG	0.5323	274331820
16791	PCodG	0.0963	274705528
24444	PCodG	0.0436	274797787
13036	PCodG	0.0132	275060510
12107	PCodG	0.0774	275469123
19742	PCodG	0.0174	275527873
21313	PCodG	0.0163	275722650
1027	PCodG	0.0288	275750269
6484	PCodG	0.0203	275912507
12726	PCodG	0.1259	276193011
6769	PCodG	0.0184	276202915
10068	PCodG	0.0586	276508582
5807	PCodG	0.0189	276690848
19228	PCodG	0.0112	276998493
7711	PCodG	0.1291	277192370
15749	PCodG	0.0832	277323732
3258	PCodG	0.0248	277323820
23150	PCodG	0.0278	277333062
19021	PCodG	0.0219	277335998
6803	PCodG	0.0228	277410983
11282	PCodG	0.0086	277411071
8526	PCodG	0.1003	277489541
4154	PCodG	0.052	277489541
18879	PCodG	-0.0014	277565598
21335	PCodG	0.1546	277860959
21256	PCodG	0.1197	277896796
756	PCodG	0.0219	277997547
16270	PCodG	0.5075	278104792
14618	PCodG	0.0292	278108549
22947	PCodG	0.06	278279319
3428	PCodG	0.0325	278351027
10978	PCodG	0.128	278579272
23066	PCodG	0.1887	278584864
5966	PCodG	0.3533	278607221
24196	PCodG	0.1913	278702038
18571	PCodG	0.094	279182543
23094	PCodG	0.1657	279220057
16564	PCodG	0.1197	279246476
15060	PCodG	0.036	279379402
19201	PCodG	0.0308	279533006
24124	PCodG	0.0804	279717789
7940	PCodG	0.4656	279805102
11069	PCodG	0.2712	280074388
10307	PCodG	0.0114	280132372
3931	PCodG	0.2026	280165693
18236	PCodG	0.0622	280210928
18322	PCodG	0.2448	280292185
7929	PCodG	0.0195	280292273
19943	PCodG	0.0127	280302217
21590	PCodG	0.4949	280302735
14760	PCodG	0.1882	280400403
19964	PCodG	0.0387	280446436
7769	PCodG	0.1883	280508436
15954	PCodG	0.3442	280675523
25650	PCodG	0.0417	280678534
17440	PCodG	0.3111	280730867
6757	PCodG	0.0252	280730951
8196	PCodG	0.3427	280820267
2468	PCodG	0.1395	280913689
4336	PCodG	0.0467	280993478
12889	PCodG	0.2396	281226491
6203	PCodG	0.1784	281325901
12897	PCodG	0.0104	281374078
9158	PCodG	0.8994	281696512
6550	PCodG	0.7718	281779471
5281	PCodG	0.1178	282376001
12810	PCodG	0.4185	282432017
1547	PCodG	0.061	282615852
1756	PCodG	0.0164	282956035
25225	PCodG	0.7634	282993673
752	PCodG	0.0502	283093482
15010	PCodG	0.1035	283644359
18313	PCodG	0.1352	283644447
18947	PCodG	0.0528	283707157
3972	PCodG	0.4833	283764140
21509	PCodG	0.0189	283799025
11978	PCodG	0.0429	283846458
19037	PCodG	0.6842	283889075
16151	PCodG	0.1542	284078790
14131	PCodG	0.0871	284241413
19729	PCodG	0.1036	284569495
13895	PCodG	0.0435	284640453
22145	PCodG	0.1051	284683824
18762	PCodG	0.0074	284760717
25638	PCodG	0.6485	284766229
4344	PCodG	0.1086	284790454
12254	PCodG	0.9206	284933518
20796	PCodG	0.2328	285044200
4956	PCodG	0.183	285360320
8192	PCodG	0.085	285421120
1167	PCodG	0.0015	285465516
5541	PCodG	0.7404	285481107
3155	PCodG	0.0642	285481195
10886	PCodG	0.3348	285570944
15114	PCodG	0.2357	285993633
15034	PCodG	0.0062	286054558
7942	PCodG	0.0118	286107749
9205	PCodG	0.4707	286107837
17087	PCodG	0.6726	286236564
23927	PCodG	0.2321	286262686
9585	PCodG	0.6996	286309892
16429	PCodG	0.4052	286466708
6797	PCodG	0.1657	286466796
6890	PCodG	0.0458	286650722
21789	PCodG	0.0715	286717469
8536	PCodG	0.3068	286745705
11594	PCodG	0.2198	286745793
4834	PCodG	0.9725	286928650
24071	PCodG	0.0238	286971168
4188	PCodG	0.7727	286997728
5337	PCodG	0.034	287344883
9203	PCodG	0.034	287381496
19660	PCodG	0.0052	287381584
23709	PCodG	0.031	287386513
17709	PCodG	0.0276	287570147
24226	PCodG	0.1874	288018287
15113	PCodG	0.005	288198642
5984	PCodG	0.3142	288244844
13355	PCodG	0.0158	288246406
13107	PCodG	0.9002	288268252
23168	PCodG	0.0487	288490097
10799	PCodG	0.023	288513153
15855	PCodG	0.0234	288685683
14920	PCodG	0.0076	288687980
12036	PCodG	0.0051	288842608
719	PCodG	0.0971	289265833
20923	PCodG	0.6549	289338398
3430	PCodG	0.0152	289338486
2225	PCodG	0.0318	289365587
3886	PCodG	0.0196	289371316
8315	PCodG	0.1013	289398016
19475	PCodG	0.1237	289652311
2604	PCodG	0.0298	289685718
16257	PCodG	0.5616	290012410
308	PCodG	0.0519	290340289
17750	PCodG	0.007	290604072
13598	PCodG	0.0052	290679948
19263	PCodG	0.0135	290843834
9458	PCodG	0.0482	290886299
8346	PCodG	0.0135	290923499
7161	PCodG	0.0516	290939174
17726	PCodG	0.3197	291093433
9408	PCodG	0.11	291100802
23486	PCodG	0.0193	291135859
5003	PCodG	0.029	291260238
11013	PCodG	0.0211	291278677
21360	PCodG	0.3247	291689741
10828	PCodG	0.7997	291690844
25416	PCodG	0.8477	291745162
11019	PCodG	0.7663	291950823
1963	PCodG	0.0484	291950911
8493	PCodG	0.0138	291978672
8641	PCodG	0.0574	292150287
19478	PCodG	0.0403	292368058
13052	PCodG	0.0303	293317259
20140	PCodG	0.1016	293317347
4837	PCodG	0.0845	293434013
1978	PCodG	0.0153	293465642
3266	PCodG	0.0134	293665099
25284	PCodG	0.0471	293682899
3188	PCodG	0.0503	293712247
9191	PCodG	0.0489	293755948
19830	PCodG	0.0669	293812486
16789	PCodG	0.0225	293814785
24334	PCodG	0.0349	294069330
6729	PCodG	0.0912	294285349
1519	PCodG	0.0271	294383296
19784	PCodG	0.1411	294454879
15354	PCodG	0.0171	294697953
2071	PCodG	0.0387	294828290
15955	PCodG	0.1021	294828378
7028	PCodG	0.0975	294925261
24168	PCodG	0.0174	294953909
14360	PCodG	0.0136	294960746
6458	PCodG	0.0992	294963576
24941	PCodG	0.1904	295193411
12994	PCodG	0.0323	295394889
11482	PCodG	0.3888	295529928
2153	PCodG	0.0658	295642889
1478	PCodG	0.0435	295642977
20249	PCodG	0.142	295924473
6051	PCodG	0.0102	295964229
9691	PCodG	0.0317	296127157
14020	PCodG	0.0122	296134498
11299	PCodG	0.115	296318985
12493	PCodG	0.0189	296360510
21866	PCodG	0.0795	296360598
12903	PCodG	0.0205	296412871
22851	PCodG	0.0049	296810100
8152	PCodG	0.1909	296875685
7457	PCodG	0.2049	296893447
5464	PCodG	0.8206	296956628
20666	PCodG	0.2473	297164065
3039	PCodG	0.0012	297272213
19641	PCodG	0.0186	297285119
3756	PCodG	0.4297	297338296
12942	PCodG	0.0174	297505741
18250	PCodG	-0.0014	297505829
8135	PCodG	0.1655	297600275
19035	PCodG	0.005	298537579
5614	PCodG	0.0011	298678483
1655	PCodG	0.0573	299142305
6158	PCodG	0.1481	299142851
17644	PCodG	0.1665	299302256
10188	PCodG	0.1781	299343936
4696	PCodG	0.0491	299347156
8448	PCodG	0.1356	299347244
22637	PCodG	0.1553	299347244
20351	PCodG	0.1149	299382020
3362	PCodG	0.0281	299405950
15829	PCodG	0.0713	299498944
19014	PCodG	0.3276	299512092
12605	PCodG	0.0358	299581964
2922	PCodG	0.0081	299640829
11912	PCodG	0.749	299934248
5572	PCodG	0.0597	299982472
7749	PCodG	0.1603	300056814
11210	PCodG	0.0978	300081600
5042	PCodG	0.2883	300204472
7755	PCodG	0.2045	300673564
4901	PCodG	0.1079	300931540
1157	PCodG	0.1044	301063684
53	PCodG	0.0824	301110599
23448	PCodG	0.0563	301110687
23014	PCodG	0.1751	301361505
25289	PCodG	0.2494	301383935
15052	PCodG	0.0423	301438751
9251	PCodG	0.8231	301511974
21807	PCodG	0.6909	301602687
8670	PCodG	0.0947	302000574
4361	PCodG	0.1647	302030694
1473	PCodG	0.116	302068424
6377	PCodG	0.3374	302098979
13880	PCodG	0.0345	302115310
5	PCodG	0.6623	302131607
23093	PCodG	0.0178	302158994
11535	PCodG	0.0199	302640583
494	PCodG	0.0285	302717269
9213	PCodG	0.0172	302717995
12431	PCodG	0.0706	302732499
14536	PCodG	0.0148	302751655
15756	PCodG	0.0627	302808519
12122	PCodG	0.1113	302842937
8190	PCodG	0.336	302950753
14545	PCodG	0.1829	303057289
411	PCodG	0.0527	303085071
7434	PCodG	0.006	303176670
6606	PCodG	0.2126	303202388
24987	PCodG	0.0661	303202552
16135	PCodG	0.0847	303223995
20263	PCodG	0.0735	303842474
15256	PCodG	0.1074	304259391
5476	PCodG	0.7192	304281152
18166	PCodG	0.6206	304380305
10813	PCodG	0.1285	305152175
13841	PCodG	0.2422	306973892
8062	PCodG	0.0084	306998578
25214	PCodG	0.0314	307048084
1354	PCodG	0.0352	307097064
7431	PCodG	0.191	307139446
8055	PCodG	0.2047	307153150
10497	PCodG	0.0746	307368009
4473	PCodG	0.0042	307822570
21073	PCodG	0.0234	307881936
24003	PCodG	0.0185	307882024
780	PCodG	0.2423	308026366
16343	PCodG	0.1073	308110852
5118	PCodG	0.0285	308111351
12852	PCodG	0.1316	308332799
23258	PCodG	0.1295	308548730
4568	PCodG	0.4153	308591847
4740	PCodG	0.0069	308621911
10263	PCodG	0.1161	309042371
11770	PCodG	0.1383	309252624
8037	PCodG	0.0227	309344989
18840	PCodG	0.0494	309374643
15646	PCodG	0.7081	309392004
19174	PCodG	0.0369	309468550
25357	PCodG	0.1289	309587165
17677	PCodG	0.0397	309659514
8168	PCodG	0.151	309753571
2335	PCodG	0.0675	309838806
20544	PCodG	-0.0015	309899585
8064	PCodG	0.1574	309992903
12813	PCodG	0.0462	309995384
4092	PCodG	0.4053	309995472
17582	PCodG	0.2706	310223362
23467	PCodG	0.0877	310241292
6144	PCodG	0.7563	310241380
15017	PCodG	0.457	310262968
5491	PCodG	0.1326	310463298
18015	PCodG	0.2183	310480076
8278	PCodG	-0.0011	310564878
7574	PCodG	0.0783	310724210
8810	PCodG	0.0522	310874541
11878	PCodG	0.0291	311198667
25593	PCodG	0.0403	311282617
14666	PCodG	0.1504	311379574
3833	PCodG	0.0685	311508848
13458	PCodG	0.0067	311544807
1474	PCodG	0.0236	311566392
16897	PCodG	0.0191	311700419
15003	PCodG	0.0946	311940976
4711	PCodG	0.1292	311980022
6094	PCodG	0.445	312279646
11880	PCodG	0.0255	312451031
16820	PCodG	0.362	312477168
9061	PCodG	0.1906	312598056
17406	PCodG	0.0745	312687250
18315	PCodG	0.0695	313104480
19956	PCodG	0.3029	313409806
11591	PCodG	-0.0019	313447022
12686	PCodG	0.0223	313502407
960	PCodG	0.0103	313987218
23201	PCodG	0.0397	314096971
9363	PCodG	0.016	314267623
13176	PCodG	0.0101	314267711
21202	PCodG	0.0474	314428724
22710	PCodG	0.1198	314640901
541	PCodG	0.1378	314699574
16175	PCodG	0.0393	314761463
660	PCodG	0.0052	315079081
10456	PCodG	0.0309	315122965
13408	PCodG	0.0477	315126545
1881	PCodG	0.9881	315297103
18478	PCodG	0	315573706
18821	PCodG	0.4102	315715375
8267	PCodG	0.1033	315752564
15061	PCodG	0.4465	315807174
7433	PCodG	0.0067	315908836
1581	PCodG	0.0426	315910495
24389	PCodG	0.0299	315919910
25048	PCodG	0.0443	315952795
17417	PCodG	0.2218	316062864
13544	PCodG	0.0233	316089445
10698	PCodG	0.2539	316192351
12403	PCodG	0.0933	316722348
18792	PCodG	0.4937	317014400
6274	PCodG	0.0482	317180575
25241	PCodG	0.8118	317180663
10758	PCodG	0.033	318224472
25538	PCodG	0.0401	319292127
2706	PCodG	0.0054	320759705
5622	PCodG	0.4682	320828359
14495	PCodG	0.0518	320837723
12483	PCodG	0.1024	320845909
5817	PCodG	0.0377	321216719
16375	PCodG	0.1846	321258980
5396	PCodG	0.3441	321513652
4550	PCodG	-0.0014	321566633
9593	PCodG	0.0892	321643671
14729	PCodG	0.1186	321959737
21546	PCodG	0.037	322079118
16035	PCodG	0.0593	322139237
13701	PCodG	0.0699	322217820
18070	PCodG	0.0521	322245756
22955	PCodG	0.3458	322389440
3505	PCodG	0.3624	322406338
13285	PCodG	0.0465	322476249
18133	PCodG	0.0161	322563026
522	PCodG	0.5571	322633305
2160	PCodG	0.1398	322635441
772	PCodG	0.0415	323015723
10718	PCodG	0.0262	323025463
7674	PCodG	0.0956	323065125
19351	PCodG	0.0711	323151288
24470	PCodG	0.0698	323305417
5133	PCodG	0.0061	323305505
10207	PCodG	0.0525	323458435
19222	PCodG	0.2832	323729052
7565	PCodG	0.0542	323734200
12474	PCodG	0.0938	323741884
11992	PCodG	0.0018	323775942
12668	PCodG	0.3405	323883498
25622	PCodG	0.0945	324062317
98	PCodG	0.0086	324105234
3343	PCodG	0.0723	324237456
5672	PCodG	0.0696	324351415
5287	PCodG	0.0921	324408376
7086	PCodG	0.2366	324529137
9979	PCodG	0.0094	324758414
9658	PCodG	0.2516	325104950
21070	PCodG	0.0053	325328984
12770	PCodG	0.0414	325382930
22206	PCodG	0.2935	325802919
3304	PCodG	0.1447	325803007
4411	PCodG	0.0411	325831764
11722	PCodG	0.0473	325838814
10217	PCodG	0.0546	325861009
18012	PCodG	0.1492	326522580
21174	PCodG	0.0096	326678662
3480	PCodG	0.2906	326887570
4145	PCodG	0.0611	326922313
5668	PCodG	0.124	326972666
10295	PCodG	0.0191	327056024
3437	PCodG	0.0366	327102873
18434	PCodG	0.2472	327210341
6390	PCodG	0.0685	327256373
1568	PCodG	0.0012	327511512
18253	PCodG	0.1075	327674530
11506	PCodG	0.0343	327849745
4588	PCodG	0.0403	328020143
25411	PCodG	0.0139	328105380
24147	PCodG	0.1831	328154366
12851	PCodG	0.1108	328206554
16846	PCodG	0.0414	328821160
187	PCodG	0.0115	328821248
6071	PCodG	0.0651	328920134
17256	PCodG	0.032	328974007
11415	PCodG	0.0095	328974536
15788	PCodG	0.1852	328997876
9091	PCodG	0.1023	329148940
23977	PCodG	0.0263	329241950
6462	PCodG	0.36	329262217
14478	PCodG	0.0511	329262305
15242	PCodG	0.0184	329433861
11805	PCodG	0.2887	329497471
6312	PCodG	0.0032	330416493
167	PCodG	0.0058	330572524
9896	PCodG	0.8807	330690831
9819	PCodG	0.0389	331308025
12108	PCodG	0.093	331525713
404	PCodG	0.0441	331533842
14547	PCodG	0.0786	331898767
11774	PCodG	0.0305	331910174
24954	PCodG	0.0496	332033555
4031	PCodG	0.0307	332304130
2274	PCodG	0.1926	332339750
8252	PCodG	0.1416	332339838
12028	PCodG	0.0829	332361415
10029	PCodG	0.4068	332408415
7298	PCodG	0.0328	332408503
15595	PCodG	0.1263	332430747
22597	PCodG	0.038	332592381
23018	PCodG	0.3537	332609016
16187	PCodG	0.0621	332610831
3708	PCodG	0.9239	332646256
19324	PCodG	0.0029	332731289
16616	PCodG	0.0716	332731377
19069	PCodG	0.3577	332767156
7092	PCodG	0.0404	332965445
10872	PCodG	0.006	333937172
14365	PCodG	0.0332	334222409
8596	PCodG	0.4667	334222497
7605	PCodG	0.1192	334291646
13514	PCodG	0.1062	334305781
15145	PCodG	0.2371	334451861
14758	PCodG	0.0174	334543224
13318	PCodG	0.1895	334695369
9663	PCodG	0.0091	334774164
8943	PCodG	0.0362	334990181
4507	PCodG	0.1685	335678383
3062	PCodG	0.0041	335753541
1635	PCodG	0.0976	336187433
17428	PCodG	0.1289	336363410
24270	PCodG	0.0217	336383857
19608	PCodG	0.0969	336454303
24464	PCodG	0.0139	336554772
4643	PCodG	0.034	336667618
6823	PCodG	0.0274	336694084
15991	PCodG	0.0687	336694172
5052	PCodG	0.4153	336703642
11348	PCodG	0.0229	336828805
3929	PCodG	0.003	337183053
8426	PCodG	0.0405	337619738
15763	PCodG	0.3571	337645565
19626	PCodG	0.3166	337731914
7736	PCodG	0.0158	337743536
24135	PCodG	0.5365	338047372
10460	PCodG	0.9806	338077201
8902	PCodG	0.0185	338103612
2258	PCodG	0.3288	338210190
16752	PCodG	0.2406	338238315
4396	PCodG	0.0498	338409036
12055	PCodG	0.0841	338409124
11988	PCodG	0.0309	338901246
11325	PCodG	0.2696	339029535
22677	PCodG	0.0577	339091131
7833	PCodG	0.0458	339238802
9165	PCodG	0.3635	339508295
14990	PCodG	0.4296	339655210
7747	PCodG	0.1167	339737593
9738	PCodG	0.0163	339779212
13762	PCodG	0.0459	339781704
23445	PCodG	0.3505	339855090
11994	PCodG	0.2198	339855567
18558	PCodG	0.1523	340242079
17739	PCodG	0.109	340275207
8212	PCodG	0.0953	340384569
18599	PCodG	0.1207	340436204
16482	PCodG	0.0019	340549487
17586	PCodG	0.4436	340682220
10006	PCodG	0.4023	340687136
24597	PCodG	0.0135	341040407
23503	PCodG	0.5924	341082136
5475	PCodG	0.1287	341138781
10476	PCodG	0.1462	341150107
24402	PCodG	0.4587	341663379
18715	PCodG	0.0086	341671728
19170	PCodG	0.0204	341711405
1482	PCodG	0.0484	342082411
1053	PCodG	0.0086	342442523
1983	PCodG	0.1914	342473315
16650	PCodG	-0.0013	342810584
1306	PCodG	0.2906	342990736
17446	PCodG	0.1031	343066860
5741	PCodG	0.1034	343066948
10730	PCodG	0.6036	343303052
25378	PCodG	0.0249	343328362
15546	PCodG	0.3044	343523846
1571	PCodG	0.8747	343550820
6660	PCodG	0.7352	343907288
19683	PCodG	0.2127	344135578
11618	PCodG	0.0653	344160764
8130	PCodG	0.2193	344592286
367	PCodG	0.7796	344628694
364	PCodG	0.7666	344628782
24543	PCodG	0.0443	344682219
13702	PCodG	0.0742	344987259
12083	PCodG	0.7263	345006441
18337	PCodG	0.0144	345353458
9050	PCodG	0.0123	345604572
8086	PCodG	0.9869	345638629
4442	PCodG	0.01	345638717
1698	PCodG	0.0066	345686861
7957	PCodG	0.5294	345697987
21653	PCodG	0.2781	345701414
5845	PCodG	0.2466	345820079
14122	PCodG	0.013	346062000
13180	PCodG	0.308	346069368
24277	PCodG	0.0953	346099401
18591	PCodG	0.0494	346188866
10752	PCodG	0.0328	346215145
15218	PCodG	0.0236	346270975
20056	PCodG	0.0599	346454390
24867	PCodG	0.1327	346493177
18467	PCodG	0.0271	346866995
24267	PCodG	0.1162	346969216
8198	PCodG	0.0233	347255315
20593	PCodG	0.0139	347270176
4575	PCodG	0.0304	347270264
11119	PCodG	0.0106	347279151
23728	PCodG	0.1712	347469121
7183	PCodG	0.2771	347600494
4671	PCodG	0.715	347758231
24484	PCodG	0.147	347758319
7489	PCodG	0.05	347766720
9166	PCodG	0.5006	348082913
7301	PCodG	0.0423	348186332
705	PCodG	0.0574	348328385
5560	PCodG	0.0023	348395547
23374	PCodG	0.1132	348403142
21896	PCodG	0.0229	348505767
20198	PCodG	0.0061	348543115
10334	PCodG	0.25	348576009
11579	PCodG	0.0482	348755493
8241	PCodG	0.0032	348755580
16227	PCodG	0.079	348806319
1572	PCodG	0.0081	349083119
25063	PCodG	0.0237	349377046
16369	PCodG	0.1533	349410022
2826	PCodG	0.6424	349704668
8288	PCodG	0.0388	349740159
9845	PCodG	0.0762	349740779
7570	PCodG	0.0603	349760632
4227	PCodG	0.0615	349797343
966	PCodG	0.0163	349809424
17529	PCodG	0.006	349821379
25273	PCodG	0.2395	349831409
7775	PCodG	0.2855	349902576
23792	PCodG	0.7662	349967551
2824	PCodG	0.5185	350072796
14869	PCodG	0.0016	350120151
4664	PCodG	0.3362	350120239
18273	PCodG	0.0102	350143141
7803	PCodG	-2.00E-04	350143229
3132	PCodG	0.0153	350167955
17102	PCodG	0.0099	350534327
16005	PCodG	0.0425	350610113
2390	PCodG	0.2056	350870047
14889	PCodG	0.128	350932463
4522	PCodG	0.0999	351038299
17592	PCodG	0.0618	351042341
17182	PCodG	0.0208	351058216
10848	PCodG	0.2326	351106673
