locus	n.pairs	n.both.miss	n.b1.miss	n.b2.miss	n.both.genod	n.matched	n.mismatch.hom2hom	n.mismatch.het2hom	n.mismatch.hom2het
21357	50	2	8	0	40	8	0	32	0
21365	50	0	0	0	50	50	0	0	0
21367	50	50	0	0	0	0	0	0	0
21369	50	50	0	0	0	0	0	0	0
21379	50	11	0	6	33	33	0	0	0
2138	50	50	0	0	0	0	0	0	0
21380	50	4	0	1	45	45	0	0	0
21384	50	1	0	49	0	0	0	0	0
21391	50	6	43	0	1	0	0	1	0
21394	50	3	0	2	45	44	0	0	1
21395	50	5	45	0	0	0	0	0	0
21396	50	1	0	49	0	0	0	0	0
21405	50	0	0	1	49	46	0	0	3
21406	50	2	0	1	47	47	0	0	0
21410	50	0	1	1	48	47	0	0	1
21416	50	8	0	3	39	39	0	0	0
21420	50	0	0	3	47	47	0	0	0
21421	50	24	26	0	0	0	0	0	0
21424	50	50	0	0	0	0	0	0	0
21428	50	3	0	1	46	46	0	0	0
21429	50	15	35	0	0	0	0	0	0
21432	50	0	0	4	46	45	0	0	1
21440	50	1	0	3	46	46	0	0	0
21441	50	1	0	2	47	46	0	0	1
21445	50	9	0	4	37	37	0	0	0
21446	50	49	1	0	0	0	0	0	0
21449	50	11	0	8	31	31	0	0	0
2145	50	3	0	3	44	43	0	0	1
21453	50	3	1	1	45	43	0	0	2
21454	50	0	0	1	49	49	0	0	0
21455	50	13	0	6	31	30	0	0	1
21459	50	1	0	2	47	47	0	0	0
21462	50	8	0	8	34	1	33	0	0
21464	50	2	0	2	46	46	0	0	0
21467	50	10	0	4	36	35	0	0	1
21473	50	7	0	2	41	40	0	0	1
21475	50	2	0	3	45	45	0	0	0
21479	50	1	0	2	47	47	0	0	0
21480	50	5	0	3	42	40	0	0	2
21482	50	5	1	7	37	8	0	0	29
21486	50	1	0	3	46	46	0	0	0
21489	50	0	0	1	49	48	0	0	1
21490	50	50	0	0	0	0	0	0	0
21491	50	6	0	6	38	38	0	0	0
21493	50	14	0	4	32	32	0	0	0
21494	50	0	0	50	0	0	0	0	0
2150	50	5	0	0	45	44	0	0	1
21504	50	0	0	0	50	26	0	24	0
21507	50	1	0	6	43	42	0	0	1
21509	50	4	0	1	45	37	0	0	8
2151	50	0	0	3	47	47	0	0	0
21515	50	1	0	4	45	44	0	0	1
21516	50	1	0	4	45	45	0	0	0
21519	50	50	0	0	0	0	0	0	0
21523	50	6	0	0	44	44	0	0	0
21528	50	7	0	7	36	35	0	0	1
21537	50	0	0	0	50	47	0	0	3
21540	50	5	0	9	36	0	36	0	0
21548	50	50	0	0	0	0	0	0	0
21549	50	5	0	2	43	42	0	0	1
21564	50	6	0	3	41	41	0	0	0
21570	50	0	0	2	48	48	0	0	0
21571	50	50	0	0	0	0	0	0	0
21573	50	50	0	0	0	0	0	0	0
21574	50	50	0	0	0	0	0	0	0
21578	50	50	0	0	0	0	0	0	0
21584	50	0	0	0	50	46	0	0	4
21586	50	50	0	0	0	0	0	0	0
21587	50	1	0	4	45	45	0	0	0
21589	50	5	0	2	43	41	0	0	2
21591	50	2	0	3	45	45	0	0	0
21600	50	3	1	3	43	42	0	0	1
21605	50	50	0	0	0	0	0	0	0
21615	50	1	0	1	48	46	0	0	2
2162	50	0	0	50	0	0	0	0	0
21622	50	10	0	40	0	0	0	0	0
21623	50	1	0	1	48	6	16	25	1
2163	50	50	0	0	0	0	0	0	0
21630	50	11	0	37	2	1	0	0	1
2164	50	4	9	0	37	0	22	14	1
21641	50	50	0	0	0	0	0	0	0
21645	50	10	0	40	0	0	0	0	0
21646	50	1	0	2	47	45	0	0	2
21647	50	8	0	2	40	40	0	0	0
2165	50	1	0	1	48	48	0	0	0
21651	50	50	0	0	0	0	0	0	0
21652	50	8	0	3	39	39	0	0	0
21653	50	2	0	2	46	46	0	0	0
21657	50	21	0	2	27	27	0	0	0
2166	50	0	0	1	49	48	0	0	1
21661	50	1	0	1	48	46	0	0	2
21669	50	6	44	0	0	0	0	0	0
21672	50	50	0	0	0	0	0	0	0
21673	50	50	0	0	0	0	0	0	0
21674	50	6	6	5	33	26	0	7	0
21676	50	9	0	41	0	0	0	0	0
21685	50	0	0	8	42	42	0	0	0
21689	50	17	1	10	22	22	0	0	0
21692	50	0	0	1	49	48	0	0	1
21693	50	7	43	0	0	0	0	0	0
21694	50	49	0	1	0	0	0	0	0
217	50	3	0	0	47	46	0	0	1
21709	50	5	0	45	0	0	0	0	0
2171	50	0	0	2	48	48	0	0	0
21711	50	6	0	4	40	40	0	0	0
21713	50	8	0	2	40	40	0	0	0
21714	50	2	0	4	44	43	0	0	1
21718	50	0	0	0	50	50	0	0	0
21723	50	50	0	0	0	0	0	0	0
21724	50	6	0	12	32	32	0	0	0
2173	50	3	0	2	45	41	0	0	4
21731	50	2	0	8	40	40	0	0	0
21733	50	3	0	4	43	42	0	0	1
21734	50	3	47	0	0	0	0	0	0
21735	50	50	0	0	0	0	0	0	0
21738	50	1	0	1	48	46	0	0	2
21741	50	50	0	0	0	0	0	0	0
21745	50	2	0	3	45	45	0	0	0
21747	50	49	0	1	0	0	0	0	0
2175	50	2	0	1	47	47	0	0	0
21750	50	1	0	0	49	48	0	0	1
21752	50	0	0	3	47	45	0	0	2
21753	50	4	46	0	0	0	0	0	0
21764	50	4	0	7	39	0	34	5	0
21765	50	3	0	1	46	45	0	0	1
21768	50	0	0	50	0	0	0	0	0
21769	50	50	0	0	0	0	0	0	0
21771	50	0	0	1	49	47	0	0	2
21773	50	0	0	2	48	48	0	0	0
21776	50	4	0	2	44	44	0	0	0
21777	50	1	0	0	49	46	0	2	1
21784	50	1	0	4	45	45	0	0	0
21786	50	2	0	2	46	44	0	0	2
21790	50	1	0	1	48	48	0	0	0
21793	50	50	0	0	0	0	0	0	0
21796	50	50	0	0	0	0	0	0	0
218	50	0	0	2	48	48	0	0	0
2180	50	50	0	0	0	0	0	0	0
21804	50	4	0	3	43	42	0	0	1
21805	50	0	41	0	9	0	2	7	0
21809	50	2	0	3	45	45	0	0	0
21810	50	1	0	2	47	47	0	0	0
21813	50	4	0	3	43	1	40	1	1
21815	50	0	0	2	48	48	0	0	0
21816	50	7	0	2	41	41	0	0	0
21817	50	0	0	0	50	50	0	0	0
21818	50	50	0	0	0	0	0	0	0
21822	50	50	0	0	0	0	0	0	0
21826	50	49	0	1	0	0	0	0	0
21828	50	3	0	6	41	40	0	0	1
21830	50	4	0	2	44	43	0	0	1
21833	50	5	0	2	43	43	0	0	0
21834	50	0	0	50	0	0	0	0	0
21852	50	50	0	0	0	0	0	0	0
21856	50	50	0	0	0	0	0	0	0
21863	50	50	0	0	0	0	0	0	0
21867	50	3	0	3	44	43	0	0	1
21868	50	7	3	2	38	0	35	3	0
21869	50	2	0	3	45	45	0	0	0
21873	50	9	0	5	36	34	0	0	2
21874	50	1	0	49	0	0	0	0	0
21876	50	0	0	0	50	50	0	0	0
21878	50	4	0	2	44	43	0	0	1
21879	50	1	0	0	49	49	0	0	0
21880	50	3	0	47	0	0	0	0	0
21881	50	50	0	0	0	0	0	0	0
21882	50	0	0	50	0	0	0	0	0
21883	50	3	40	0	7	0	0	7	0
21884	50	0	1	3	46	44	0	0	2
21889	50	14	0	4	32	32	0	0	0
2189	50	2	0	4	44	44	0	0	0
21890	50	1	0	0	49	49	0	0	0
21891	50	0	0	2	48	47	0	0	1
21897	50	1	0	1	48	47	0	0	1
219	50	4	46	0	0	0	0	0	0
21900	50	16	0	5	29	29	0	0	0
2191	50	6	0	8	36	36	0	0	0
21912	50	0	0	1	49	48	0	0	1
21915	50	11	39	0	0	0	0	0	0
21916	50	11	0	8	31	31	0	0	0
21918	50	4	1	4	41	41	0	0	0
21921	50	1	49	0	0	0	0	0	0
21922	50	2	0	1	47	47	0	0	0
21929	50	0	0	2	48	47	0	0	1
21930	50	4	0	6	40	40	0	0	0
21933	50	2	0	3	45	45	0	0	0
21934	50	4	1	6	39	39	0	0	0
21936	50	3	0	3	44	44	0	0	0
21939	50	7	43	0	0	0	0	0	0
2194	50	1	0	1	48	48	0	0	0
21940	50	8	0	1	41	40	0	0	1
21941	50	50	0	0	0	0	0	0	0
21943	50	0	0	4	46	45	0	0	1
21947	50	50	0	0	0	0	0	0	0
21948	50	5	0	2	43	41	0	0	2
21949	50	8	0	4	38	38	0	0	0
21953	50	50	0	0	0	0	0	0	0
21957	50	2	0	6	42	40	0	0	2
21961	50	12	0	8	30	30	0	0	0
21966	50	2	0	5	43	43	0	0	0
21970	50	3	0	3	44	43	0	0	1
21978	50	2	3	41	4	0	4	0	0
21980	50	0	0	1	49	47	0	0	2
21983	50	0	0	0	50	50	0	0	0
21984	50	6	0	5	39	39	0	0	0
21986	50	50	0	0	0	0	0	0	0
21987	50	3	0	1	46	45	0	0	1
21988	50	1	0	49	0	0	0	0	0
21989	50	1	0	1	48	48	0	0	0
21992	50	0	0	1	49	49	0	0	0
21994	50	6	0	44	0	0	0	0	0
21996	50	50	0	0	0	0	0	0	0
22000	50	49	0	1	0	0	0	0	0
22001	50	50	0	0	0	0	0	0	0
22010	50	5	0	36	9	9	0	0	0
22012	50	2	4	1	43	30	0	12	1
22015	50	50	0	0	0	0	0	0	0
2202	50	3	0	4	43	42	0	0	1
22024	50	0	0	0	50	48	0	2	0
22026	50	3	0	0	47	47	0	0	0
22027	50	50	0	0	0	0	0	0	0
22028	50	7	0	1	42	42	0	0	0
22029	50	50	0	0	0	0	0	0	0
2203	50	6	0	44	0	0	0	0	0
22035	50	0	0	49	1	0	0	0	1
22038	50	1	0	3	46	45	0	0	1
22041	50	4	0	3	43	43	0	0	0
22043	50	4	46	0	0	0	0	0	0
22044	50	1	0	4	45	38	1	6	0
22045	50	50	0	0	0	0	0	0	0
22048	50	7	0	6	37	37	0	0	0
22050	50	8	0	3	39	39	0	0	0
22060	50	50	0	0	0	0	0	0	0
22062	50	3	0	3	44	44	0	0	0
22063	50	2	0	4	44	44	0	0	0
22067	50	1	0	1	48	48	0	0	0
22068	50	4	0	46	0	0	0	0	0
22074	50	0	0	1	49	49	0	0	0
22076	50	0	0	4	46	46	0	0	0
22083	50	0	0	0	50	50	0	0	0
22084	50	4	0	1	45	45	0	0	0
22091	50	5	0	5	40	39	0	0	1
22094	50	5	0	7	38	33	0	0	5
22099	50	10	22	0	18	6	0	12	0
2210	50	50	0	0	0	0	0	0	0
22103	50	4	0	3	43	43	0	0	0
22107	50	1	0	1	48	47	0	0	1
22110	50	12	0	4	34	33	0	0	1
22112	50	0	0	0	50	0	40	10	0
22114	50	0	0	2	48	48	0	0	0
22123	50	50	0	0	0	0	0	0	0
22133	50	12	0	16	22	22	0	0	0
22139	50	11	0	3	36	36	0	0	0
2214	50	1	0	0	49	47	0	0	2
22144	50	50	0	0	0	0	0	0	0
22156	50	7	2	3	38	38	0	0	0
22158	50	5	0	3	42	21	3	17	1
22161	50	3	0	4	43	42	0	0	1
22162	50	1	0	2	47	47	0	0	0
22163	50	50	0	0	0	0	0	0	0
22166	50	5	0	6	39	39	0	0	0
22167	50	0	0	1	49	49	0	0	0
2217	50	0	0	3	47	47	0	0	0
22178	50	3	0	2	45	43	0	0	2
22181	50	4	0	6	40	40	0	0	0
22183	50	10	0	4	36	36	0	0	0
22184	50	7	0	2	41	41	0	0	0
22188	50	0	0	0	50	49	0	0	1
22191	50	1	0	0	49	49	0	0	0
22193	50	1	0	2	47	46	0	0	1
22200	50	1	49	0	0	0	0	0	0
22201	50	1	0	47	2	0	0	0	2
22202	50	16	34	0	0	0	0	0	0
22207	50	1	0	3	46	45	0	0	1
2221	50	1	49	0	0	0	0	0	0
22210	50	1	0	3	46	46	0	0	0
22213	50	0	0	2	48	47	0	0	1
22216	50	13	0	37	0	0	0	0	0
22217	50	0	0	1	49	48	0	0	1
22220	50	50	0	0	0	0	0	0	0
2223	50	3	0	4	43	43	0	0	0
22239	50	13	0	3	34	34	0	0	0
22241	50	0	0	2	48	47	0	0	1
22242	50	0	0	1	49	46	0	0	3
22243	50	3	0	5	42	42	0	0	0
22244	50	3	0	2	45	45	0	0	0
22247	50	2	0	1	47	47	0	0	0
22248	50	10	38	0	2	2	0	0	0
22250	50	2	0	2	46	46	0	0	0
22251	50	1	0	0	49	48	0	0	1
22255	50	0	0	2	48	47	0	0	1
22261	50	1	0	1	48	48	0	0	0
22262	50	2	0	5	43	43	0	0	0
22268	50	4	0	3	43	43	0	0	0
22274	50	2	0	4	44	44	0	0	0
22275	50	9	0	3	38	38	0	0	0
22281	50	5	0	2	43	42	0	0	1
22282	50	0	0	6	44	2	17	25	0
22284	50	5	0	7	38	37	0	0	1
22285	50	1	39	1	9	0	0	9	0
22290	50	11	0	6	33	32	0	0	1
22293	50	0	0	0	50	50	0	0	0
22298	50	7	0	5	38	37	0	0	1
22299	50	3	0	2	45	44	0	0	1
223	50	11	0	4	35	35	0	0	0
22303	50	2	0	3	45	45	0	0	0
22304	50	0	0	0	50	36	0	0	14
22305	50	12	0	11	27	27	0	0	0
22307	50	5	0	1	44	44	0	0	0
2231	50	10	40	0	0	0	0	0	0
22315	50	0	0	0	50	50	0	0	0
22321	50	1	0	2	47	1	41	3	2
22324	50	3	0	47	0	0	0	0	0
22330	50	50	0	0	0	0	0	0	0
22331	50	5	0	2	43	43	0	0	0
22332	50	1	0	3	46	45	0	0	1
22335	50	50	0	0	0	0	0	0	0
22337	50	2	0	48	0	0	0	0	0
22338	50	3	0	3	44	38	0	5	1
22339	50	3	0	0	47	42	0	5	0
22340	50	50	0	0	0	0	0	0	0
22341	50	0	0	2	48	46	0	0	2
22342	50	0	0	50	0	0	0	0	0
22347	50	6	0	4	40	40	0	0	0
22350	50	0	1	0	49	49	0	0	0
22352	50	50	0	0	0	0	0	0	0
22353	50	3	0	0	47	47	0	0	0
22354	50	12	0	10	28	28	0	0	0
22355	50	0	5	1	44	0	25	19	0
22356	50	0	0	2	48	46	0	0	2
22357	50	5	0	2	43	42	0	0	1
22360	50	2	0	7	41	40	0	0	1
22361	50	5	0	7	38	38	0	0	0
22362	50	2	0	4	44	43	0	0	1
22364	50	5	0	45	0	0	0	0	0
22368	50	8	0	5	37	37	0	0	0
22375	50	0	0	0	50	50	0	0	0
22376	50	12	0	3	35	34	0	0	1
22377	50	3	0	3	44	44	0	0	0
22387	50	1	0	0	49	0	46	3	0
22388	50	1	0	1	48	48	0	0	0
22390	50	0	0	2	48	48	0	0	0
22391	50	7	0	0	43	43	0	0	0
22394	50	16	0	3	31	31	0	0	0
22396	50	2	0	4	44	43	0	0	1
2240	50	3	0	2	45	45	0	0	0
22403	50	50	0	0	0	0	0	0	0
22406	50	0	0	50	0	0	0	0	0
22407	50	3	0	4	43	41	0	0	2
2241	50	7	0	5	38	38	0	0	0
22419	50	8	0	42	0	0	0	0	0
22420	50	48	2	0	0	0	0	0	0
22421	50	7	0	43	0	0	0	0	0
22427	50	13	36	0	1	0	1	0	0
22431	50	50	0	0	0	0	0	0	0
22432	50	1	0	2	47	47	0	0	0
22433	50	11	0	6	33	33	0	0	0
22434	50	3	0	2	45	44	0	0	1
22435	50	0	0	1	49	47	0	0	2
22439	50	4	0	6	40	40	0	0	0
22440	50	0	0	2	48	0	48	0	0
22446	50	1	0	4	45	45	0	0	0
22447	50	7	0	5	38	38	0	0	0
22451	50	0	0	1	49	49	0	0	0
22460	50	0	0	2	48	46	0	0	2
22461	50	1	0	2	47	47	0	0	0
22462	50	1	0	1	48	48	0	0	0
22463	50	0	2	1	47	36	0	11	0
22467	50	3	0	47	0	0	0	0	0
22468	50	0	0	0	50	50	0	0	0
22469	50	2	1	1	46	46	0	0	0
22472	50	2	43	0	5	0	0	5	0
22474	50	0	0	2	48	48	0	0	0
22478	50	1	9	4	36	0	13	23	0
22480	50	3	0	1	46	44	0	0	2
22481	50	6	43	0	1	0	1	0	0
22484	50	1	1	0	48	48	0	0	0
2249	50	0	0	0	50	50	0	0	0
22490	50	2	0	0	48	46	0	0	2
22493	50	50	0	0	0	0	0	0	0
22494	50	1	0	1	48	47	0	0	1
22503	50	50	0	0	0	0	0	0	0
22512	50	2	8	0	40	20	0	20	0
22516	50	50	0	0	0	0	0	0	0
22518	50	50	0	0	0	0	0	0	0
22519	50	1	0	2	47	46	0	0	1
22520	50	8	0	42	0	0	0	0	0
22523	50	7	6	3	34	23	0	11	0
22527	50	2	1	1	46	46	0	0	0
22530	50	50	0	0	0	0	0	0	0
22531	50	1	1	2	46	46	0	0	0
22535	50	50	0	0	0	0	0	0	0
22537	50	2	48	0	0	0	0	0	0
22539	50	50	0	0	0	0	0	0	0
22542	50	3	1	4	42	14	7	21	0
22544	50	50	0	0	0	0	0	0	0
22545	50	0	0	1	49	47	0	0	2
2255	50	1	0	1	48	46	0	0	2
22552	50	4	0	46	0	0	0	0	0
22553	50	2	0	3	45	45	0	0	0
22560	50	50	0	0	0	0	0	0	0
22561	50	1	0	2	47	47	0	0	0
22562	50	2	0	4	44	44	0	0	0
22564	50	50	0	0	0	0	0	0	0
22565	50	1	0	49	0	0	0	0	0
22569	50	1	0	1	48	47	0	0	1
22571	50	3	0	47	0	0	0	0	0
22582	50	6	44	0	0	0	0	0	0
22584	50	50	0	0	0	0	0	0	0
22587	50	5	0	2	43	43	0	0	0
22592	50	5	45	0	0	0	0	0	0
22594	50	0	0	1	49	47	0	0	2
22596	50	11	34	0	5	1	0	4	0
22597	50	1	0	1	48	48	0	0	0
22601	50	10	32	0	8	3	0	5	0
22604	50	1	1	2	46	43	0	2	1
22605	50	14	0	7	29	29	0	0	0
22609	50	3	0	4	43	43	0	0	0
22615	50	0	0	1	49	3	28	18	0
22617	50	18	32	0	0	0	0	0	0
22619	50	6	0	2	42	42	0	0	0
2262	50	12	1	10	27	27	0	0	0
22622	50	50	0	0	0	0	0	0	0
22631	50	50	0	0	0	0	0	0	0
22634	50	50	0	0	0	0	0	0	0
22636	50	3	0	4	43	41	0	0	2
22639	50	4	0	5	41	35	0	0	6
22640	50	3	0	2	45	44	0	0	1
22643	50	1	0	0	49	48	0	0	1
22644	50	7	0	43	0	0	0	0	0
22646	50	1	0	1	48	48	0	0	0
22647	50	50	0	0	0	0	0	0	0
2265	50	10	0	1	39	39	0	0	0
22652	50	1	0	2	47	47	0	0	0
22653	50	12	0	38	0	0	0	0	0
22654	50	1	0	3	46	46	0	0	0
22658	50	8	0	4	38	33	0	0	5
22659	50	0	0	1	49	49	0	0	0
22663	50	0	0	0	50	49	0	0	1
22668	50	8	0	6	36	36	0	0	0
22669	50	50	0	0	0	0	0	0	0
22673	50	4	0	1	45	45	0	0	0
22674	50	50	0	0	0	0	0	0	0
22676	50	3	47	0	0	0	0	0	0
22683	50	3	0	2	45	45	0	0	0
22684	50	2	0	3	45	45	0	0	0
22689	50	6	0	2	42	41	0	0	1
22693	50	3	0	2	45	44	0	0	1
22696	50	6	0	2	42	1	37	4	0
22698	50	5	0	2	43	41	0	0	2
2270	50	3	1	0	46	46	0	0	0
22700	50	3	0	0	47	46	0	0	1
22704	50	50	0	0	0	0	0	0	0
22707	50	1	0	0	49	49	0	0	0
22709	50	0	0	0	50	49	0	0	1
22713	50	5	1	5	39	38	0	0	1
22715	50	13	0	5	32	32	0	0	0
22717	50	1	0	6	43	43	0	0	0
22721	50	12	0	7	31	28	0	0	3
22727	50	13	0	1	36	35	0	0	1
22730	50	3	0	3	44	44	0	0	0
22733	50	4	0	2	44	0	42	0	2
22744	50	7	0	43	0	0	0	0	0
2275	50	0	0	2	48	48	0	0	0
22754	50	0	0	1	49	46	0	0	3
22756	50	6	0	2	42	42	0	0	0
22758	50	48	1	1	0	0	0	0	0
22762	50	1	0	1	48	48	0	0	0
22764	50	14	17	1	18	2	0	16	0
22768	50	2	48	0	0	0	0	0	0
22769	50	1	1	0	48	48	0	0	0
2277	50	3	0	1	46	46	0	0	0
22770	50	4	0	7	39	0	39	0	0
22776	50	0	0	49	1	1	0	0	0
22784	50	0	0	2	48	48	0	0	0
2279	50	1	0	4	45	44	0	0	1
22791	50	50	0	0	0	0	0	0	0
22792	50	4	1	1	44	39	0	5	0
22793	50	0	1	3	46	46	0	0	0
22795	50	6	0	44	0	0	0	0	0
22798	50	0	0	1	49	49	0	0	0
22800	50	1	0	1	48	47	0	0	1
22807	50	6	1	0	43	43	0	0	0
2281	50	3	0	3	44	44	0	0	0
22810	50	1	0	3	46	43	0	0	3
22811	50	3	0	1	46	46	0	0	0
22812	50	0	0	3	47	0	47	0	0
22815	50	0	0	0	50	50	0	0	0
22816	50	0	50	0	0	0	0	0	0
22817	50	0	0	0	50	49	0	0	1
22819	50	50	0	0	0	0	0	0	0
22822	50	3	31	0	16	1	0	15	0
22835	50	4	46	0	0	0	0	0	0
22836	50	50	0	0	0	0	0	0	0
22838	50	2	48	0	0	0	0	0	0
22840	50	1	0	1	48	47	0	0	1
22842	50	1	1	2	46	46	0	0	0
22845	50	5	0	3	42	42	0	0	0
22846	50	13	10	3	24	0	18	6	0
22850	50	50	0	0	0	0	0	0	0
22857	50	50	0	0	0	0	0	0	0
2286	50	0	0	2	48	48	0	0	0
22863	50	1	0	2	47	47	0	0	0
22866	50	1	0	5	44	0	38	0	6
22867	50	3	0	0	47	43	0	0	4
22869	50	50	0	0	0	0	0	0	0
22873	50	18	0	9	23	23	0	0	0
22876	50	14	0	8	28	1	26	0	1
22877	50	9	0	3	38	38	0	0	0
2288	50	19	31	0	0	0	0	0	0
22895	50	0	0	1	49	49	0	0	0
22896	50	1	0	1	48	48	0	0	0
22899	50	0	0	0	50	0	50	0	0
22900	50	1	0	1	48	48	0	0	0
22903	50	50	0	0	0	0	0	0	0
22905	50	2	0	2	46	46	0	0	0
22907	50	1	0	1	48	48	0	0	0
22908	50	50	0	0	0	0	0	0	0
22910	50	5	45	0	0	0	0	0	0
22911	50	0	0	0	50	50	0	0	0
22917	50	2	0	2	46	46	0	0	0
22920	50	50	0	0	0	0	0	0	0
22922	50	4	0	3	43	41	0	0	2
22926	50	50	0	0	0	0	0	0	0
22928	50	2	0	3	45	0	33	11	1
22937	50	11	7	2	30	0	23	7	0
22945	50	10	0	6	34	34	0	0	0
22950	50	13	0	4	33	33	0	0	0
22952	50	1	0	4	45	45	0	0	0
22953	50	0	0	2	48	47	0	0	1
22955	50	4	0	3	43	43	0	0	0
22956	50	9	0	3	38	38	0	0	0
22963	50	0	0	1	49	49	0	0	0
22964	50	1	0	49	0	0	0	0	0
22967	50	0	0	4	46	25	4	17	0
22973	50	2	0	2	46	44	0	0	2
22976	50	4	0	46	0	0	0	0	0
22979	50	2	0	3	45	45	0	0	0
22989	50	1	0	3	46	45	0	0	1
22990	50	50	0	0	0	0	0	0	0
22991	50	50	0	0	0	0	0	0	0
22994	50	6	0	2	42	42	0	0	0
230	50	2	0	5	43	43	0	0	0
23000	50	11	0	5	34	32	0	0	2
23001	50	11	0	3	36	35	0	0	1
23003	50	0	49	0	1	0	0	1	0
23005	50	50	0	0	0	0	0	0	0
23006	50	1	0	49	0	0	0	0	0
23009	50	0	0	0	50	50	0	0	0
23013	50	1	0	0	49	1	47	1	0
23018	50	50	0	0	0	0	0	0	0
23021	50	1	0	2	47	46	0	0	1
23030	50	3	0	4	43	43	0	0	0
23037	50	1	0	3	46	46	0	0	0
23045	50	0	0	3	47	47	0	0	0
23048	50	0	0	2	48	48	0	0	0
23054	50	50	0	0	0	0	0	0	0
23057	50	1	0	2	47	46	0	0	1
2306	50	4	0	2	44	44	0	0	0
23066	50	50	0	0	0	0	0	0	0
23077	50	5	0	3	42	42	0	0	0
23083	50	3	0	1	46	46	0	0	0
23088	50	50	0	0	0	0	0	0	0
23091	50	0	1	0	49	49	0	0	0
23095	50	50	0	0	0	0	0	0	0
23096	50	17	0	15	18	18	0	0	0
23099	50	5	0	8	37	37	0	0	0
23100	50	50	0	0	0	0	0	0	0
23104	50	3	46	0	1	0	1	0	0
23108	50	1	1	6	42	42	0	0	0
23119	50	3	0	2	45	43	0	0	2
23127	50	5	0	3	42	40	0	0	2
2313	50	4	0	5	41	41	0	0	0
23132	50	1	0	7	42	39	1	1	1
23133	50	4	0	2	44	43	0	0	1
23135	50	1	49	0	0	0	0	0	0
23140	50	50	0	0	0	0	0	0	0
23141	50	3	0	3	44	44	0	0	0
23144	50	3	0	3	44	42	0	0	2
23146	50	1	0	3	46	0	46	0	0
23147	50	50	0	0	0	0	0	0	0
23149	50	3	0	3	44	44	0	0	0
2315	50	7	0	5	38	38	0	0	0
23155	50	12	35	1	2	0	0	2	0
23161	50	50	0	0	0	0	0	0	0
23163	50	0	0	0	50	50	0	0	0
23164	50	2	0	3	45	45	0	0	0
23167	50	1	1	2	46	45	0	0	1
23169	50	2	0	0	48	48	0	0	0
2317	50	4	0	46	0	0	0	0	0
23171	50	1	1	3	45	44	0	0	1
23183	50	1	0	0	49	46	0	0	3
23185	50	2	0	4	44	42	0	0	2
23188	50	6	0	1	43	41	0	0	2
23189	50	15	0	8	27	0	24	2	1
23192	50	0	0	2	48	46	0	0	2
23194	50	1	0	2	47	47	0	0	0
23195	50	2	0	0	48	47	0	0	1
2320	50	3	0	1	46	45	0	0	1
23207	50	2	0	2	46	45	0	0	1
2321	50	9	0	3	38	37	0	0	1
23210	50	50	0	0	0	0	0	0	0
23212	50	7	1	2	40	40	0	0	0
2322	50	50	0	0	0	0	0	0	0
23223	50	50	0	0	0	0	0	0	0
23226	50	12	0	2	36	35	0	0	1
23227	50	1	0	3	46	44	0	0	2
23228	50	0	0	1	49	49	0	0	0
23229	50	50	0	0	0	0	0	0	0
2323	50	1	0	2	47	47	0	0	0
23234	50	2	0	48	0	0	0	0	0
23247	50	12	0	5	33	33	0	0	0
23248	50	50	0	0	0	0	0	0	0
23249	50	2	0	3	45	45	0	0	0
2325	50	1	0	1	48	48	0	0	0
23250	50	7	0	8	35	35	0	0	0
23254	50	0	0	0	50	50	0	0	0
23255	50	10	40	0	0	0	0	0	0
23258	50	3	1	1	45	45	0	0	0
23268	50	2	0	1	47	47	0	0	0
23272	50	0	1	0	49	0	39	10	0
23275	50	2	0	3	45	45	0	0	0
23277	50	8	0	7	35	35	0	0	0
23279	50	6	42	0	2	0	0	2	0
23285	50	4	0	1	45	45	0	0	0
23286	50	5	0	4	41	39	0	0	2
23294	50	2	0	3	45	42	0	0	3
23300	50	1	0	0	49	49	0	0	0
23301	50	0	0	2	48	46	0	0	2
23305	50	2	0	4	44	43	0	0	1
23306	50	2	0	1	47	47	0	0	0
23307	50	9	0	11	30	30	0	0	0
23309	50	6	0	2	42	41	0	0	1
23310	50	1	0	0	49	47	0	0	2
23311	50	50	0	0	0	0	0	0	0
23312	50	2	0	4	44	44	0	0	0
23314	50	6	0	2	42	42	0	0	0
23316	50	6	0	2	42	42	0	0	0
2333	50	1	0	1	48	45	0	0	3
23336	50	1	0	49	0	0	0	0	0
23337	50	4	0	4	42	41	0	0	1
23338	50	50	0	0	0	0	0	0	0
23340	50	50	0	0	0	0	0	0	0
23343	50	1	0	1	48	48	0	0	0
23344	50	50	0	0	0	0	0	0	0
23345	50	49	0	1	0	0	0	0	0
23346	50	4	0	3	43	41	0	0	2
2335	50	4	0	3	43	43	0	0	0
23350	50	8	0	11	31	31	0	0	0
23353	50	0	0	1	49	49	0	0	0
2336	50	2	0	1	47	46	0	0	1
23366	50	24	8	0	18	0	12	6	0
2337	50	0	0	2	48	47	0	0	1
23374	50	5	0	45	0	0	0	0	0
23377	50	50	0	0	0	0	0	0	0
23378	50	2	0	48	0	0	0	0	0
23382	50	9	0	3	38	38	0	0	0
23383	50	5	0	3	42	42	0	0	0
23384	50	2	0	5	43	42	0	0	1
23387	50	11	0	39	0	0	0	0	0
23396	50	0	0	0	50	48	0	0	2
23400	50	50	0	0	0	0	0	0	0
23403	50	5	2	1	42	42	0	0	0
