Locus	LG	Position
25102	LG16	8142105
25103	LG17	9311094
25121	LG15	4349410
25122	LG22	9982884
25129	LG17	588319
25138	LG15	17684197
25151	LG04	33904455
25162	LG22	10693061
25164	LG03	21493309
25187	LG18	16918929
25199	LG15	25487648
25208	LG19	8213158
25211	LG06	6700502
25225	LG11	8123880
25240	LG14	12018326
25241	LG12	13367902
25244	LG23	7799122
25250	LG10	4629105
25252	LG16	18107414
25269	LG09	3155786
25273	LG13	18720674
25277	LG08	15781964
25286	LG20	21677336
25298	LG20	11716998
25373	LG14	23407876
25475	LG11	5805818
