Locus	LG	Position	C.Position
20525	LG16	8921702	421604063
20551	LG16	27618250	440300611
20681	LG16	18531270	431213631
20706	LG16	5823127	418505488
20959	LG16	28528644	441211005
21250	LG16	17738356	430420717
21376	LG16	18669407	431351768
21633	LG16	3885750	416568111
22286	LG16	10185157	422867518
22295	LG16	4288722	416971083
22331	LG16	3984059	416666420
22719	LG16	26563582	439245943
22943	LG16	3029380	415711741
23099	LG16	9663803	422346164
23222	LG16	15692483	428374844
23482	LG16	29902337	442584698
23511	LG16	4694470	417376831
23633	LG16	11778376	424460737
23724	LG16	12539489	425221850
24025	LG16	28685001	441367362
24219	LG16	8745678	421428039
24841	LG16	2273141	414955502
25102	LG16	8142105	420824466
25252	LG16	18107414	430789775
228	LG17	14007228	457782832
376	LG17	491060	444266664
377	LG17	4388510	448164114
730	LG17	10130879	453906483
2082	LG17	8854605	452630209
2353	LG17	4205312	447980916
2648	LG17	5506104	449281708
2957	LG17	6461625	450237229
3547	LG17	4126590	447902194
3680	LG17	8605809	452381413
3939	LG17	12450113	456225717
4097	LG17	16950745	460726349
4635	LG17	11899941	455675545
5973	LG17	6461537	450237141
6667	LG17	15304044	459079648
7656	LG17	7872499	451648103
7869	LG17	10688746	454464350
8769	LG17	9185034	452960638
8827	LG17	4130127	447905731
9190	LG17	6640394	450415998
9455	LG17	15511310	459286914
9590	LG17	14394793	458170397
9833	LG17	10130791	453906395
9922	LG17	1142573	444918177
10560	LG17	11340830	455116434
11337	LG17	15326186	459101790
11574	LG17	10579200	454354804
11964	LG17	15924327	459699931
12979	LG17	11969763	455745367
13196	LG17	9348149	453123753
14130	LG17	8854517	452630121
14714	LG17	14503970	458279574
14740	LG17	10865346	454640950
14782	LG17	4393532	448169136
14930	LG17	6469854	450245458
15887	LG17	6752963	450528567
16549	LG17	3102403	446878007
16655	LG17	17473806	461249410
16880	LG17	18049624	461825228
17325	LG17	6195355	449970959
17436	LG17	7310136	451085740
17643	LG17	10830571	454606175
17685	LG17	14162786	457938390
18232	LG17	12103329	455878933
18312	LG17	4416937	448192541
18347	LG17	7722689	451498293
18594	LG17	17024401	460800005
18698	LG17	2748516	446524120
19428	LG17	12580317	456355921
19725	LG17	11204349	454979953
19772	LG17	4161952	447937556
21370	LG17	2257137	446032741
21557	LG17	8377567	452153171
21788	LG17	14129644	457905248
22084	LG17	10466061	454241665
22323	LG17	16498976	460274580
22868	LG17	7022931	450798535
22914	LG17	7614233	451389837
23122	LG17	3626254	447401858
23180	LG17	10475862	454251466
23493	LG17	16135309	459910913
23933	LG17	2257049	446032653
24725	LG17	11946303	455721907
24774	LG17	7625576	451401180
25103	LG17	9311094	453086698
25129	LG17	588319	444363923
1020	LG18	17770636	480695447
1205	LG18	2123484	465048295
1540	LG18	6276298	469201109
1660	LG18	7683702	470608513
1729	LG18	16054673	478979484
1888	LG18	5106646	468031457
2380	LG18	1854131	464778942
2610	LG18	16146811	479071622
2692	LG18	8569994	471494805
3120	LG18	1987451	464912262
3152	LG18	16449395	479374206
3460	LG18	6528272	469453083
3554	LG18	16220209	479145020
4176	LG18	20408482	483333293
4233	LG18	16271893	479196704
4495	LG18	14023647	476948458
4508	LG18	14305873	477230684
4762	LG18	16659770	479584581
4892	LG18	6589478	469514289
4932	LG18	3128529	466053340
5204	LG18	2367161	465291972
5501	LG18	14588802	477513613
6065	LG18	22189991	485114802
6187	LG18	4274680	467199491
6230	LG18	7614232	470539043
6649	LG18	13687553	476612364
6675	LG18	13914452	476839263
6837	LG18	15711767	478636578
6886	LG18	10393365	473318176
8606	LG18	18859511	481784322
9210	LG18	5958819	468883630
9260	LG18	18899213	481824024
9514	LG18	10685719	473610530
9812	LG18	1096221	464021032
10001	LG18	14361526	477286337
10151	LG18	11939298	474864109
10214	LG18	19330293	482255104
10440	LG18	9448091	472372902
10581	LG18	8738909	471663720
10595	LG18	19191660	482116471
10760	LG18	19613888	482538699
10921	LG18	12320425	475245236
11072	LG18	1753151	464677962
11113	LG18	8305419	471230230
11422	LG18	13594708	476519519
11454	LG18	7277678	470202489
11951	LG18	22543425	485468236
11963	LG18	17646673	480571484
12322	LG18	3184470	466109281
12550	LG18	3774016	466698827
12705	LG18	9156806	472081617
12913	LG18	7113617	470038428
13304	LG18	2998800	465923611
13338	LG18	20235757	483160568
13505	LG18	7040279	469965090
13521	LG18	3780258	466705069
13603	LG18	21802273	484727084
13948	LG18	21570622	484495433
14174	LG18	22110953	485035764
14641	LG18	20610762	483535573
14765	LG18	17770724	480695535
14792	LG18	3757273	466682084
14909	LG18	19225818	482150629
14968	LG18	11175149	474099960
14997	LG18	7269364	470194175
15136	LG18	15404441	478329252
15185	LG18	18731251	481656062
15207	LG18	19412597	482337408
15323	LG18	1928483	464853294
15470	LG18	14915792	477840603
15571	LG18	1896621	464821432
15680	LG18	16785048	479709859
16548	LG18	8484982	471409793
16931	LG18	19293340	482218151
17002	LG18	16070330	478995141
17307	LG18	7614320	470539131
17624	LG18	12170837	475095648
17837	LG18	13681410	476606221
17923	LG18	20853640	483778451
18094	LG18	13222722	476147533
18115	LG18	20123093	483047904
18523	LG18	5958731	468883542
18579	LG18	14957201	477882012
18685	LG18	7683614	470608425
18765	LG18	19005461	481930272
19141	LG18	8738997	471663808
19181	LG18	18862777	481787588
19545	LG18	17910627	480835438
20191	LG18	14173788	477098599
20321	LG18	8985599	471910410
20385	LG18	7040191	469965002
20500	LG18	6322989	469247800
20928	LG18	12055207	474980018
20997	LG18	17575333	480500144
21907	LG18	13803198	476728009
22348	LG18	4567412	467492223
22690	LG18	8787872	471712683
23095	LG18	17155554	480080365
23347	LG18	13982683	476907494
23494	LG18	19645350	482570161
23661	LG18	13861240	476786051
23727	LG18	6540727	469465538
24239	LG18	2126902	465051713
24407	LG18	21802361	484727172
24698	LG18	19941705	482866516
24823	LG18	2035672	464960483
25046	LG18	7796759	470721570
25187	LG18	16918929	479843740
422	LG19	2645644	488124710
694	LG19	13093143	498572209
758	LG19	20490949	505970015
768	LG19	7893544	493372610
888	LG19	5854828	491333894
1140	LG19	4503553	489982619
1746	LG19	1670149	487149215
1900	LG19	6567379	492046445
2038	LG19	9585216	495064282
2173	LG19	3501840	488980906
2431	LG19	15102389	500581455
2709	LG19	18872684	504351750
3061	LG19	12728793	498207859
3218	LG19	7876975	493356041
3946	LG19	20490861	505969927
3998	LG19	3481765	488960831
4187	LG19	14116914	499595980
4464	LG19	4571999	490051065
4536	LG19	13287200	498766266
4661	LG19	14510561	499989627
5467	LG19	9386218	494865284
5995	LG19	15587543	501066609
6248	LG19	16037056	501516122
6375	LG19	11997231	497476297
6408	LG19	14198859	499677925
6443	LG19	20268119	505747185
6822	LG19	1605268	487084334
6824	LG19	3058303	488537369
6899	LG19	11783148	497262214
6960	LG19	20652306	506131372
6962	LG19	17900522	503379588
7002	LG19	17418336	502897402
7335	LG19	13457677	498936743
7421	LG19	3097487	488576553
8150	LG19	9468457	494947523
8747	LG19	10319156	495798222
9140	LG19	5351389	490830455
9168	LG19	9468369	494947435
9331	LG19	4094309	489573375
9733	LG19	14349424	499828490
10199	LG19	20452984	505932050
10620	LG19	1053140	486532206
11575	LG19	11834337	497313403
11686	LG19	20003266	505482332
12068	LG19	9420848	494899914
12294	LG19	4553077	490032143
12541	LG19	15079031	500558097
13021	LG19	10863529	496342595
13240	LG19	13057425	498536491
13501	LG19	2930535	488409601
13634	LG19	4341430	489820496
13727	LG19	14280623	499759689
13773	LG19	17987535	503466601
13783	LG19	9770000	495249066
13856	LG19	8072076	493551142
13892	LG19	16044478	501523544
14371	LG19	2649246	488128312
14475	LG19	12036721	497515787
14550	LG19	5644780	491123846
14783	LG19	19801598	505280664
14965	LG19	19086752	504565818
14975	LG19	11994410	497473476
15598	LG19	16515016	501994082
15746	LG19	189341	485668407
15805	LG19	7169435	492648501
16047	LG19	4033041	489512107
16560	LG19	5063117	490542183
16905	LG19	1989696	487468762
17070	LG19	11077729	496556795
17128	LG19	19855741	505334807
17552	LG19	178221	485657287
18134	LG19	17667074	503146140
18139	LG19	11287547	496766613
18741	LG19	8595624	494074690
18804	LG19	19636844	505115910
19235	LG19	1397333	486876399
19241	LG19	10009059	495488125
19269	LG19	12258877	497737943
19293	LG19	16355956	501835022
19679	LG19	12150283	497629349
19854	LG19	14775984	500255050
20219	LG19	16400424	501879490
20514	LG19	5790343	491269409
21263	LG19	16627080	502106146
21275	LG19	3518134	488997200
21317	LG19	18962587	504441653
21826	LG19	19574950	505054016
22621	LG19	11606651	497085717
22830	LG19	3310600	488789666
23024	LG19	12298523	497777589
23372	LG19	18846216	504325282
23858	LG19	12740514	498219580
24563	LG19	14761731	500240797
24578	LG19	13611823	499090889
24891	LG19	2930447	488409513
24924	LG19	19772698	505251764
24955	LG19	9644125	495123191
25060	LG19	6221949	491701015
25065	LG19	9758371	495237437
25208	LG19	8213158	493692224
286	LG20	11091047	517746373
594	LG20	21987431	528642757
786	LG20	10305701	516961027
912	LG20	3385491	510040817
1000	LG20	21700794	528356120
1092	LG20	20701546	527356872
1229	LG20	13703518	520358844
1285	LG20	6673367	513328693
1323	LG20	6539707	513195033
1926	LG20	20827715	527483041
2417	LG20	14555094	521210420
2741	LG20	10570432	517225758
2766	LG20	18502891	525158217
2880	LG20	8455705	515111031
3019	LG20	9261701	515917027
3023	LG20	23059969	529715295
3138	LG20	13442555	520097881
3169	LG20	18878173	525533499
3900	LG20	4903898	511559224
4009	LG20	21155983	527811309
4072	LG20	18962693	525618019
4172	LG20	5165816	511821142
4499	LG20	2829965	509485291
4766	LG20	21148698	527804024
5148	LG20	19627680	526283006
5230	LG20	9261613	515916939
5289	LG20	16846376	523501702
5397	LG20	13225715	519881041
5562	LG20	3274663	509929989
5757	LG20	5687112	512342438
6026	LG20	22696754	529352080
6029	LG20	2897455	509552781
6576	LG20	11159306	517814632
6947	LG20	16306049	522961375
7127	LG20	22112286	528767612
7655	LG20	19740349	526395675
7874	LG20	20332243	526987569
8440	LG20	15925375	522580701
8506	LG20	6963656	513618982
8642	LG20	22696666	529351992
8679	LG20	8303041	514958367
8919	LG20	15956877	522612203
9085	LG20	18816719	525472045
9131	LG20	2330881	508986207
9218	LG20	23516462	530171788
9822	LG20	6455582	513110908
9855	LG20	8445572	515100898
9970	LG20	21800201	528455527
10257	LG20	5865254	512520580
10530	LG20	5796135	512451461
10568	LG20	21700706	528356032
10732	LG20	10708777	517364103
10753	LG20	8899266	515554592
10836	LG20	17324031	523979357
11146	LG20	10708865	517364191
11262	LG20	3439675	510095001
11609	LG20	677054	507332380
11710	LG20	1235400	507890726
11889	LG20	23418653	530073979
12213	LG20	6716434	513371760
12277	LG20	4368395	511023721
12279	LG20	22345154	529000480
12320	LG20	9208037	515863363
12332	LG20	3304957	509960283
12463	LG20	855117	507510443
12895	LG20	1297463	507952789
13342	LG20	17827932	524483258
13412	LG20	17416654	524071980
13969	LG20	8795426	515450752
14059	LG20	11201299	517856625
14311	LG20	15345806	522001132
14882	LG20	20099646	526754972
14923	LG20	6342525	512997851
15293	LG20	22046387	528701713
15531	LG20	13226742	519882068
15614	LG20	15153259	521808585
15667	LG20	23656667	530311993
15670	LG20	10321258	516976584
15808	LG20	6786084	513441410
15846	LG20	22418886	529074212
16690	LG20	19503177	526158503
16908	LG20	11658627	518313953
17025	LG20	13368655	520023981
17522	LG20	894030	507549356
17859	LG20	16006653	522661979
17994	LG20	5179074	511834400
18142	LG20	19914321	526569647
18218	LG20	22478003	529133329
18336	LG20	9658687	516314013
18641	LG20	6528477	513183803
18642	LG20	5533118	512188444
18770	LG20	17297175	523952501
19066	LG20	3439763	510095089
19103	LG20	20701458	527356784
19294	LG20	11627795	518283121
19731	LG20	1842228	508497554
19758	LG20	13703430	520358756
20239	LG20	19669429	526324755
20309	LG20	18324743	524980069
21100	LG20	15135577	521790903
21119	LG20	6179252	512834578
21353	LG20	23635832	530291158
21748	LG20	20065316	526720642
21762	LG20	8139735	514795061
22253	LG20	2992034	509647360
22284	LG20	406647	507061973
22336	LG20	12477427	519132753
22409	LG20	5968841	512624167
22423	LG20	19010849	525666175
22941	LG20	4347686	511003012
22984	LG20	18502803	525158129
23026	LG20	5077173	511732499
23520	LG20	19109947	525765273
23575	LG20	5716729	512372055
23891	LG20	2777879	509433205
23920	LG20	4206449	510861775
24158	LG20	1953008	508608334
24691	LG20	8312312	514967638
25286	LG20	21677336	528332662
25298	LG20	11716998	518372324
3	LG21	18027708	548832167
16	LG21	7743712	538548171
700	LG21	9085847	539890306
746	LG21	18110489	548914948
992	LG21	3580050	534384509
1503	LG21	15279223	546083682
1933	LG21	12444588	543249047
2135	LG21	10135760	540940219
2510	LG21	6942075	537746534
2601	LG21	19584532	550388991
2657	LG21	19529261	550333720
2677	LG21	9477851	540282310
3000	LG21	7459198	538263657
3043	LG21	21161935	551966394
3298	LG21	12713994	543518453
3303	LG21	6035264	536839723
3501	LG21	12112127	542916586
3622	LG21	18382081	549186540
3797	LG21	5722754	536527213
3855	LG21	19913962	550718421
4036	LG21	15316907	546121366
4207	LG21	9732870	540537329
4303	LG21	7282029	538086488
4506	LG21	10071322	540875781
4541	LG21	3250882	534055341
4570	LG21	5426321	536230780
4976	LG21	5373211	536177670
5169	LG21	12135222	542939681
5852	LG21	9767957	540572416
5923	LG21	20491767	551296226
6028	LG21	10135672	540940131
6085	LG21	15957906	546762365
6314	LG21	17634614	548439073
6560	LG21	8656873	539461332
6721	LG21	14929531	545733990
6988	LG21	6125777	536930236
7009	LG21	3588670	534393129
7641	LG21	14345110	545149569
8471	LG21	4831712	535636171
8514	LG21	5112341	535916800
8831	LG21	12302764	543107223
8840	LG21	7607298	538411757
8867	LG21	20949290	551753749
9079	LG21	5024714	535829173
9323	LG21	22259790	553064249
9865	LG21	10935303	541739762
9964	LG21	10996710	541801169
10226	LG21	6811994	537616453
10552	LG21	7506255	538310714
10953	LG21	14345198	545149657
11351	LG21	9828239	540632698
11443	LG21	5151457	535955916
12845	LG21	6609604	537414063
13218	LG21	21326887	552131346
13574	LG21	21915733	552720192
13834	LG21	3843338	534647797
14221	LG21	20827935	551632394
14741	LG21	6153416	536957875
15039	LG21	7743800	538548259
15306	LG21	5307455	536111914
15437	LG21	18560515	549364974
15527	LG21	9637925	540442384
15610	LG21	7275660	538080119
15699	LG21	20801013	551605472
15848	LG21	10529889	541334348
16858	LG21	330607	531135066
16963	LG21	7542984	538347443
17192	LG21	6931837	537736296
17254	LG21	9839979	540644438
17350	LG21	5322647	536127106
17578	LG21	19954312	550758771
18464	LG21	21960064	552764523
18471	LG21	9085935	539890394
18476	LG21	11674406	542478865
19022	LG21	9959989	540764448
19339	LG21	1354706	532159165
19356	LG21	14642869	545447328
19515	LG21	5363018	536167477
19650	LG21	20367923	551172382
19666	LG21	20790620	551595079
19816	LG21	4227074	535031533
20532	LG21	5502111	536306570
20688	LG21	15905567	546710026
20795	LG21	3588758	534393217
21152	LG21	19559785	550364244
21285	LG21	20391581	551196040
21381	LG21	19991170	550795629
21559	LG21	9696329	540500788
21803	LG21	9666335	540470794
21833	LG21	20406551	551211010
22812	LG21	3882469	534686928
23579	LG21	19929616	550734075
23613	LG21	19382634	550187093
24031	LG21	20491855	551296314
24309	LG21	9666423	540470882
24433	LG21	13109523	543913982
24454	LG21	6228229	537032688
24471	LG21	6153504	536957963
24501	LG21	11113855	541918314
24510	LG21	7237527	538041986
24977	LG21	11965510	542769969
24980	LG21	14333627	545138086
24994	LG21	12031059	542835518
25094	LG21	16089239	546893698
160	LG22	2265503	555580266
647	LG22	19872092	573186855
1739	LG22	11675953	564990716
1889	LG22	17138763	570453526
1993	LG22	4713272	558028035
2391	LG22	8287783	561602546
2536	LG22	12387202	565701965
2718	LG22	16526905	569841668
2762	LG22	122447	553437210
3556	LG22	6234215	559548978
4039	LG22	9367737	562682500
4174	LG22	9047081	562361844
4280	LG22	357359	553672122
4404	LG22	7532382	560847145
4759	LG22	19809786	573124549
5030	LG22	15046804	568361567
5056	LG22	7159596	560474359
5273	LG22	4266854	557581617
5387	LG22	10727070	564041833
5516	LG22	5381422	558696185
5891	LG22	6395073	559709836
6222	LG22	10346143	563660906
6306	LG22	5816842	559131605
6318	LG22	4155074	557469837
6455	LG22	15046716	568361479
6566	LG22	4033916	557348679
6913	LG22	19647984	572962747
6983	LG22	10201369	563516132
7945	LG22	16800409	570115172
8056	LG22	15240992	568555755
8289	LG22	20459822	573774585
8484	LG22	19029332	572344095
9211	LG22	11875758	565190521
9275	LG22	20046047	573360810
9631	LG22	7464301	560779064
9993	LG22	7888634	561203397
11147	LG22	1861078	555175841
11537	LG22	19413456	572728219
12937	LG22	19236552	572551315
13379	LG22	21235782	574550545
13531	LG22	14090530	567405293
13934	LG22	12595462	565910225
14146	LG22	9591533	562906296
14275	LG22	10718843	564033606
14296	LG22	20639374	573954137
14444	LG22	19675493	572990256
15267	LG22	5820699	559135462
16563	LG22	138954	553453717
16577	LG22	4572970	557887733
16729	LG22	209898	553524661
17004	LG22	9292673	562607436
17228	LG22	11276756	564591519
18168	LG22	2749536	556064299
18251	LG22	20341831	573656594
18293	LG22	17277075	570591838
18318	LG22	3971952	557286715
18398	LG22	1046541	554361304
18448	LG22	15177242	568492005
18881	LG22	7620032	560934795
19050	LG22	5557857	558872620
19286	LG22	10702229	564016992
19384	LG22	2473590	555788353
20462	LG22	10749043	564063806
20835	LG22	15230255	568545018
21069	LG22	17334198	570648961
21271	LG22	12358879	565673642
21358	LG22	1489889	554804652
21537	LG22	11444989	564759752
21880	LG22	10669955	563984718
21924	LG22	6202798	559517561
22364	LG22	19950094	573264857
22406	LG22	15374292	568689055
22899	LG22	10850682	564165445
23351	LG22	3637554	556952317
23429	LG22	1779035	555093798
23627	LG22	11043718	564358481
23721	LG22	12306044	565620807
23783	LG22	3255366	556570129
23922	LG22	8131824	561446587
23950	LG22	4037329	557352092
24544	LG22	5932831	559247594
24664	LG22	3891485	557206248
24742	LG22	8820938	562135701
24986	LG22	10906649	564221412
25122	LG22	9982884	563297647
25162	LG22	10693061	564007824
392	LG23	8351293	583401759
630	LG23	8025312	583075778
671	LG23	17377949	592428415
899	LG23	11912788	586963254
1839	LG23	4126465	579176931
2189	LG23	6888771	581939237
2298	LG23	20369706	595420172
2382	LG23	570487	575620953
2498	LG23	2830661	577881127
2564	LG23	13632032	588682498
2603	LG23	14392966	589443432
2751	LG23	22985440	598035906
2985	LG23	17166837	592217303
3133	LG23	5391796	580442262
3238	LG23	14600916	589651382
3415	LG23	11685727	586736193
3814	LG23	16003346	591053812
4527	LG23	22742749	597793215
4599	LG23	4023710	579074176
5227	LG23	17985491	593035957
5570	LG23	13796931	588847397
5586	LG23	5729686	580780152
5633	LG23	7996770	583047236
5642	LG23	8385469	583435935
5662	LG23	10116938	585167404
5744	LG23	5048977	580099443
5776	LG23	1598146	576648612
6080	LG23	8352729	583403195
6305	LG23	21996929	597047395
6329	LG23	21886964	596937430
6816	LG23	3208908	578259374
6846	LG23	10359919	585410385
7283	LG23	18658490	593708956
7419	LG23	5629536	580680002
7754	LG23	22966482	598016948
8554	LG23	4965463	580015929
8936	LG23	7449359	582499825
9415	LG23	3879604	578930070
9580	LG23	15099859	590150325
9886	LG23	2904649	577955115
10236	LG23	16472284	591522750
10319	LG23	12543949	587594415
10538	LG23	7622332	582672798
10667	LG23	10179282	585229748
10675	LG23	19071795	594122261
10689	LG23	16518732	591569198
10820	LG23	22823800	597874266
11336	LG23	17114644	592165110
11675	LG23	9980807	585031273
11714	LG23	1316258	576366724
12568	LG23	3548982	578599448
12758	LG23	18804744	593855210
13087	LG23	7156359	582206825
13432	LG23	8664423	583714889
13462	LG23	14995379	590045845
13620	LG23	11685815	586736281
14075	LG23	4746307	579796773
14115	LG23	1801745	576852211
14612	LG23	9619657	584670123
14913	LG23	8352641	583403107
15074	LG23	14931584	589982050
15156	LG23	2485583	577536049
15171	LG23	9283213	584333679
15560	LG23	19944389	594994855
15780	LG23	5975215	581025681
15796	LG23	10082796	585133262
15823	LG23	9068386	584118852
16098	LG23	11428544	586479010
16157	LG23	19649645	594700111
16180	LG23	10509126	585559592
16231	LG23	9724724	584775190
16654	LG23	18467308	593517774
16861	LG23	1366855	576417321
16902	LG23	17396584	592447050
17917	LG23	6910701	581961167
18065	LG23	23935	575074401
18243	LG23	3883723	578934189
18938	LG23	14589392	589639858
19279	LG23	18562360	593612826
19344	LG23	6514656	581565122
19553	LG23	4941545	579992011
20083	LG23	19876950	594927416
20187	LG23	16912590	591963056
20899	LG23	6329971	581380437
20932	LG23	5701947	580752413
21003	LG23	12820690	587871156
21466	LG23	20456302	595506768
21573	LG23	15103569	590154035
22242	LG23	1656399	576706865
22328	LG23	688488	575738954
22386	LG23	1332557	576383023
22449	LG23	10287740	585338206
22631	LG23	14763187	589813653
22842	LG23	5489707	580540173
23124	LG23	19544808	594595274
23387	LG23	11905996	586956462
23426	LG23	12507419	587557885
23534	LG23	13337311	588387777
23914	LG23	10085963	585136429
24232	LG23	11789069	586839535
24265	LG23	8127529	583177995
24518	LG23	16153639	591204105
25244	LG23	7799122	582849588
