Locus	LG	Position
16967	LG09	16123680
16968	LG06	17047164
16982	LG01	9333078
16989	LG01	20244651
17002	LG18	16070330
17004	LG22	9292673
17016	LG02	12664574
17021	LG22	6109204
17036	LG07	16603045
17038	LG09	17129440
17040	LG02	21265012
17066	LG06	24966019
17070	LG19	11077729
17073	LG02	10365156
17074	LG01	13460605
17087	LG11	11366771
17097	LG18	6862613
17102	LG13	19423592
17104	LG16	21974523
17106	LG14	19739720
17116	LG21	12548555
17121	LG01	24067024
17128	LG19	19855741
17131	LG22	9318448
17132	LG03	11263632
17134	LG03	14854029
17141	LG07	16146679
17168	LG08	6570111
17181	LG10	10048933
17183	LG01	14174929
17185	LG09	13511279
17190	LG08	15826395
17192	LG21	6931837
17216	LG07	29626247
17217	LG15	10839639
17230	LG09	11767563
17237	LG21	2997516
17245	LG14	19228505
17254	LG21	9839979
17255	LG16	14444680
17256	LG12	25161246
17258	LG15	26153891
17267	LG08	12625036
17282	LG17	14093189
17298	LG21	3252770
17312	LG04	21518848
17318	LG07	9159743
17322	LG07	13226104
17325	LG17	6195355
17328	LG05	11002377
17329	LG01	20190450
17330	LG16	2265763
17332	LG02	12300457
17335	LG15	25184354
17342	LG01	13165795
17343	LG10	2810907
17347	LG06	1844542
17350	LG21	5322647
17351	LG10	2645492
17355	LG16	19918982
17357	LG04	18182664
17363	LG05	17877788
17382	LG21	18336350
17384	LG09	2170302
17391	LG02	19424468
17392	LG08	19037683
17399	LG18	12589872
17428	LG13	5252675
17436	LG17	7310136
17442	LG09	18023941
17446	LG13	11956125
17454	LG03	24732539
17461	LG23	1562639
17475	LG20	13890554
17490	LG14	27420218
17512	LG22	4444450
17522	LG20	894030
17523	LG21	16251869
17533	LG04	9999171
17552	LG19	178221
17561	LG01	11481567
17578	LG21	19954312
17580	LG03	5317343
17582	LG12	6410601
17586	LG13	9571485
17592	LG13	19931606
17600	LG22	13696297
17606	LG02	4524449
17615	LG22	17373299
17619	LG19	3547506
17624	LG18	12170837
17625	LG14	1955317
17629	LG05	14114194
17631	LG07	17895354
17635	LG19	14330666
17643	LG17	10830571
17644	LG11	24432463
17654	LG14	14918702
17660	LG01	9866994
17666	LG08	11504924
17670	LG07	25484701
17683	LG05	12036263
17702	LG09	13518924
17708	LG15	13907715
17709	LG11	12700354
17718	LG05	21496059
17726	LG11	16223640
17737	LG05	11138867
17738	LG05	23403828
17739	LG13	9164472
17750	LG11	15734279
17760	LG10	18095577
17779	LG05	18648134
17816	LG06	237035
17825	LG01	6887258
17826	LG20	17981362
17835	LG07	9383414
17837	LG18	13681410
17856	LG08	4176493
17860	LG21	20577949
17867	LG08	1124351
17870	LG08	13840335
17879	LG10	2293277
17885	LG08	23012265
17890	LG22	11257372
17892	LG23	8025224
17898	LG06	24099530
17899	LG23	22636068
17901	LG09	16836821
17909	LG04	27400513
17912	LG09	23034645
17917	LG23	6910701
17919	LG05	9434848
17923	LG18	20853640
17934	LG06	177317
17941	LG16	9896654
17944	LG05	9577848
17947	LG14	25735447
17951	LG09	14669233
17959	LG09	16869465
17968	LG09	23570799
17971	LG23	20868446
17973	LG16	8994042
17977	LG14	24906233
17978	LG02	18279914
17985	LG02	19239438
17990	LG10	13900150
17993	LG07	28876115
17999	LG10	11365506
18002	LG02	5475402
18012	LG12	22709819
18015	LG12	6667315
18028	LG20	8934802
18043	LG09	17110549
18047	LG21	15162360
18049	LG02	15045848
18050	LG10	1115331
18063	LG21	5119377
18065	LG23	23935
18070	LG12	18432995
18073	LG08	18588524
18075	LG15	6218214
18089	LG15	18910824
18094	LG18	13222722
18111	LG10	2525180
18120	LG06	10569904
18133	LG12	18750265
18142	LG20	19914321
18149	LG18	22171134
18159	LG06	23485475
18166	LG12	567544
18186	LG09	3902933
18191	LG15	23717326
18193	LG04	26465366
18222	LG20	58339
18236	LG11	5341135
18243	LG23	3883723
18248	LG10	4304858
18249	LG02	565546
18250	LG11	22636036
18253	LG12	23861769
18273	LG13	19032406
18306	LG20	14082430
18308	LG01	22419255
18309	LG01	4438940
18312	LG17	4416937
18313	LG11	8774654
18315	LG12	9291719
18318	LG22	3971952
18319	LG09	21889342
18328	LG01	4337363
18330	LG10	5843219
18331	LG22	4794432
18337	LG13	14242723
18355	LG05	11138778
18366	LG10	18594290
18398	LG22	1046541
18401	LG09	10862292
18404	LG15	31666
18415	LG03	27141255
18434	LG12	23397580
18438	LG03	15357577
18467	LG13	15756260
18471	LG21	9085935
18476	LG21	11674406
18478	LG12	11760945
18480	LG22	407663
18482	LG09	12928434
18502	LG09	940472
18508	LG04	20070601
18512	LG21	15913059
18514	LG13	20554528
18517	LG07	16558501
18523	LG18	5958731
18524	LG02	20466907
18528	LG14	1687979
18534	LG18	12493817
18535	LG03	23373618
18553	LG16	13433995
18558	LG13	9131344
18566	LG01	21078734
18571	LG11	4312750
18577	LG04	25721181
18579	LG18	14957201
18581	LG21	21143845
18583	LG15	7601977
18594	LG17	17024401
18599	LG13	9325469
18615	LG08	12122177
18619	LG07	18183680
18621	LG15	16439929
18628	LG08	10815737
18633	LG13	25006236
18637	LG05	21652083
18641	LG20	6528477
18648	LG04	19725566
18651	LG16	25503962
18659	LG14	2164166
18662	LG15	12265718
18678	LG16	26034933
18686	LG05	11546793
18687	LG14	25020971
18694	LG05	21068872
18698	LG17	2748516
18702	LG08	21564021
18715	LG13	10560993
18726	LG08	25130632
18741	LG19	8595624
18743	LG06	7692783
18754	LG10	19102995
18757	LG09	11297595
18770	LG20	17297175
18780	LG02	16247404
18792	LG12	13201639
18793	LG20	12594969
18796	LG07	20918202
18804	LG19	19636844
18821	LG12	11902614
18822	LG03	4110675
18830	LG14	18092169
18835	LG20	23406232
18840	LG12	5561882
18841	LG06	6656691
18858	LG15	11572233
18864	LG16	12437489
18879	LG11	2695805
18881	LG22	7620032
18887	LG02	22522394
18889	LG08	18146524
18900	LG08	10347890
18906	LG05	9579838
18925	LG05	11763208
18934	LG15	8332754
18938	LG23	14589392
18947	LG11	8837364
18975	LG05	2579067
18979	LG05	11124903
18990	LG16	26741031
18994	LG03	27850690
19011	LG19	19746275
19014	LG11	24642299
19020	LG07	27371063
19021	LG11	2466205
19022	LG21	9959989
19023	LG10	17098983
19031	LG01	12492400
19035	LG11	23667786
19037	LG11	9019282
19039	LG21	18411991
19045	LG02	11101487
19046	LG07	25485765
19050	LG22	5557857
19061	LG20	5261601
19066	LG20	3439763
19069	LG13	1656421
19070	LG20	15779831
19081	LG03	7238162
19083	LG09	16022854
19094	LG02	6619151
19098	LG14	24096084
19107	LG07	25260051
19118	LG05	14061436
19126	LG02	11403166
19138	LG21	8586005
19141	LG18	8738997
19146	LG16	13115937
19165	LG05	14114282
19170	LG13	10600670
19174	LG12	5655789
19181	LG18	18862777
19193	LG15	17580160
19194	LG15	20966393
19199	LG09	7053631
19201	LG11	4663213
19219	LG14	22548886
19222	LG12	19916291
19228	LG11	2128700
19231	LG14	25976208
19232	LG01	6367870
19235	LG19	1397333
19241	LG19	10009059
19255	LG03	19837223
19263	LG11	15974041
19269	LG19	12258877
19286	LG22	10702229
19292	LG14	22568955
19294	LG20	11627795
19304	LG20	16370657
19310	LG09	23544030
19324	LG13	1620554
19329	LG03	24955295
19340	LG01	25547121
19342	LG08	3742817
19351	LG12	19338527
19360	LG09	21644883
19371	LG09	10689203
19372	LG07	30915399
19384	LG22	2473590
19393	LG15	14447479
19408	LG05	22952177
19425	LG03	10767687
19438	LG16	17321565
19441	LG03	5484346
19458	LG16	30927774
19466	LG06	22609209
19475	LG11	14782518
19478	LG11	17498265
19502	LG22	17169193
19509	LG13	24173924
19513	LG18	17677192
19520	LG07	29868988
19522	LG05	22307581
19526	LG01	24606463
19537	LG18	11863017
19541	LG20	9594475
19543	LG15	19969306
19551	LG06	5223455
19559	LG16	4031997
19564	LG10	20345887
19587	LG08	8178687
19592	LG03	20800363
19598	LG02	20048778
19608	LG13	5343568
19616	LG02	3134816
19626	LG13	6621179
19630	LG19	80778
19633	LG20	9543982
19641	LG11	22415326
19650	LG21	20367923
19651	LG14	5180737
19660	LG11	12511791
19666	LG21	20790620
19679	LG19	12150283
19682	LG09	24358659
19683	LG13	13024843
19685	LG07	28686518
19689	LG06	3616089
19712	LG16	15208311
19716	LG01	13543599
19718	LG04	15786063
19720	LG14	7840851
19725	LG17	11204349
19729	LG11	9699702
19731	LG20	1842228
19739	LG16	17279586
19740	LG04	32561118
19742	LG11	658080
19750	LG02	6566985
19752	LG09	14153515
19756	LG04	17689844
19758	LG20	13703430
19768	LG23	13992374
19772	LG17	4161952
19784	LG11	19585086
19785	LG07	19665494
19821	LG21	15631628
19829	LG10	7361517
19830	LG11	18942693
19853	LG16	4413742
19854	LG19	14775984
19856	LG05	19867310
19867	LG05	14061524
19879	LG07	27702248
19881	LG03	24958507
19884	LG16	30787223
19890	LG16	6043725
19899	LG16	15751143
19900	LG01	21474610
19904	LG07	18504536
19910	LG16	12218491
19918	LG14	18235511
19923	LG08	20933711
19928	LG14	12103261
19940	LG16	28505558
19943	LG11	5432424
19949	LG11	9077021
19956	LG12	9597045
19964	LG11	5576643
19965	LG15	14387770
19971	LG15	18510285
19975	LG03	29149035
19990	LG06	10021608
19994	LG16	27979524
19996	LG01	25476068
20017	LG15	8397570
20023	LG15	21939601
20036	LG09	7937542
20042	LG05	12599556
20056	LG13	15343655
20057	LG04	15803187
20061	LG15	19363735
20068	LG09	23628908
20070	LG14	27100953
20078	LG16	14766717
20081	LG10	12658536
20082	LG22	10123107
20083	LG23	19876950
20085	LG16	27127755
20091	LG06	6642602
20101	LG06	7734851
20125	LG15	9544012
20128	LG06	176690
20130	LG03	22446759
20140	LG11	18447554
20144	LG05	14401240
20148	LG03	28122202
20154	LG01	19065023
20158	LG04	25712430
20163	LG07	24305226
20186	LG20	4366727
20195	LG01	4436797
20197	LG07	21773059
20198	LG13	17432380
20222	LG01	15949701
20230	LG16	20860046
20232	LG05	10533578
20239	LG20	19669429
20242	LG22	7133742
20245	LG01	14915282
20248	LG07	29864471
20249	LG11	21054680
20255	LG04	17092539
20257	LG13	23629689
20263	LG12	29713
20265	LG09	12622101
20270	LG08	17349042
20284	LG02	5625109
20285	LG08	14206924
20295	LG10	24766333
20312	LG22	14743419
20321	LG18	8985599
20343	LG01	7310623
20351	LG11	24512227
20354	LG04	25968078
20364	LG14	8805051
20372	LG20	5687024
20373	LG02	5899155
20374	LG22	19950182
20381	LG05	14027035
20382	LG18	22104721
20384	LG14	18183471
20385	LG18	7040191
20395	LG07	29553803
20399	LG16	24136086
20400	LG15	7408576
20402	LG06	24374929
20413	LG04	22474367
20419	LG18	665800
20425	LG05	6497308
20437	LG01	8869410
20446	LG09	11671951
20449	LG05	21122347
20452	LG02	11371678
20462	LG22	10749043
20466	LG22	7682050
20472	LG07	27329202
20486	LG23	1216584
20490	LG03	25668424
20500	LG18	6322989
20501	LG02	4299068
20517	LG18	19923264
20522	LG09	2507199
20525	LG16	8921702
20530	LG08	14072527
20532	LG21	5502111
20543	LG21	3250970
20544	LG12	6086824
20546	LG15	8724721
20551	LG16	27618250
20552	LG02	7704733
20559	LG01	8160450
20561	LG04	28036248
20568	LG15	22021243
20570	LG02	3848141
20572	LG02	19225999
20573	LG05	17773491
20578	LG08	11763653
20588	LG15	8372922
20593	LG13	16159441
20604	LG16	6738364
20609	LG14	8091522
20625	LG14	3709595
20649	LG15	22198330
20670	LG19	16492281
20672	LG15	21374181
20681	LG16	18531270
20688	LG21	15905567
20689	LG18	15486047
20691	LG15	7901474
20699	LG13	23508293
20705	LG06	21055115
20706	LG16	5823127
20714	LG14	23463317
20715	LG03	16306928
20726	LG09	4436715
20732	LG14	7233848
20735	LG04	16801618
20742	LG16	11890175
20744	LG05	23975122
20748	LG16	29407735
20753	LG07	27066137
20756	LG06	3568242
20760	LG08	15110370
20770	LG13	20742960
20781	LG15	10765691
20791	LG08	10603909
20794	LG01	6675702
20795	LG21	3588758
20796	LG11	10174407
20810	LG07	5032460
20835	LG22	15230255
20837	LG18	599341
20867	LG06	15224176
20890	LG09	7053543
20895	LG15	19993255
20898	LG03	6721773
20908	LG15	8329374
20920	LG10	19404682
20923	LG11	14468605
20926	LG01	19851693
20928	LG18	12055207
20929	LG05	17283664
20937	LG09	4094091
20945	LG10	19366755
20964	LG15	19751967
20990	LG07	21131169
20997	LG18	17575333
21003	LG23	12820690
21016	LG07	23507934
21028	LG03	6721861
21046	LG03	18033092
21070	LG12	21516223
21071	LG15	25544457
21073	LG12	4069175
21078	LG02	22029483
21084	LG22	7012706
21089	LG10	4739467
21092	LG08	24575790
21097	LG20	11746796
21100	LG20	15135577
21118	LG09	17644011
21119	LG20	6179252
21120	LG09	6147938
21123	LG08	16555297
21148	LG22	6221316
21152	LG21	19559785
21174	LG12	22865901
21239	LG09	19366042
21256	LG11	3027003
21277	LG02	18598638
21289	LG18	20707834
21290	LG05	16180064
21296	LG02	8900071
21302	LG14	14635342
21313	LG11	852857
21317	LG19	18962587
21335	LG11	2991166
21336	LG17	5556158
21339	LG04	10785561
21360	LG11	16819948
21376	LG16	18669407
21377	LG02	5810716
21383	LG14	28071137
21403	LG14	6790576
21411	LG15	17013389
21419	LG04	15849042
21433	LG21	3980809
21453	LG06	6580009
21454	LG09	7105409
21470	LG08	24761922
21488	LG04	8724903
21492	LG14	10086345
21509	LG11	8929232
21518	LG01	16668458
21531	LG08	15039052
21537	LG22	11444989
21539	LG08	10823636
21540	LG08	6956890
21554	LG16	22857513
21558	LG21	22420803
21559	LG21	9696329
21572	LG05	4258516
21573	LG23	15103569
21583	LG01	21139714
21590	LG11	5432942
21596	LG18	2607432
21600	LG08	7171130
21611	LG06	10068624
21613	LG03	7275254
21614	LG06	8028774
21624	LG04	8536219
21633	LG16	3885750
21647	LG18	8914446
21649	LG05	13154753
21653	LG13	14590679
21666	LG18	19530417
21681	LG10	7779998
21686	LG09	13925989
21699	LG06	8243548
21704	LG14	2137806
21720	LG01	12649886
21723	LG07	29130898
21726	LG14	5603751
21732	LG05	2375291
21748	LG20	20065316
21762	LG20	8139735
21772	LG17	6468420
21779	LG14	10097824
21786	LG23	14033295
21788	LG17	14129644
21789	LG11	11847676
21798	LG23	17398726
21800	LG10	7362046
21801	LG01	3842286
21802	LG09	609295
21821	LG03	22712251
21826	LG19	19574950
21829	LG07	19738440
21833	LG21	20406551
21851	LG17	11697684
21863	LG23	14840096
21870	LG10	2836992
21874	LG07	15564103
21884	LG10	18670124
21896	LG13	17395032
21905	LG16	28586581
21907	LG18	13803198
21920	LG21	21956905
21921	LG06	17047252
21924	LG22	6202798
21934	LG07	18657038
21971	LG10	10867159
21989	LG14	14128458
21996	LG21	4890359
21999	LG16	15198199
22001	LG20	13259719
22011	LG10	4306943
22014	LG02	17465390
22020	LG06	13229716
22022	LG22	11180967
22034	LG04	23376531
22035	LG07	13370025
22061	LG22	11222389
22084	LG17	10466061
22085	LG18	13692097
22087	LG15	12236939
22092	LG09	13245403
22126	LG19	12047075
22129	LG15	18678206
22131	LG02	19717408
22166	LG07	14854682
22206	LG12	21990158
22240	LG21	13083088
22242	LG23	1656399
22246	LG09	16119065
22261	LG04	20221981
22270	LG03	2331790
22276	LG07	22340068
22282	LG14	2687638
22284	LG20	406647
22286	LG16	10185157
22295	LG16	4288722
22303	LG07	17494008
22304	LG14	6109311
22306	LG20	21312840
22323	LG17	16498976
22324	LG07	21203117
22328	LG23	688488
22330	LG02	1459777
22331	LG16	3984059
22332	LG08	19098019
22336	LG20	12477427
22340	LG02	19082581
22348	LG18	4567412
22349	LG22	16115335
22364	LG22	19950094
22376	LG01	18270121
22386	LG23	1332557
22392	LG10	16955644
22406	LG22	15374292
22407	LG14	19237839
22409	LG20	5968841
22410	LG15	12018193
22423	LG20	19010849
22430	LG07	27902353
22431	LG05	10067172
22434	LG04	15803099
22437	LG01	6834192
22449	LG23	10287740
22508	LG02	19309451
22526	LG08	24326107
22539	LG03	11485414
22563	LG08	11820497
22595	LG14	27451587
22596	LG15	17133549
22597	LG13	1481646
22615	LG15	16328025
22617	LG12	26643090
22621	LG19	11606651
22637	LG11	24477451
22640	LG09	17652604
22648	LG01	4342933
22653	LG19	7855618
22657	LG16	21317227
22677	LG13	7980396
22679	LG03	10176528
22687	LG17	4417025
22688	LG14	20409170
22689	LG16	18669495
22690	LG18	8787872
22698	LG09	7438914
22699	LG02	13825179
22705	LG04	17429463
22707	LG02	23145300
22710	LG12	10828140
22719	LG16	26563582
22728	LG04	13820872
22729	LG07	24533275
22731	LG14	13607687
22737	LG05	18809175
22739	LG05	11633495
22753	LG09	23684868
22759	LG15	24490271
22771	LG10	3784167
22783	LG06	17151219
22788	LG18	11495314
22789	LG15	23061083
22790	LG20	19049447
22791	LG20	406559
22794	LG15	24809886
22800	LG03	15388181
22806	LG09	12871481
22813	LG17	945052
22824	LG08	24757841
22830	LG19	3310600
22839	LG15	17946990
22842	LG23	5489707
22851	LG11	21940307
22858	LG18	12393921
22863	LG04	11033438
22868	LG17	7022931
22873	LG09	12988290
22877	LG06	2385195
22889	LG15	19171896
22892	LG14	8176240
22895	LG03	24988455
22898	LG14	28147577
22899	LG22	10850682
22900	LG08	8301243
22905	LG22	4615278
22918	LG09	11494887
22921	LG06	9693517
22922	LG18	16948854
22923	LG23	22909679
22930	LG04	34615017
22941	LG20	4347686
22947	LG11	3409526
22950	LG14	242580
22954	LG15	16462762
22955	LG12	18576679
22961	LG10	9917591
22978	LG01	11703390
22983	LG03	21749404
22984	LG20	18502803
22989	LG07	27407732
23000	LG03	24732451
23001	LG03	23423007
23009	LG13	20869043
23014	LG11	26491712
23018	LG13	1498281
23026	LG20	5077173
23029	LG03	26493285
23055	LG01	13348517
23057	LG01	8762573
23060	LG22	4424955
23066	LG11	3715071
23076	LG08	10423892
23079	LG04	21683194
23082	LG18	13862641
23093	LG11	27289201
23094	LG11	4350264
23095	LG18	17155554
23099	LG16	9663803
23100	LG08	5415753
23112	LG02	19178339
23124	LG23	19544808
23136	LG09	23542273
23143	LG09	12593181
23146	LG10	23430455
23148	LG06	4104193
23152	LG22	6027789
23156	LG23	19718731
23159	LG08	24547395
23168	LG11	13620304
23178	LG09	20841659
23180	LG17	10475862
23189	LG10	19767704
23190	LG07	6942938
23191	LG04	19725654
23201	LG12	10284210
23211	LG07	26183959
23215	LG03	6928935
23232	LG06	5400756
23233	LG05	18045368
23248	LG07	1151010
23252	LG21	16931771
23258	LG12	4735969
23271	LG01	2020904
23272	LG18	1075384
23278	LG19	12663018
23279	LG16	8142193
23293	LG08	12844372
23313	LG05	19510123
23321	LG16	21739038
23331	LG20	14544825
23333	LG14	10622606
23334	LG14	1850852
23336	LG03	11807877
23345	LG02	4533055
23351	LG22	3637554
23361	LG22	12129202
23364	LG21	1951878
23371	LG04	10599321
23374	LG13	17292407
23389	LG13	20567864
23395	LG08	14187546
23412	LG15	8051383
23413	LG16	26990205
23416	LG02	23079533
23421	LG05	7123980
23422	LG04	25712342
23426	LG23	12507419
23427	LG05	5411902
23429	LG22	1779035
23432	LG19	16382989
23441	LG22	4571253
23445	LG13	8744355
23448	LG11	26240894
23449	LG01	9519370
23451	LG15	12323986
23457	LG07	2323253
23467	LG12	6428531
23482	LG16	29902337
23486	LG11	16266066
23487	LG14	9953277
23493	LG17	16135309
23494	LG18	19645350
23500	LG05	14113948
23502	LG22	20045959
23503	LG13	9971401
23508	LG03	2759358
23511	LG16	4694470
23520	LG20	19109947
23528	LG04	34498084
23529	LG01	22426003
23534	LG23	13337311
23544	LG03	17774929
23550	LG15	19942101
23556	LG01	8703318
23562	LG07	9752923
23563	LG07	12349213
23564	LG08	25718636
23575	LG20	5716729
23580	LG08	10125644
23587	LG06	24168683
23592	LG08	26200561
23593	LG08	11824764
23595	LG04	6557609
23608	LG23	2056660
23613	LG21	19382634
23615	LG10	14722708
23617	LG02	22626275
23618	LG19	7131019
23624	LG02	19001001
23627	LG22	11043718
23633	LG16	11778376
23643	LG02	2178449
23645	LG17	18938718
23650	LG06	17098228
23685	LG15	10818312
23694	LG14	27086884
23705	LG04	30578350
23721	LG22	12306044
23723	LG14	2993108
23724	LG16	12539489
23727	LG18	6540727
23732	LG03	18399324
23740	LG15	4420759
23747	LG20	22803965
23748	LG07	546087
23753	LG06	6601593
23758	LG16	21133818
23765	LG06	21333521
23776	LG14	2289824
23785	LG09	15134525
23788	LG06	19578433
23792	LG13	18856816
23795	LG04	22412121
23824	LG04	1450506
23827	LG15	12270324
23836	LG01	17891826
23838	LG02	11039942
23845	LG04	17671956
23847	LG04	20747991
23848	LG17	12182417
23858	LG19	12740514
23863	LG03	8123980
23870	LG16	17425331
23879	LG01	17874079
23883	LG13	23701508
23884	LG04	20800759
23886	LG15	19219373
23891	LG20	2777879
23903	LG15	9410969
23908	LG07	21130324
23914	LG23	10085963
23915	LG01	26446274
23917	LG17	4750806
23920	LG20	4206449
23922	LG22	8131824
23924	LG09	10911434
23927	LG11	11392893
23935	LG09	9937787
23947	LG07	17608211
23950	LG22	4037329
23964	LG04	29517813
23977	LG12	25429189
23986	LG07	11698160
23990	LG05	9266375
23991	LG23	17085654
23999	LG04	26670688
24003	LG12	4069263
24005	LG20	16265452
24009	LG05	12735878
24025	LG16	28685001
24028	LG06	10474106
24029	LG15	20569610
24031	LG21	20491855
24036	LG15	15428650
24062	LG18	13591321
24071	LG11	12101375
24080	LG04	19300842
24082	LG03	20155853
24083	LG01	4439028
24090	LG14	7610411
24098	LG14	11755005
24101	LG02	21722681
24115	LG16	27776424
24116	LG13	11119459
24117	LG09	13296746
24124	LG11	4847996
24135	LG13	6936637
24136	LG23	6885062
24147	LG12	24341605
24148	LG02	9902304
24158	LG20	1953008
24167	LG14	2490084
24168	LG11	20084116
24178	LG01	7923832
24194	LG03	23926965
24196	LG11	3832245
24219	LG16	8745678
24226	LG11	13148494
24232	LG23	11789069
24253	LG08	25535822
24265	LG23	8127529
24267	LG13	15858481
24270	LG13	5273122
24274	LG07	15237616
24277	LG13	14988666
24279	LG19	18761611
24284	LG16	10938452
24287	LG07	18609422
24288	LG03	788105
24292	LG21	5281194
24307	LG10	18499922
24309	LG21	9666423
24334	LG11	19199537
24342	LG14	9467759
24348	LG03	9050793
24370	LG03	10352186
24371	LG05	22689648
24372	LG01	17254201
24384	LG08	13756394
24389	LG12	12107149
24400	LG18	6018216
24407	LG18	21802361
24409	LG05	14290735
24414	LG07	25379906
24415	LG08	18766557
24433	LG21	13109523
24436	LG01	6191353
24440	LG07	18792489
24444	LG10	25232300
24451	LG14	4188617
24454	LG21	6228229
24464	LG13	5444037
24467	LG07	15454584
24470	LG12	19492656
24471	LG21	6153504
24478	LG18	19330205
24483	LG14	23231740
24484	LG13	16647584
24485	LG15	25286539
24504	LG05	11587563
24510	LG21	7237527
24543	LG13	13571484
24544	LG22	5932831
24554	LG08	21763729
24586	LG16	30057493
24591	LG10	15711501
24597	LG13	9929672
24606	LG08	5427658
24634	LG10	18235054
24642	LG04	29224003
24643	LG01	8762661
24659	LG10	9903825
24664	LG22	3891485
24665	LG06	14270724
24671	LG23	2294854
24673	LG01	12331744
24680	LG07	28196913
24683	LG08	25350262
24684	LG07	21989767
24691	LG20	8312312
24698	LG18	19941705
24734	LG22	19495640
24742	LG22	8820938
24751	LG05	9794993
24759	LG08	7799630
24772	LG03	27111842
24774	LG17	7625576
24779	LG01	14182553
24801	LG14	27298761
24808	LG02	2862479
24824	LG14	18241278
24825	LG08	10604355
24833	LG07	26668142
24840	LG17	15615212
24841	LG16	2273141
24866	LG01	21344701
24867	LG13	15382442
24868	LG06	17520164
24874	LG01	6163947
24876	LG06	3270632
24886	LG16	16745561
24891	LG19	2930447
24920	LG05	19158882
24921	LG04	8453954
24934	LG01	22930946
24935	LG16	20705280
24936	LG01	2977826
24941	LG11	20323618
24954	LG13	922820
24955	LG19	9644125
24966	LG06	2752792
24976	LG05	20961741
24980	LG21	14333627
24985	LG02	23924006
24986	LG22	10906649
24990	LG05	20206853
24993	LG08	17575533
24994	LG21	12031059
24999	LG07	21196618
25009	LG20	3492816
25016	LG23	8661380
25025	LG15	25017358
25028	LG09	4635842
25032	LG07	28063039
25035	LG23	13028725
25037	LG16	4413654
25046	LG18	7796759
25048	LG12	12140034
25052	LG20	16846288
25059	LG07	12195992
25060	LG19	6221949
25063	LG13	18266311
25065	LG19	9758371
25087	LG15	19506489
25090	LG01	19484176
25095	LG01	28089675
25102	LG16	8142105
25103	LG17	9311094
25114	LG01	9008309
25129	LG17	588319
25130	LG14	16964736
25135	LG01	3189475
25139	LG17	2245860
25143	LG02	14101530
25151	LG04	33904455
25162	LG22	10693061
25164	LG03	21493309
25187	LG18	16918929
25199	LG15	25487648
25204	LG01	23131382
25208	LG19	8213158
25225	LG11	8123880
25240	LG14	12018326
25241	LG12	13367902
25244	LG23	7799122
25250	LG10	4629105
25252	LG16	18107414
25269	LG09	3155786
25271	LG06	3646888
25273	LG13	18720674
25277	LG08	15781964
25284	LG11	18813106
25286	LG20	21677336
25289	LG11	26514142
25293	LG09	10421422
25296	LG18	17573131
25297	LG17	4720139
25322	LG21	9733879
25323	LG13	24709216
25334	LG04	19650453
25365	LG23	1422603
25366	LG17	5971781
25368	LG06	15060175
25372	LG04	19654495
25378	LG13	12217627
25444	LG10	22997820
25446	LG03	2401735
25450	LG03	24305530
25478	LG14	2041548
25479	LG07	7866364
25511	LG18	12211572
25516	LG03	3136901
25526	LG23	11553944
25538	LG12	15479366
25555	LG05	89763
25561	LG14	4334416
25567	LG07	14745633
25588	LG23	15469782
25593	LG12	7469856
25620	LG10	17690500
25622	LG12	20249556
25624	LG19	12075773
25630	LG06	4486576
25641	LG05	10857600
25649	LG14	17836411
