Locus	chromosome	fst	c_pos
4092	PCodG	0.0038	309995472
17582	PCodG	-0.002	310223362
23467	PCodG	0.061	310241292
6144	PCodG	-0.0057	310241380
15017	PCodG	0.0199	310262968
5491	PCodG	0.017	310463298
18015	PCodG	0.0059	310480076
8278	PCodG	-0.0052	310564878
7574	PCodG	-0.0055	310724210
25593	PCodG	0.0691	311282617
3833	PCodG	0.005	311508848
13458	PCodG	-0.006	311544807
1474	PCodG	-0.003	311566392
16897	PCodG	4.00E-04	311700419
15003	PCodG	0.0202	311940976
6094	PCodG	0.03	312279646
9061	PCodG	-0.0028	312598056
17406	PCodG	0.0066	312687250
19956	PCodG	0.0792	313409806
11591	PCodG	0.2423	313447022
12686	PCodG	0.0153	313502407
960	PCodG	0.0185	313987218
9363	PCodG	0.0114	314267623
22710	PCodG	0.1027	314640901
541	PCodG	0.0091	314699574
1881	PCodG	-0.0044	315297103
18478	PCodG	0.0099	315573706
18821	PCodG	0.0031	315715375
8267	PCodG	0.0565	315752564
15061	PCodG	0.0619	315807174
17417	PCodG	0.065	316062864
13544	PCodG	0.0499	316089445
10698	PCodG	0.1588	316192351
12403	PCodG	0.0178	316722348
6274	PCodG	0.037	317180575
25538	PCodG	0.1236	319292127
5622	PCodG	0.0451	320828359
12483	PCodG	-0.0065	320845909
16375	PCodG	0.1429	321258980
4550	PCodG	0.0177	321566633
9593	PCodG	-0.0058	321643671
14729	PCodG	0.1132	321959737
21546	PCodG	0.006	322079118
13701	PCodG	0.0062	322217820
18070	PCodG	0.1147	322245756
22955	PCodG	0.0291	322389440
522	PCodG	0.0013	322633305
2160	PCodG	-0.0041	322635441
772	PCodG	0.01	323015723
19351	PCodG	0.0199	323151288
5133	PCodG	0.0828	323305505
10207	PCodG	0.0067	323458435
19222	PCodG	0.0812	323729052
7565	PCodG	0.0934	323734200
11992	PCodG	0.0016	323775942
12668	PCodG	0.0619	323883498
25622	PCodG	0.0176	324062317
98	PCodG	-0.0041	324105234
5287	PCodG	-0.0058	324408376
7086	PCodG	0.0192	324529137
9979	PCodG	0.0286	324758414
9658	PCodG	0.0194	325104950
22206	PCodG	0.0802	325802919
3304	PCodG	0.1631	325803007
4411	PCodG	0.0595	325831764
11722	PCodG	0.1764	325838814
18012	PCodG	-0.0022	326522580
21174	PCodG	-0.0026	326678662
3480	PCodG	-0.0031	326887570
4145	PCodG	0.0281	326922313
5668	PCodG	-0.0068	326972666
10295	PCodG	-0.0056	327056024
3437	PCodG	0.0029	327102873
18434	PCodG	0.0031	327210341
6390	PCodG	-0.0053	327256373
1568	PCodG	0.0173	327511512
18253	PCodG	0.0187	327674530
11506	PCodG	0.0122	327849745
4588	PCodG	-0.0053	328020143
24147	PCodG	0.007	328154366
12851	PCodG	0.0406	328206554
187	PCodG	0.0839	328821248
17256	PCodG	0.0213	328974007
11415	PCodG	0.0114	328974536
15788	PCodG	0.0409	328997876
6462	PCodG	0.0194	329262217
14478	PCodG	-0.0024	329262305
6312	PCodG	0.014	330416493
167	PCodG	0.0471	330572524
9896	PCodG	-0.0039	330690831
9819	PCodG	-0.0049	331308025
12108	PCodG	-0.0054	331525713
404	PCodG	0.0032	331533842
14547	PCodG	0.001	331898767
11774	PCodG	-0.0048	331910174
4031	PCodG	-0.0029	332304130
8252	PCodG	0.0066	332339838
12028	PCodG	0.0623	332361415
10029	PCodG	0.0613	332408415
7298	PCodG	-0.0019	332408503
15595	PCodG	0.0144	332430747
22597	PCodG	0.0274	332592381
23018	PCodG	0.2536	332609016
3708	PCodG	0.0419	332646256
19324	PCodG	0.061	332731289
16616	PCodG	0.0561	332731377
10872	PCodG	0.0812	333937172
8596	PCodG	0.0013	334222497
13514	PCodG	0.0806	334305781
15145	PCodG	-0.0057	334451861
13318	PCodG	0.0457	334695369
8943	PCodG	0.223	334990181
3062	PCodG	-0.0044	335753541
17428	PCodG	0.0205	336363410
24270	PCodG	0.0151	336383857
19608	PCodG	9.00E-04	336454303
24464	PCodG	0.0141	336554772
4643	PCodG	-0.0025	336667618
6823	PCodG	0.0016	336694084
15991	PCodG	0.0012	336694172
5052	PCodG	-0.003	336703642
3929	PCodG	-0.0022	337183053
7736	PCodG	0.1539	337743536
24135	PCodG	-9.00E-04	338047372
10460	PCodG	0.0239	338077201
8902	PCodG	0.0121	338103612
2258	PCodG	0.0348	338210190
16752	PCodG	0.0171	338238315
4396	PCodG	0.0175	338409036
12055	PCodG	-0.0063	338409124
11325	PCodG	0.0114	339029535
7833	PCodG	-0.0061	339238802
9165	PCodG	-0.0066	339508295
7747	PCodG	0.0115	339737593
9738	PCodG	0.1795	339779212
13762	PCodG	-0.0023	339781704
23445	PCodG	0.0168	339855090
11994	PCodG	-0.0051	339855567
17739	PCodG	0.102	340275207
8212	PCodG	0.0058	340384569
18599	PCodG	0.0061	340436204
16482	PCodG	5.00E-04	340549487
17586	PCodG	1.00E-04	340682220
10006	PCodG	1.00E-04	340687136
24597	PCodG	0.0032	341040407
23503	PCodG	0.0769	341082136
10476	PCodG	-0.0054	341150107
24402	PCodG	0.0151	341663379
18715	PCodG	0.017	341671728
1053	PCodG	0.042	342442523
1983	PCodG	0.0114	342473315
16650	PCodG	0.0629	342810584
1306	PCodG	0.0345	342990736
10730	PCodG	0.1556	343303052
1571	PCodG	0.0066	343550820
6660	PCodG	0.0243	343907288
19683	PCodG	0.0032	344135578
11618	PCodG	0.0404	344160764
8130	PCodG	0.0016	344592286
367	PCodG	0.115	344628694
364	PCodG	0.1975	344628782
24543	PCodG	0.0193	344682219
13702	PCodG	-0.0042	344987259
12083	PCodG	0.0114	345006441
9050	PCodG	0.0421	345604572
8086	PCodG	5.00E-04	345638629
4442	PCodG	-0.0044	345638717
7957	PCodG	0.0447	345697987
21653	PCodG	-0.0065	345701414
5845	PCodG	0.0465	345820079
14122	PCodG	0.0093	346062000
13180	PCodG	0.3378	346069368
24277	PCodG	-0.0036	346099401
18591	PCodG	-0.0027	346188866
15218	PCodG	-0.0053	346270975
20056	PCodG	0.0073	346454390
24867	PCodG	-0.0069	346493177
24267	PCodG	0.066	346969216
20593	PCodG	0.0059	347270176
4575	PCodG	-0.0053	347270264
11119	PCodG	-0.0042	347279151
23728	PCodG	-1.00E-04	347469121
7183	PCodG	-0.0029	347600494
4671	PCodG	0.0054	347758231
24484	PCodG	-0.0054	347758319
7489	PCodG	0.0388	347766720
9166	PCodG	0.0092	348082913
7301	PCodG	0.0349	348186332
705	PCodG	0.0108	348328385
5560	PCodG	0.0374	348395547
23374	PCodG	-0.0053	348403142
20198	PCodG	0.0178	348543115
10334	PCodG	-0.0055	348576009
11579	PCodG	0.0439	348755493
8241	PCodG	0.0427	348755580
16227	PCodG	0.0527	348806319
1572	PCodG	-0.003	349083119
25063	PCodG	-0.0053	349377046
2826	PCodG	-0.0058	349704668
8288	PCodG	0.0203	349740159
9845	PCodG	0.0189	349740779
7570	PCodG	0.0048	349760632
966	PCodG	0.0613	349809424
25273	PCodG	-0.0051	349831409
7775	PCodG	-0.0049	349902576
23792	PCodG	0.0139	349967551
2824	PCodG	0.0055	350072796
14869	PCodG	0.0168	350120151
18273	PCodG	0.1	350143141
7803	PCodG	-0.0026	350143229
17102	PCodG	0.0459	350534327
16005	PCodG	0.0055	350610113
2390	PCodG	0.1101	350870047
14889	PCodG	0.0049	350932463
4522	PCodG	0.0048	351038299
1228	PCodG	0.0117	351127601
7027	PCodG	-0.0049	351131613
11154	PCodG	0.0354	351524448
18514	PCodG	0.0419	351665263
18586	PCodG	-0.0029	351666184
3339	PCodG	0.1201	351747868
11170	PCodG	0.0259	351774533
20770	PCodG	-0.0044	351853695
15104	PCodG	0.0083	351919340
23009	PCodG	0.0476	351979778
1048	PCodG	-0.0052	352125522
14505	PCodG	0.0182	352131809
1689	PCodG	0.0015	352154206
315	PCodG	0.0427	352391205
6693	PCodG	0.0035	353268111
4140	PCodG	-0.0039	353313453
5441	PCodG	-0.0028	353502743
10933	PCodG	-0.0059	354512547
11116	PCodG	0.0437	354618940
20257	PCodG	0.0097	354740424
23883	PCodG	-0.0051	354812243
22436	PCodG	-0.0051	355025524
10960	PCodG	0.0373	355686191
3541	PCodG	0.0615	355686279
8295	PCodG	0.2795	356010698
7768	PCodG	0.0097	356160505
734	PCodG	0.0123	356370151
2587	PCodG	0.0026	356990303
13384	PCodG	0.0353	357232937
8847	PCodG	0.1091	357817937
13418	PCodG	0.036	358088341
11003	PCodG	0.019	358121597
490	PCodG	0.0291	358311462
616	PCodG	0.0085	358326190
18528	PCodG	-0.0019	358475449
1078	PCodG	0.0021	358526123
23334	PCodG	0.0194	358638322
17625	PCodG	-0.0058	358742787
9770	PCodG	0.0527	358783553
21704	PCodG	0.0067	358925276
18659	PCodG	-0.0031	358951636
618	PCodG	-8.00E-04	359112644
24167	PCodG	0.1058	359277554
12622	PCodG	0.0257	359315004
22282	PCodG	-0.0028	359475108
16814	PCodG	0.1725	359714382
23723	PCodG	0.0089	359780578
6353	PCodG	0.0355	360143412
16325	PCodG	-0.0054	360213441
20625	PCodG	0.0251	360497065
25091	PCodG	-0.006	360618328
5711	PCodG	0.0908	360766018
24451	PCodG	6.00E-04	360976087
8330	PCodG	-0.0022	361029832
25561	PCodG	0.1248	361121886
13188	PCodG	0.0437	361426521
6608	PCodG	0.0379	361443112
1975	PCodG	-0.001	361838567
19651	PCodG	0.042	361968207
1970	PCodG	0.0403	362238760
9717	PCodG	-0.0013	362329385
21726	PCodG	-0.0046	362391221
3594	PCodG	-0.0017	362691061
5781	PCodG	0.0023	362786197
14517	PCodG	0.016	362803426
10410	PCodG	0.1982	362803514
22304	PCodG	-0.007	362896781
10662	PCodG	0.0104	362896869
7910	PCodG	0.0182	363360735
21403	PCodG	-0.0047	363578046
815	PCodG	0.001	363902412
2204	PCodG	0.0064	364021230
20732	PCodG	0.0976	364021318
15774	PCodG	0.0212	364056412
17597	PCodG	0.0452	364453361
19720	PCodG	0.0223	364628321
9102	PCodG	0.0316	364628409
20215	PCodG	0.0077	364717038
20609	PCodG	0.057	364878992
5699	PCodG	0.0199	364925289
2425	PCodG	0.0385	365073689
5580	PCodG	0.0261	365073777
15239	PCodG	0.0715	365301829
14839	PCodG	0.1008	365350235
9119	PCodG	0.0125	365518680
14702	PCodG	0.0049	365518768
20364	PCodG	0.097	365592521
15997	PCodG	0.0203	366004450
7089	PCodG	-5.00E-04	366152252
24342	PCodG	0.0617	366255229
2974	PCodG	-0.0017	366506833
8389	PCodG	0.0091	366595603
388	PCodG	0.0534	366595691
13422	PCodG	0.0341	366596552
16215	PCodG	0.0504	366601149
14804	PCodG	0.0085	366720316
13909	PCodG	0.008	366720862
4492	PCodG	0.064	366720862
23487	PCodG	0.096	366740747
3129	PCodG	-0.0044	366817700
21492	PCodG	0.2217	366873815
21779	PCodG	0.0624	366885294
1441	PCodG	0.148	367110338
7690	PCodG	0.0077	367968121
11313	PCodG	0.1303	368307293
3417	PCodG	0.0243	368463831
7203	PCodG	0.016	368491388
24098	PCodG	0.1002	368542475
10462	PCodG	0.0117	368609718
13563	PCodG	0.1	368609806
15327	PCodG	0.0272	368930376
8461	PCodG	0.0053	368953114
4989	PCodG	0.0395	369040099
14864	PCodG	0.0216	369164888
8388	PCodG	-0.003	369249079
721	PCodG	0.066	369656636
10245	PCodG	0.0409	369680974
5151	PCodG	-0.0043	369715817
7890	PCodG	0.0124	370071952
10954	PCodG	5.00E-04	370103820
10715	PCodG	0.0074	370608171
21302	PCodG	0.1383	371422812
15316	PCodG	0.0044	371668107
17654	PCodG	0.0477	371706172
2861	PCodG	0.0197	372185095
4185	PCodG	0.0167	372566056
6631	PCodG	0.0199	372566877
1463	PCodG	0.0141	372886209
25130	PCodG	0.0121	373752206
8726	PCodG	0.0544	373802705
5333	PCodG	0.0132	373977505
1339	PCodG	0.0288	373991577
4402	PCodG	0.0038	374339482
6597	PCodG	-0.0046	374503391
25649	PCodG	-0.0068	374623881
3832	PCodG	-0.0058	374744831
12884	PCodG	0.0413	374744921
10218	PCodG	-0.0041	374882549
24824	PCodG	0.0328	375028748
11354	PCodG	-0.0034	375702414
22407	PCodG	-0.0021	376025309
12948	PCodG	0.0822	376119832
9675	PCodG	0.0406	376946235
22476	PCodG	0	376957906
22688	PCodG	-0.0068	377196640
4088	PCodG	0.0059	377672647
331	PCodG	0.0079	378001677
14492	PCodG	0.0073	378123769
8046	PCodG	0.0072	378651774
3102	PCodG	0.1748	379081547
11749	PCodG	0.0063	379085474
1002	PCodG	0.1366	379642741
1159	PCodG	-0.0157	379664728
20664	PCodG	0.0299	379760397
8885	PCodG	0.017	379864505
14266	PCodG	0.0632	379898311
148	PCodG	-0.0059	380004428
24483	PCodG	-0.0039	380019210
20714	PCodG	0.0039	380250787
6270	PCodG	-0.0013	380533500
9731	PCodG	0.0394	380544717
12869	PCodG	-0.0058	381074645
1936	PCodG	0.0123	381292625
3524	PCodG	-0.0057	381292713
2917	PCodG	-0.0049	381491045
3379	PCodG	0.0073	381510340
17977	PCodG	0.0022	381693703
12155	PCodG	0.1075	381693791
9506	PCodG	0.0343	381801884
18687	PCodG	0	381808441
13430	PCodG	0.062	381946415
4754	PCodG	0.0292	382001218
22355	PCodG	-0.0058	382110024
844	PCodG	0.0214	382319576
10079	PCodG	0.1954	382348258
17947	PCodG	-0.0041	382522917
3228	PCodG	0.0901	382612379
10821	PCodG	0.0146	382670641
19231	PCodG	0.0052	382763678
6360	PCodG	0.1188	382944315
17320	PCodG	0.093	382989178
10086	PCodG	0.0759	383038127
7952	PCodG	-0.0019	383078950
2429	PCodG	0.0166	383677508
18808	PCodG	0.0576	383833573
23694	PCodG	0.0017	383874354
20070	PCodG	-0.0014	383888423
15623	PCodG	-0.0026	383891990
7698	PCodG	-0.0048	383917191
24801	PCodG	0.012	384086231
17490	PCodG	0.0559	384207688
7953	PCodG	0.0121	384258482
4760	PCodG	-3.00E-04	384776896
1712	PCodG	0.0094	384822570
22898	PCodG	0.1787	384935047
12866	PCodG	0.0121	385472320
5697	PCodG	0.0044	385665896
3341	PCodG	0.0029	385680625
2752	PCodG	0.0218	385859028
14341	PCodG	0.0046	385949897
18404	PCodG	0.0741	386116068
8727	PCodG	0.1289	387367274
7559	PCodG	0.0044	388004334
12099	PCodG	0.0135	388483960
16457	PCodG	-0.0052	390031308
10539	PCodG	0.1404	390436057
14473	PCodG	0.1325	390445011
23740	PCodG	0.0091	390505161
7271	PCodG	2.00E-04	390505249
7370	PCodG	-0.006	390661070
12738	PCodG	0.2326	390861006
6031	PCodG	0.2756	391009105
11505	PCodG	-0.0014	391041377
12664	PCodG	0.0397	391123899
2175	PCodG	0.0095	391443052
15274	PCodG	0.0145	391972725
3523	PCodG	-8.00E-04	392039434
18075	PCodG	-0.0045	392302616
11947	PCodG	0.0188	393390566
1722	PCodG	-0.0056	393488878
6244	PCodG	-0.0057	393489936
20400	PCodG	0.0612	393492978
8527	PCodG	0.0151	393841370
14502	PCodG	0.0467	393895009
9579	PCodG	0.0291	393928794
20691	PCodG	0.0853	393985876
4004	PCodG	0.0077	393997328
23412	PCodG	-0.0065	394135785
12921	PCodG	0.0801	394210495
860	PCodG	-9.00E-04	394246781
6938	PCodG	0.0228	394377574
20908	PCodG	0.0957	394413776
18934	PCodG	0.0383	394417156
6926	PCodG	0.0199	394441257
20588	PCodG	0.0166	394457324
20017	PCodG	-0.0052	394481972
832	PCodG	-0.0059	394518373
15850	PCodG	0.0216	394614211
20546	PCodG	0.0701	394809123
10691	PCodG	0.04	394876837
1589	PCodG	-0.0062	394966924
16354	PCodG	0.0125	395368636
23903	PCodG	-0.0051	395495371
19158	PCodG	0.011	395529419
1031	PCodG	-0.0044	396687583
4729	PCodG	-0.0049	396790565
20781	PCodG	0.0168	396850093
23685	PCodG	0.0723	396902714
17217	PCodG	0.0894	396924041
11486	PCodG	0.0488	396924129
10076	PCodG	0.0106	396993368
8601	PCodG	0.0104	396995581
13316	PCodG	0.0182	397182242
18858	PCodG	0.1027	397656635
23929	PCodG	0.1037	397682085
18662	PCodG	0.001	398350120
23827	PCodG	0.0024	398354726
7730	PCodG	0.0071	398376653
9187	PCodG	7.00E-04	398383824
23451	PCodG	0.008	398408388
13209	PCodG	0.0134	398737719
6969	PCodG	0.0061	398749468
9449	PCodG	0.2896	399103241
17708	PCodG	-0.0055	399992117
16480	PCodG	0.002	400171591
16520	PCodG	0.0449	400418887
19965	PCodG	5.00E-04	400472172
19393	PCodG	0.1966	400531881
5264	PCodG	-0.0051	400566177
9228	PCodG	0.0115	400628314
11552	PCodG	0.0249	401071907
2967	PCodG	-0.0073	401233546
1560	PCodG	0.2006	401545581
16535	PCodG	0.0166	401822030
2813	PCodG	0.0336	402088995
16599	PCodG	0.0107	402359663
22615	PCodG	-0.0049	402412427
10742	PCodG	-0.0064	402465956
18621	PCodG	0.0226	402524331
5590	PCodG	0.0193	403033607
21411	PCodG	0.0594	403097791
12206	PCodG	0.0054	403133743
4849	PCodG	-7.00E-04	403167424
22596	PCodG	0.062	403217951
88	PCodG	-0.0059	403226675
1567	PCodG	0.0562	403423871
7096	PCodG	-0.0032	403423959
1160	PCodG	0.0818	403561935
15474	PCodG	-0.0064	403567902
2820	PCodG	0.0784	403580743
14510	PCodG	0.005	403603421
19193	PCodG	-3.00E-04	403664562
22839	PCodG	0.0278	404031392
13082	PCodG	0.0563	404087082
974	PCodG	0.0399	404087170
15398	PCodG	9.00E-04	404146611
19971	PCodG	-0.0055	404594687
12709	PCodG	-0.0054	404639530
4894	PCodG	-1.00E-04	404672080
12425	PCodG	0.0615	404698054
13314	PCodG	0.0068	404777388
18089	PCodG	0.0144	404995226
22889	PCodG	0.0486	405256298
20061	PCodG	0.0068	405448137
6319	PCodG	0.015	405505318
25087	PCodG	-0.0051	405590891
4824	PCodG	0.0046	405643667
11386	PCodG	0.0226	405675414
8246	PCodG	-0.0064	405739463
20964	PCodG	0.0173	405836369
5679	PCodG	-0.0059	405931788
23550	PCodG	-0.0088	406026503
19543	PCodG	0.0155	406053708
20895	PCodG	-0.0079	406077657
6878	PCodG	0.0875	406466192
9789	PCodG	0.0199	406527800
10839	PCodG	0.0289	406653924
24029	PCodG	0.0139	406654012
6417	PCodG	0.097	406659190
12295	PCodG	0.0335	406895821
19194	PCodG	0.0436	407050795
15326	PCodG	0.017	407337521
4079	PCodG	-0.0061	407430623
20672	PCodG	0.0334	407458583
10756	PCodG	-7.00E-04	407546065
14166	PCodG	-0.0058	407981940
20023	PCodG	0.0168	408024003
15652	PCodG	0.0757	408096542
20568	PCodG	0.0074	408105645
20649	PCodG	0.0174	408282732
3849	PCodG	0.0102	408326710
6658	PCodG	0.0535	408478885
240	PCodG	-0.0027	408761057
7193	PCodG	0.0094	408769097
10284	PCodG	5.00E-04	409079869
3484	PCodG	0.0737	409142132
22789	PCodG	0.0972	409145485
9354	PCodG	0.0411	409221336
14730	PCodG	-0.0068	409320043
12070	PCodG	0.0032	409842185
11133	PCodG	-0.0028	410349151
13607	PCodG	0.106	410555872
20473	PCodG	0.0034	410845800
2850	PCodG	0.0048	410893465
22794	PCodG	-0.0051	410894288
8759	PCodG	0.0111	410992944
16966	PCodG	0.0203	411091437
25025	PCodG	0.0207	411101760
2539	PCodG	0.0082	411214376
6526	PCodG	0.0017	411227640
12956	PCodG	0.0609	411249454
17335	PCodG	-0.0019	411268756
12025	PCodG	0.0011	411330919
24485	PCodG	-0.003	411370941
25199	PCodG	0.0132	411572050
21071	PCodG	0.0275	411628859
1066	PCodG	0.0173	411691329
19391	PCodG	0.0202	412380090
142	PCodG	0.001	413030538
19554	PCodG	0.1314	413097782
117	PCodG	-0.0039	413352643
13221	PCodG	-0.0037	413352731
2029	PCodG	-0.0064	414090589
6454	PCodG	2.00E-04	414224496
7227	PCodG	-0.0068	414781999
24841	PCodG	0.0031	414955502
13352	PCodG	-0.0017	415001721
11646	PCodG	0.1388	416402008
21633	PCodG	0.1075	416568111
22331	PCodG	-0.0055	416666420
6315	PCodG	0.0072	416700413
19559	PCodG	0.0179	416714358
18297	PCodG	-0.0045	416934349
22295	PCodG	0.2347	416971083
19853	PCodG	0.0789	417096103
23511	PCodG	0.0178	417376831
3066	PCodG	0.0033	417767718
5730	PCodG	0.0075	417792896
2844	PCodG	0.0021	418299992
3086	PCodG	-0.0023	418421181
4841	PCodG	-0.0049	418723360
13600	PCodG	0.0985	419304635
15752	PCodG	0.1071	420332825
22999	PCodG	0.085	420365920
8209	PCodG	0.0417	420720703
11872	PCodG	-0.0064	420796335
23279	PCodG	0.0424	420824554
24219	PCodG	0.2271	421428039
11843	PCodG	-0.001	421589905
20525	PCodG	-0.0019	421604063
13083	PCodG	0.0355	421625380
6403	PCodG	0.0061	421625468
13818	PCodG	-0.0037	421762605
13485	PCodG	-0.0053	422024493
23099	PCodG	0.1246	422346164
17941	PCodG	0.0172	422579015
19864	PCodG	0.4168	422766180
17046	PCodG	0.0936	422786889
13533	PCodG	0.0171	422792009
22286	PCodG	0.0448	422867518
24284	PCodG	-0.0044	423620813
14405	PCodG	0.0135	423706816
11234	PCodG	0.0814	424308117
23633	PCodG	-0.0045	424460737
20742	PCodG	0.0954	424572536
19910	PCodG	-0.0024	424900852
6970	PCodG	0.1135	424963020
9393	PCodG	0.0229	425092017
9100	PCodG	0.0773	425124636
3338	PCodG	-0.0068	425353816
15528	PCodG	0.1767	425707781
19146	PCodG	0.123	425798298
9162	PCodG	0.0029	426305957
13626	PCodG	0.0613	426324664
2149	PCodG	0.0177	426610567
17255	PCodG	-0.0039	427127041
20078	PCodG	0.048	427449078
952	PCodG	-0.0029	427776408
2997	PCodG	0.0632	427880648
11129	PCodG	0.0476	427975588
19899	PCodG	0.0056	428433504
19735	PCodG	0.3033	428488573
11899	PCodG	0.0823	428860195
24886	PCodG	0.1993	429427922
3331	PCodG	0.059	429839505
19739	PCodG	-0.0073	429961947
5722	PCodG	0.0208	430004014
10414	PCodG	-0.0048	430138244
12972	PCodG	0.0077	430661947
7571	PCodG	0.0349	430776859
25252	PCodG	-0.0037	430789775
21376	PCodG	-0.0038	431351768
22689	PCodG	0.0283	431351856
3827	PCodG	0.0081	431425226
9144	PCodG	0.0469	431694696
3348	PCodG	0.0131	432516786
348	PCodG	-0.003	432559120
21107	PCodG	-0.0054	433146309
24935	PCodG	-0.0041	433387641
20230	PCodG	0.0407	433542407
23758	PCodG	0.0016	433816179
22657	PCodG	0.3305	433999588
391	PCodG	0.0017	434206234
23321	PCodG	0.0609	434421399
9682	PCodG	0.0394	434618982
1596	PCodG	0.0177	434828218
6498	PCodG	-0.0056	434963187
15165	PCodG	0.1088	434975757
11476	PCodG	-0.0053	435874645
7450	PCodG	-0.0049	436004131
10342	PCodG	-0.0038	436017209
3659	PCodG	-0.0068	436017297
15235	PCodG	-0.0023	436427418
14852	PCodG	0.0176	436474838
4192	PCodG	0.0224	436567408
7537	PCodG	0.0124	436747300
13774	PCodG	0.0114	436768282
20399	PCodG	0	436818447
20719	PCodG	-0.0067	436875808
4242	PCodG	-0.0045	437209165
13725	PCodG	-0.0023	437215983
2329	PCodG	0.0342	437232250
11651	PCodG	0.0671	437311166
14006	PCodG	0.0273	437425116
13297	PCodG	-0.0022	437430524
15168	PCodG	-0.0026	437478520
8019	PCodG	0.0806	437674544
14719	PCodG	0.0947	437675409
12723	PCodG	-0.0054	437741099
2118	PCodG	-0.0015	438577143
18678	PCodG	0.0183	438717294
10232	PCodG	0.0131	438733695
16352	PCodG	-0.0039	438940104
22719	PCodG	-7.00E-04	439245943
18990	PCodG	-0.0058	439423392
23413	PCodG	0.0327	439672566
20085	PCodG	0.0182	439810116
5176	PCodG	-0.0058	439830703
5288	PCodG	-2.00E-04	439899310
8260	PCodG	0.0075	439986656
12218	PCodG	-0.0066	440066277
5637	PCodG	0.0166	440110990
20551	PCodG	0.0631	440300611
1738	PCodG	0.0033	440438050
4108	PCodG	0.028	440478334
6835	PCodG	-0.006	440537229
19994	PCodG	0.0283	440661885
3865	PCodG	0.0085	440776982
19076	PCodG	-0.0038	440782633
3488	PCodG	0.1004	440782721
17368	PCodG	-4.00E-04	440811752
4032	PCodG	-0.0037	441164681
19940	PCodG	0.0068	441187919
21905	PCodG	-0.0041	441268942
24025	PCodG	-0.0056	441367362
4782	PCodG	0.0708	442584610
23482	PCodG	0.0495	442584698
24586	PCodG	-0.0018	442739854
6525	PCodG	0.0423	442850592
17480	PCodG	0.0075	443078423
19884	PCodG	-9.00E-04	443469584
8746	PCodG	0.0144	443570573
13406	PCodG	0.0244	443583642
19458	PCodG	0.0308	443610135
376	PCodG	-0.0056	444266664
25129	PCodG	0.0066	444363923
22813	PCodG	0.0368	444720656
2327	PCodG	0.0015	444778097
9922	PCodG	0.0289	444918177
10840	PCodG	0.0331	445843096
25139	PCodG	3.00E-04	446021464
13333	PCodG	0.3525	446482731
18698	PCodG	-0.0031	446524120
3547	PCodG	0.0421	447902194
19772	PCodG	-0.0067	447937556
2100	PCodG	0.0016	448058751
377	PCodG	0.0024	448164114
12054	PCodG	-0.0031	448169224
18312	PCodG	0.0195	448192541
22687	PCodG	0.028	448192629
22068	PCodG	0.4035	448268038
25297	PCodG	0.0508	448495743
23917	PCodG	-0.0038	448526410
2648	PCodG	0.0645	449281708
14559	PCodG	0.0122	449284205
21336	PCodG	0.0614	449331762
17325	PCodG	-0.0061	449970959
8816	PCodG	0.0046	450094152
5973	PCodG	-0.0055	450237141
21772	PCodG	-0.0044	450244024
14930	PCodG	-0.0012	450245458
6467	PCodG	-0.0064	450313936
9190	PCodG	0.0179	450415998
15887	PCodG	0.0172	450528567
13369	PCodG	-0.005	450658225
4549	PCodG	-0.0026	451066058
4893	PCodG	-0.0056	451085652
17436	PCodG	0.0049	451085740
1817	PCodG	-0.002	451362899
11462	PCodG	-0.0035	451389749
24774	PCodG	0.0804	451401180
3639	PCodG	-0.0051	451409187
14979	PCodG	0.0382	451931754
3601	PCodG	-0.0061	452094973
3680	PCodG	0.0094	452381413
6426	PCodG	0.0797	452526928
2082	PCodG	-0.0044	452630209
25103	PCodG	0.0082	453086698
13196	PCodG	-0.0056	453123753
15351	PCodG	0.0397	453214943
6533	PCodG	0.0075	453241522
9833	PCodG	0.0226	453906395
730	PCodG	-0.0057	453906483
22084	PCodG	0.0266	454241665
23180	PCodG	-0.0047	454251466
419	PCodG	-0.0036	454293011
11574	PCodG	0.0214	454354804
11027	PCodG	0.0299	454450453
7869	PCodG	0.0044	454464350
17643	PCodG	0.0051	454606175
15229	PCodG	0.0307	454606263
12120	PCodG	-0.0048	454978342
19725	PCodG	0.0027	454979953
19885	PCodG	0.0608	454990878
4885	PCodG	0.1639	455082463
10560	PCodG	0.0974	455116434
21851	PCodG	0.1066	455473288
12979	PCodG	-0.0051	455745367
2491	PCodG	0.042	455879021
3939	PCodG	0.0801	456225717
7230	PCodG	-0.007	457612326
228	PCodG	0.041	457782832
17282	PCodG	0.0199	457868793
21788	PCodG	-0.0084	457905248
9590	PCodG	0.0158	458170397
12636	PCodG	0.0091	458992787
11337	PCodG	-0.0044	459101790
24840	PCodG	-0.0055	459390816
3822	PCodG	-0.0056	459446870
23493	PCodG	-0.0044	459910913
7367	PCodG	-0.0037	460153818
1734	PCodG	0.0088	460208983
22323	PCodG	0.2568	460274580
4097	PCodG	-0.0052	460726349
3328	PCodG	0.02	460726437
18594	PCodG	0.0177	460800005
16880	PCodG	0.027	461825228
14045	PCodG	-0.0058	462142831
23645	PCodG	0.0066	462714322
14727	PCodG	0.0155	462762313
24077	PCodG	0.0201	463078573
15378	PCodG	0.0059	463078573
13980	PCodG	0.0034	463078661
20837	PCodG	0.0625	463524152
6368	PCodG	0.0558	463524240
23272	PCodG	-0.004	464000195
9812	PCodG	-0.0044	464021032
