Locus	fst	chromosome	c.pos
16897	-0.0002	PCodG	311700419
15003	0.0135	PCodG	311940976
6094	0.0288	PCodG	312279646
9061	0.0023	PCodG	312598056
17406	0.0086	PCodG	312687250
19956	0.0931	PCodG	313409806
11591	0.2318	PCodG	313447022
12686	0.0111	PCodG	313502407
960	0.0206	PCodG	313987218
9363	0.0132	PCodG	314267623
22710	0.102	PCodG	314640901
541	0.0195	PCodG	314699574
1881	-0.0051	PCodG	315297103
18478	0.0114	PCodG	315573706
18821	0	PCodG	315715375
8267	0.0569	PCodG	315752564
15061	0.0755	PCodG	315807174
17417	0.0456	PCodG	316062864
13544	0.033	PCodG	316089445
10698	0.1775	PCodG	316192351
12403	0.0069	PCodG	316722348
6274	0.0321	PCodG	317180575
25538	0.1539	PCodG	319292127
5622	0.0439	PCodG	320828359
12483	-0.0088	PCodG	320845909
16375	0.1159	PCodG	321258980
4550	0.0187	PCodG	321566633
9593	-0.005	PCodG	321643671
14729	0.1024	PCodG	321959737
21546	0.0109	PCodG	322079118
13701	0.0085	PCodG	322217820
18070	0.1149	PCodG	322245756
22955	0.0269	PCodG	322389440
522	0.0024	PCodG	322633305
2160	-0.0025	PCodG	322635441
772	0.006	PCodG	323015723
19351	0.0079	PCodG	323151288
5133	0.0682	PCodG	323305505
10207	-0.002	PCodG	323458435
19222	0.043	PCodG	323729052
7565	0.0755	PCodG	323734200
11992	-0.0022	PCodG	323775942
12668	0.0665	PCodG	323883498
25622	0.0246	PCodG	324062317
98	-0.0055	PCodG	324105234
5287	-0.0048	PCodG	324408376
7086	0.0209	PCodG	324529137
9979	0.0234	PCodG	324758414
9658	0.0353	PCodG	325104950
22206	0.1018	PCodG	325802919
3304	0.1613	PCodG	325803007
4411	0.0531	PCodG	325831764
11722	0.2072	PCodG	325838814
18012	0.0038	PCodG	326522580
21174	-0.0049	PCodG	326678662
3480	-0.0006	PCodG	326887570
4145	0.0247	PCodG	326922313
5668	-0.0079	PCodG	326972666
10295	-0.0067	PCodG	327056024
3437	0.01	PCodG	327102873
18434	-0.0006	PCodG	327210341
6390	-0.0024	PCodG	327256373
1568	0.0183	PCodG	327511512
18253	0.0228	PCodG	327674530
11506	0.0276	PCodG	327849745
4588	-0.0043	PCodG	328020143
24147	0.0087	PCodG	328154366
12851	0.0214	PCodG	328206554
187	0.0708	PCodG	328821248
17256	0.0235	PCodG	328974007
11415	0.0188	PCodG	328974536
15788	0.0333	PCodG	328997876
6462	0.0152	PCodG	329262217
14478	-0.0047	PCodG	329262305
6312	0.0251	PCodG	330416493
167	0.0403	PCodG	330572524
9896	-0.0067	PCodG	330690831
9819	-0.0062	PCodG	331308025
12108	-0.0055	PCodG	331525713
404	-0.0001	PCodG	331533842
14547	0	PCodG	331898767
11774	0.0069	PCodG	331910174
4031	-0.0058	PCodG	332304130
8252	0.0091	PCodG	332339838
12028	0.0476	PCodG	332361415
10029	0.0437	PCodG	332408415
7298	-0.0026	PCodG	332408503
15595	0.0029	PCodG	332430747
22597	0.0308	PCodG	332592381
23018	0.253	PCodG	332609016
3708	0.0346	PCodG	332646256
19324	0.0434	PCodG	332731289
16616	0.0641	PCodG	332731377
10872	0.0652	PCodG	333937172
8596	0.0049	PCodG	334222497
13514	0.0423	PCodG	334305781
15145	-0.0067	PCodG	334451861
13318	0.0503	PCodG	334695369
8943	0.269	PCodG	334990181
3062	-0.0051	PCodG	335753541
17428	0.0179	PCodG	336363410
24270	0.014	PCodG	336383857
19608	0.0003	PCodG	336454303
24464	0.0275	PCodG	336554772
4643	0.0026	PCodG	336667618
6823	0.0029	PCodG	336694084
15991	-0.0023	PCodG	336694172
5052	-0.005	PCodG	336703642
3929	0.0068	PCodG	337183053
7736	0.1075	PCodG	337743536
24135	-0.0049	PCodG	338047372
10460	0.0437	PCodG	338077201
8902	0.012	PCodG	338103612
2258	0.0371	PCodG	338210190
16752	0.0188	PCodG	338238315
4396	0.0194	PCodG	338409036
12055	-0.0072	PCodG	338409124
11325	0.0088	PCodG	339029535
7833	-0.006	PCodG	339238802
9165	-0.0075	PCodG	339508295
7747	0.0078	PCodG	339737593
9738	0.1577	PCodG	339779212
13762	0.0029	PCodG	339781704
23445	0.0273	PCodG	339855090
11994	-0.0046	PCodG	339855567
17739	0.0672	PCodG	340275207
8212	0.0097	PCodG	340384569
18599	0.0009	PCodG	340436204
16482	-0.0006	PCodG	340549487
17586	-0.0013	PCodG	340682220
10006	-0.0013	PCodG	340687136
24597	0.0247	PCodG	341040407
23503	0.0763	PCodG	341082136
10476	-0.0078	PCodG	341150107
24402	0.0193	PCodG	341663379
18715	0.0186	PCodG	341671728
1053	0.0247	PCodG	342442523
1983	0.0087	PCodG	342473315
16650	0.0618	PCodG	342810584
1306	0.044	PCodG	342990736
10730	0.1537	PCodG	343303052
1571	0.0048	PCodG	343550820
6660	0.0229	PCodG	343907288
19683	0.0044	PCodG	344135578
11618	0.044	PCodG	344160764
8130	-0.0021	PCodG	344592286
367	0.1232	PCodG	344628694
364	0.1905	PCodG	344628782
24543	0.0162	PCodG	344682219
13702	-0.005	PCodG	344987259
12083	0.0134	PCodG	345006441
9050	0.0584	PCodG	345604572
8086	-0.0003	PCodG	345638629
7957	0.0268	PCodG	345697987
21653	-0.0076	PCodG	345701414
5845	0.0373	PCodG	345820079
14122	0.0058	PCodG	346062000
13180	0.3512	PCodG	346069368
24277	-0.0066	PCodG	346099401
18591	-0.003	PCodG	346188866
15218	-0.006	PCodG	346270975
20056	0.0033	PCodG	346454390
24867	-0.0072	PCodG	346493177
24267	0.0585	PCodG	346969216
20593	0.0063	PCodG	347270176
4575	-0.003	PCodG	347270264
11119	-0.0059	PCodG	347279151
23728	-0.0045	PCodG	347469121
7183	-0.0051	PCodG	347600494
4671	0.0154	PCodG	347758231
24484	-0.0043	PCodG	347758319
7489	0.031	PCodG	347766720
9166	0.0178	PCodG	348082913
7301	0.0386	PCodG	348186332
705	0.0208	PCodG	348328385
5560	0.0409	PCodG	348395547
23374	-0.0063	PCodG	348403142
20198	0.0439	PCodG	348543115
10334	0	PCodG	348576009
11579	0.058	PCodG	348755493
8241	0.0493	PCodG	348755580
16227	0.0196	PCodG	348806319
1572	-0.0052	PCodG	349083119
25063	-0.0068	PCodG	349377046
2826	-0.007	PCodG	349704668
8288	0.0235	PCodG	349740159
9845	0.0159	PCodG	349740779
7570	0.0011	PCodG	349760632
966	0.0834	PCodG	349809424
25273	-0.0073	PCodG	349831409
7775	-0.0044	PCodG	349902576
23792	0.0128	PCodG	349967551
2824	-0.0019	PCodG	350072796
14869	0.0183	PCodG	350120151
18273	0.1404	PCodG	350143141
7803	-0.0069	PCodG	350143229
17102	0.0535	PCodG	350534327
16005	0.002	PCodG	350610113
2390	0.1445	PCodG	350870047
14889	0.0086	PCodG	350932463
4522	0.0059	PCodG	351038299
1228	0.0033	PCodG	351127601
7027	-0.0023	PCodG	351131613
11154	0.0639	PCodG	351524448
18514	0.052	PCodG	351665263
18586	-0.0045	PCodG	351666184
3339	0.0852	PCodG	351747868
11170	0.0324	PCodG	351774533
20770	-0.007	PCodG	351853695
15104	0.0144	PCodG	351919340
23009	0.0524	PCodG	351979778
1048	-0.0018	PCodG	352125522
14505	0.0172	PCodG	352131809
1689	-0.0013	PCodG	352154206
315	0.0627	PCodG	352391205
6693	0.0014	PCodG	353268111
4140	-0.0051	PCodG	353313453
10933	0.0175	PCodG	354512547
11116	0.0473	PCodG	354618940
20257	-0.0051	PCodG	354740424
23883	0.0045	PCodG	354812243
22436	-0.0049	PCodG	355025524
10960	0.0412	PCodG	355686191
3541	0.0632	PCodG	355686279
8295	0.2906	PCodG	356010698
7768	0.0052	PCodG	356160505
734	0.01	PCodG	356370151
2587	-0.0017	PCodG	356990303
13384	0.0331	PCodG	357232937
8847	0.1076	PCodG	357817937
13418	0.0351	PCodG	358088341
11003	0.0276	PCodG	358121597
490	0.0152	PCodG	358311462
616	0.0108	PCodG	358326190
18528	0.0011	PCodG	358475449
1078	0.0133	PCodG	358526123
23334	0.0168	PCodG	358638322
17625	0.0111	PCodG	358742787
9770	0.0524	PCodG	358783553
21704	-0.0009	PCodG	358925276
18659	-0.0035	PCodG	358951636
618	-0.0019	PCodG	359112644
24167	0.1023	PCodG	359277554
12622	0.0155	PCodG	359315004
22282	-0.0051	PCodG	359475108
16814	0.2478	PCodG	359714382
23723	-0.0012	PCodG	359780578
6353	0.0395	PCodG	360143412
16325	0.002	PCodG	360213441
20625	0.0393	PCodG	360497065
25091	-0.0062	PCodG	360618328
5711	0.1107	PCodG	360766018
24451	-0.0001	PCodG	360976087
8330	0.005	PCodG	361029832
25561	0.1269	PCodG	361121886
13188	0.0685	PCodG	361426521
6608	0.0676	PCodG	361443112
1975	-0.0029	PCodG	361838567
19651	0.0466	PCodG	361968207
1970	0.091	PCodG	362238760
9717	-0.0042	PCodG	362329385
21726	-0.0054	PCodG	362391221
3594	-0.003	PCodG	362691061
5781	-0.0053	PCodG	362786197
14517	0.003	PCodG	362803426
10410	0.1991	PCodG	362803514
22304	-0.0054	PCodG	362896781
10662	0.0151	PCodG	362896869
7910	0.0192	PCodG	363360735
21403	-0.0053	PCodG	363578046
815	0.0101	PCodG	363902412
2204	0.0053	PCodG	364021230
20732	0.0857	PCodG	364021318
15774	0.0197	PCodG	364056412
17597	0.0154	PCodG	364453361
19720	0.033	PCodG	364628321
9102	0.0358	PCodG	364628409
20215	0.0064	PCodG	364717038
20609	0.0341	PCodG	364878992
5699	0.0229	PCodG	364925289
2425	0.0426	PCodG	365073689
5580	0.0219	PCodG	365073777
15239	0.0865	PCodG	365301829
14839	0.1234	PCodG	365350235
9119	0.0088	PCodG	365518680
14702	0.0048	PCodG	365518768
20364	0.0907	PCodG	365592521
15997	0.0146	PCodG	366004450
7089	-0.0067	PCodG	366152252
24342	0.065	PCodG	366255229
2974	0.008	PCodG	366506833
8389	0.011	PCodG	366595603
388	0.0479	PCodG	366595691
13422	0.0346	PCodG	366596552
16215	0.0458	PCodG	366601149
14804	0.0081	PCodG	366720316
13909	0.0079	PCodG	366720862
4492	0.0673	PCodG	366720862
23487	0.0992	PCodG	366740747
3129	-0.0051	PCodG	366817700
21492	0.2112	PCodG	366873815
21779	0.0703	PCodG	366885294
1441	0.1124	PCodG	367110338
7690	0.0195	PCodG	367968121
11313	0.1343	PCodG	368307293
3417	0.0206	PCodG	368463831
7203	0.0187	PCodG	368491388
24098	0.0904	PCodG	368542475
10462	0.0108	PCodG	368609718
13563	0.1128	PCodG	368609806
15327	0.0239	PCodG	368930376
8461	-0.0002	PCodG	368953114
4989	0.04	PCodG	369040099
14864	0.0084	PCodG	369164888
8388	-0.0033	PCodG	369249079
721	0.0545	PCodG	369656636
10245	0.0457	PCodG	369680974
5151	-0.0066	PCodG	369715817
7890	0.0111	PCodG	370071952
10954	-0.0011	PCodG	370103820
10715	0.0013	PCodG	370608171
21302	0.156	PCodG	371422812
15316	0.0023	PCodG	371668107
17654	0.0448	PCodG	371706172
2861	0.0215	PCodG	372185095
4185	0.0182	PCodG	372566056
6631	0.0201	PCodG	372566877
1463	0.0377	PCodG	372886209
25130	0.0123	PCodG	373752206
8726	0.0558	PCodG	373802705
5333	0.0185	PCodG	373977505
1339	0.0231	PCodG	373991577
4402	0.0005	PCodG	374339482
6597	-0.0065	PCodG	374503391
25649	-0.0066	PCodG	374623881
3832	-0.0057	PCodG	374744831
12884	0.0427	PCodG	374744921
10218	-0.0034	PCodG	374882549
24824	0.0085	PCodG	375028748
11354	-0.0066	PCodG	375702414
22407	-0.0006	PCodG	376025309
12948	0.0956	PCodG	376119832
9675	0.0488	PCodG	376946235
22476	0.0026	PCodG	376957906
22688	-0.0074	PCodG	377196640
4088	0.0067	PCodG	377672647
331	0.0067	PCodG	378001677
14492	0.0009	PCodG	378123769
8046	0.0184	PCodG	378651774
3102	0.1419	PCodG	379081547
11749	-0.0006	PCodG	379085474
1002	0.1744	PCodG	379642741
1159	-0.0211	PCodG	379664728
20664	0.0439	PCodG	379760397
8885	0.0187	PCodG	379864505
14266	0.0423	PCodG	379898311
148	-0.008	PCodG	380004428
24483	0.0187	PCodG	380019210
20714	0.0121	PCodG	380250787
6270	-0.0071	PCodG	380533500
9731	0.0187	PCodG	380544717
12869	-0.0037	PCodG	381074645
1936	0.0132	PCodG	381292625
3524	-0.0056	PCodG	381292713
2917	-0.0027	PCodG	381491045
3379	0.0155	PCodG	381510340
17977	-0.0028	PCodG	381693703
12155	0.1381	PCodG	381693791
9506	0.0019	PCodG	381801884
18687	0.0012	PCodG	381808441
13430	0.0467	PCodG	381946415
4754	0.0241	PCodG	382001218
22355	-0.002	PCodG	382110024
844	0.0219	PCodG	382319576
10079	0.1962	PCodG	382348258
17947	-0.0054	PCodG	382522917
3228	0.0939	PCodG	382612379
10821	0.0179	PCodG	382670641
19231	0.0003	PCodG	382763678
6360	0.0839	PCodG	382944315
17320	0.078	PCodG	382989178
10086	0.0716	PCodG	383038127
7952	-0.0055	PCodG	383078950
2429	0.0174	PCodG	383677508
18808	0.0915	PCodG	383833573
23694	-0.0063	PCodG	383874354
20070	-0.0033	PCodG	383888423
15623	0.0015	PCodG	383891990
7698	-0.0076	PCodG	383917191
24801	0.0097	PCodG	384086231
17490	0.0508	PCodG	384207688
7953	0.014	PCodG	384258482
4760	-0.0056	PCodG	384776896
1712	0.0063	PCodG	384822570
22898	0.1889	PCodG	384935047
12866	0.0213	PCodG	385472320
5697	0.0068	PCodG	385665896
3341	0.0025	PCodG	385680625
2752	0.0262	PCodG	385859028
14341	0.0065	PCodG	385949897
18404	0.0703	PCodG	386116068
8727	0.1112	PCodG	387367274
7559	0.0097	PCodG	388004334
12099	0.0183	PCodG	388483960
16457	-0.0076	PCodG	390031308
10539	0.0848	PCodG	390436057
14473	0.0821	PCodG	390445011
23740	0.0082	PCodG	390505161
7271	-0.0018	PCodG	390505249
7370	-0.0076	PCodG	390661070
12738	0.1808	PCodG	390861006
6031	0.2811	PCodG	391009105
11505	-0.0033	PCodG	391041377
12664	0.0188	PCodG	391123899
2175	0.0007	PCodG	391443052
15274	0.0262	PCodG	391972725
3523	-0.0055	PCodG	392039434
18075	-0.0051	PCodG	392302616
11947	0.0185	PCodG	393390566
1722	-0.0029	PCodG	393488878
6244	-0.0076	PCodG	393489936
20400	0.0518	PCodG	393492978
8527	0.014	PCodG	393841370
14502	0.0358	PCodG	393895009
9579	0.0311	PCodG	393928794
20691	0.1028	PCodG	393985876
4004	0.0083	PCodG	393997328
23412	-0.0063	PCodG	394135785
12921	0.0646	PCodG	394210495
860	-0.0001	PCodG	394246781
6938	0.0071	PCodG	394377574
20908	0.0772	PCodG	394413776
18934	0.0308	PCodG	394417156
6926	0.0141	PCodG	394441257
20588	0.0181	PCodG	394457324
20017	0.0027	PCodG	394481972
832	-0.0069	PCodG	394518373
15850	0.0191	PCodG	394614211
20546	0.0718	PCodG	394809123
10691	0.0684	PCodG	394876837
1589	-0.0063	PCodG	394966924
16354	0.0068	PCodG	395368636
23903	-0.0054	PCodG	395495371
19158	0.0105	PCodG	395529419
1031	-0.0052	PCodG	396687583
4729	-0.0063	PCodG	396790565
20781	0.0176	PCodG	396850093
23685	0.0714	PCodG	396902714
17217	0.073	PCodG	396924041
11486	0.0419	PCodG	396924129
10076	0.0133	PCodG	396993368
8601	0.0164	PCodG	396995581
13316	0.0215	PCodG	397182242
18858	0.0914	PCodG	397656635
23929	0.1075	PCodG	397682085
18662	0.013	PCodG	398350120
23827	0.0092	PCodG	398354726
7730	0.0069	PCodG	398376653
9187	0.0037	PCodG	398383824
23451	0.0706	PCodG	398408388
13209	0.0316	PCodG	398737719
6969	0.0062	PCodG	398749468
9449	0.2755	PCodG	399103241
17708	0.0001	PCodG	399992117
16480	-0.0024	PCodG	400171591
16520	0.0334	PCodG	400418887
19965	-0.0019	PCodG	400472172
19393	0.1895	PCodG	400531881
5264	-0.0063	PCodG	400566177
9228	0.013	PCodG	400628314
11552	0.0114	PCodG	401071907
2967	-0.0051	PCodG	401233546
1560	0.235	PCodG	401545581
16535	0.0182	PCodG	401822030
2813	0.0244	PCodG	402088995
16599	0.0092	PCodG	402359663
22615	0	PCodG	402412427
10742	-0.0048	PCodG	402465956
18621	0.0377	PCodG	402524331
5590	0.0275	PCodG	403033607
21411	0.0773	PCodG	403097791
12206	0.0081	PCodG	403133743
4849	0.0027	PCodG	403167424
22596	0.0709	PCodG	403217951
88	-0.0072	PCodG	403226675
1567	0.0433	PCodG	403423871
7096	-0.0102	PCodG	403423959
1160	0.0498	PCodG	403561935
15474	-0.0073	PCodG	403567902
2820	0.064	PCodG	403580743
14510	0.0011	PCodG	403603421
19193	-0.0034	PCodG	403664562
22839	0.0215	PCodG	404031392
13082	0.0631	PCodG	404087082
974	0.0412	PCodG	404087170
15398	-0.0034	PCodG	404146611
19971	-0.0027	PCodG	404594687
12709	-0.0068	PCodG	404639530
4894	-0.006	PCodG	404672080
12425	0.0439	PCodG	404698054
13314	0.002	PCodG	404777388
18089	0.0152	PCodG	404995226
22889	0.0474	PCodG	405256298
20061	0.0023	PCodG	405448137
6319	0.0072	PCodG	405505318
25087	-0.0057	PCodG	405590891
4824	-0.0013	PCodG	405643667
11386	0.0215	PCodG	405675414
8246	-0.0064	PCodG	405739463
20964	0.0104	PCodG	405836369
5679	-0.007	PCodG	405931788
23550	-0.0106	PCodG	406026503
19543	0.0056	PCodG	406053708
20895	-0.009	PCodG	406077657
6878	0.1076	PCodG	406466192
9789	0.0188	PCodG	406527800
10839	0.0444	PCodG	406653924
24029	0.0115	PCodG	406654012
6417	0.1264	PCodG	406659190
12295	0.0261	PCodG	406895821
19194	0.0352	PCodG	407050795
15326	0.0185	PCodG	407337521
4079	-0.0031	PCodG	407430623
20672	0.0203	PCodG	407458583
10756	0.0056	PCodG	407546065
14166	-0.0067	PCodG	407981940
20023	0.0185	PCodG	408024003
15652	0.0703	PCodG	408096542
20568	0.0151	PCodG	408105645
20649	0.0113	PCodG	408282732
3849	0.019	PCodG	408326710
6658	0.0345	PCodG	408478885
240	0.0049	PCodG	408761057
7193	0.0181	PCodG	408769097
10284	0.0134	PCodG	409079869
3484	0.0316	PCodG	409142132
22789	0.1034	PCodG	409145485
9354	0.0501	PCodG	409221336
14730	-0.0084	PCodG	409320043
12070	0.0034	PCodG	409842185
11133	-0.0051	PCodG	410349151
13607	0.1658	PCodG	410555872
20473	0.0094	PCodG	410845800
2850	0.0194	PCodG	410893465
22794	-0.0008	PCodG	410894288
8759	0.0083	PCodG	410992944
16966	-0.0066	PCodG	411091437
25025	0.0226	PCodG	411101760
2539	0.0057	PCodG	411214376
6526	0.0025	PCodG	411227640
12956	0.061	PCodG	411249454
17335	-0.0054	PCodG	411268756
12025	0.0025	PCodG	411330919
24485	-0.0043	PCodG	411370941
25199	0.0116	PCodG	411572050
21071	0.0143	PCodG	411628859
1066	0.0158	PCodG	411691329
19391	0.0242	PCodG	412380090
142	-0.0065	PCodG	413030538
19554	0.1208	PCodG	413097782
117	0.0188	PCodG	413352643
13221	0.0214	PCodG	413352731
2029	-0.0061	PCodG	414090589
6454	0.0005	PCodG	414224496
7227	-0.0075	PCodG	414781999
24841	0.0024	PCodG	414955502
13352	-0.0023	PCodG	415001721
11646	0.1321	PCodG	416402008
21633	0.0965	PCodG	416568111
22331	-0.0071	PCodG	416666420
6315	0.0098	PCodG	416700413
19559	0.0156	PCodG	416714358
18297	-0.0049	PCodG	416934349
22295	0.2271	PCodG	416971083
19853	0.084	PCodG	417096103
23511	0.0188	PCodG	417376831
3066	0.007	PCodG	417767718
5730	0.0172	PCodG	417792896
2844	0.0145	PCodG	418299992
3086	-0.0069	PCodG	418421181
4841	-0.0064	PCodG	418723360
13600	0.121	PCodG	419304635
15752	0.1263	PCodG	420332825
22999	0.1093	PCodG	420365920
8209	0.0664	PCodG	420720703
11872	-0.0061	PCodG	420796335
23279	0.0563	PCodG	420824554
24219	0.1874	PCodG	421428039
11843	-0.0001	PCodG	421589905
20525	-0.0069	PCodG	421604063
13083	0.03	PCodG	421625380
6403	0.006	PCodG	421625468
13818	-0.0062	PCodG	421762605
13485	-0.0017	PCodG	422024493
23099	0.1166	PCodG	422346164
17941	0.0188	PCodG	422579015
19864	0.4369	PCodG	422766180
17046	0.0978	PCodG	422786889
13533	0.0187	PCodG	422792009
22286	0.0643	PCodG	422867518
24284	-0.0052	PCodG	423620813
14405	0.0083	PCodG	423706816
11234	0.1186	PCodG	424308117
23633	-0.0051	PCodG	424460737
20742	0.0928	PCodG	424572536
19910	0.0022	PCodG	424900852
6970	0.1311	PCodG	424963020
9393	0.007	PCodG	425092017
9100	0.0852	PCodG	425124636
3338	-0.0085	PCodG	425353816
15528	0.155	PCodG	425707781
19146	0.1169	PCodG	425798298
9162	-0.0001	PCodG	426305957
13626	0.0437	PCodG	426324664
2149	0.0186	PCodG	426610567
17255	-0.0047	PCodG	427127041
20078	0.051	PCodG	427449078
952	-0.0016	PCodG	427776408
2997	0.0819	PCodG	427880648
11129	0.1148	PCodG	427975588
19899	0.0067	PCodG	428433504
19735	0.3384	PCodG	428488573
11899	0.0525	PCodG	428860195
24886	0.1915	PCodG	429427922
3331	0.0274	PCodG	429839505
19739	0.0104	PCodG	429961947
5722	0.012	PCodG	430004014
10414	0.0012	PCodG	430138244
12972	0.016	PCodG	430661947
7571	0.0369	PCodG	430776859
25252	-0.0065	PCodG	430789775
21376	-0.007	PCodG	431351768
22689	0.0301	PCodG	431351856
3827	0.0013	PCodG	431425226
9144	0.041	PCodG	431694696
3348	0.0062	PCodG	432516786
348	-0.0009	PCodG	432559120
21107	-0.0064	PCodG	433146309
24935	-0.0062	PCodG	433387641
20230	0.0196	PCodG	433542407
23758	0.0004	PCodG	433816179
22657	0.2981	PCodG	433999588
391	-0.0029	PCodG	434206234
23321	0.0867	PCodG	434421399
9682	0.0334	PCodG	434618982
1596	0.0172	PCodG	434828218
6498	-0.005	PCodG	434963187
15165	0.128	PCodG	434975757
11476	-0.0046	PCodG	435874645
7450	-0.0062	PCodG	436004131
10342	0.0008	PCodG	436017209
3659	-0.0078	PCodG	436017297
15235	-0.0034	PCodG	436427418
14852	0.0163	PCodG	436474838
4192	0.0215	PCodG	436567408
7537	0.0065	PCodG	436747300
13774	0.0157	PCodG	436768282
20399	0.0143	PCodG	436818447
20719	-0.0075	PCodG	436875808
4242	-0.0053	PCodG	437209165
13725	0.0039	PCodG	437215983
2329	0.0001	PCodG	437232250
11651	0.0203	PCodG	437311166
14006	0.0292	PCodG	437425116
13297	-0.0008	PCodG	437430524
15168	-0.0042	PCodG	437478520
8019	0.0828	PCodG	437674544
14719	0.0831	PCodG	437675409
12723	-0.0046	PCodG	437741099
2118	-0.006	PCodG	438577143
18678	0.0186	PCodG	438717294
10232	-0.0027	PCodG	438733695
16352	-0.0066	PCodG	438940104
22719	-0.0027	PCodG	439245943
18990	-0.0063	PCodG	439423392
23413	0.0353	PCodG	439672566
20085	0.0202	PCodG	439810116
5176	-0.0044	PCodG	439830703
5288	0.0046	PCodG	439899310
8260	0.0008	PCodG	439986656
12218	-0.0035	PCodG	440066277
5637	0.0136	PCodG	440110990
20551	0.0455	PCodG	440300611
1738	0.0009	PCodG	440438050
4108	0.0246	PCodG	440478334
6835	-0.0031	PCodG	440537229
19994	0.0145	PCodG	440661885
3865	0.0105	PCodG	440776982
19076	-0.0014	PCodG	440782633
3488	0.1118	PCodG	440782721
17368	0.0002	PCodG	440811752
4032	-0.0043	PCodG	441164681
19940	0.0174	PCodG	441187919
21905	-0.0023	PCodG	441268942
24025	-0.0057	PCodG	441367362
4782	0.099	PCodG	442584610
23482	0.0513	PCodG	442584698
24586	-0.0026	PCodG	442739854
6525	0.061	PCodG	442850592
17480	0.0072	PCodG	443078423
19884	0.0059	PCodG	443469584
8746	0.024	PCodG	443570573
13406	0.0238	PCodG	443583642
19458	0.0285	PCodG	443610135
376	-0.0056	PCodG	444266664
25129	-0.0034	PCodG	444363923
22813	0.0432	PCodG	444720656
2327	0.0004	PCodG	444778097
9922	0.0918	PCodG	444918177
10840	0.0527	PCodG	445843096
25139	-0.0048	PCodG	446021464
13333	0.3562	PCodG	446482731
18698	0.0124	PCodG	446524120
3547	0.0403	PCodG	447902194
19772	-0.0043	PCodG	447937556
2100	0.0025	PCodG	448058751
377	-0.0038	PCodG	448164114
12054	-0.0053	PCodG	448169224
18312	0.0073	PCodG	448192541
22687	0.0386	PCodG	448192629
22068	0.4362	PCodG	448268038
25297	0.0508	PCodG	448495743
23917	-0.005	PCodG	448526410
2648	0.0453	PCodG	449281708
14559	0.0102	PCodG	449284205
21336	0.0438	PCodG	449331762
17325	-0.0068	PCodG	449970959
8816	0.0005	PCodG	450094152
5973	-0.0041	PCodG	450237141
21772	-0.0051	PCodG	450244024
14930	-0.0013	PCodG	450245458
6467	-0.0071	PCodG	450313936
9190	0.012	PCodG	450415998
15887	0.0188	PCodG	450528567
13369	-0.0063	PCodG	450658225
4549	-0.0066	PCodG	451066058
4893	-0.0067	PCodG	451085652
17436	0.0023	PCodG	451085740
1817	-0.0035	PCodG	451362899
11462	-0.0057	PCodG	451389749
24774	0.087	PCodG	451401180
3639	-0.0067	PCodG	451409187
14979	0.0409	PCodG	451931754
3601	-0.0079	PCodG	452094973
3680	0.008	PCodG	452381413
6426	0.0885	PCodG	452526928
2082	-0.0051	PCodG	452630209
25103	0.0105	PCodG	453086698
13196	-0.007	PCodG	453123753
15351	0.0176	PCodG	453214943
6533	0.0064	PCodG	453241522
9833	0.0155	PCodG	453906395
730	-0.0055	PCodG	453906483
22084	0.0245	PCodG	454241665
23180	-0.001	PCodG	454251466
419	-0.0046	PCodG	454293011
11574	0.0217	PCodG	454354804
11027	0.032	PCodG	454450453
7869	-0.0097	PCodG	454464350
17643	0.0012	PCodG	454606175
15229	0.0242	PCodG	454606263
12120	-0.0073	PCodG	454978342
19725	-0.0004	PCodG	454979953
19885	0.0676	PCodG	454990878
4885	0.1603	PCodG	455082463
10560	0.0862	PCodG	455116434
21851	0.0797	PCodG	455473288
12979	-0.0054	PCodG	455745367
2491	0.0455	PCodG	455879021
3939	0.0517	PCodG	456225717
7230	-0.0082	PCodG	457612326
228	0.0635	PCodG	457782832
17282	0.0117	PCodG	457868793
21788	-0.0102	PCodG	457905248
9590	0.0004	PCodG	458170397
12636	0.0224	PCodG	458992787
11337	0.001	PCodG	459101790
24840	-0.0041	PCodG	459390816
3822	-0.0067	PCodG	459446870
23493	-0.0052	PCodG	459910913
7367	-0.0006	PCodG	460153818
1734	0.0091	PCodG	460208983
22323	0.205	PCodG	460274580
4097	-0.0068	PCodG	460726349
3328	0.0197	PCodG	460726437
18594	0.0033	PCodG	460800005
16880	0.0346	PCodG	461825228
14045	-0.0052	PCodG	462142831
23645	0.0118	PCodG	462714322
14727	0.016	PCodG	462762313
24077	0.0141	PCodG	463078573
15378	0.0011	PCodG	463078573
13980	0.0024	PCodG	463078661
20837	0.0554	PCodG	463524152
6368	0.0407	PCodG	463524240
23272	-0.0051	PCodG	464000195
9812	-0.0051	PCodG	464021032
8217	-0.005	PCodG	464606529
6604	0.0178	PCodG	464628681
11072	-0.0069	PCodG	464677962
15571	0.0181	PCodG	464821432
15323	0.0351	PCodG	464853294
9247	-0.0065	PCodG	464884846
3120	0.002	PCodG	464912262
8183	-0.0051	PCodG	464943126
6500	0.0032	PCodG	464965751
3561	0.1594	PCodG	465133204
21596	0.0122	PCodG	465532243
13304	0.065	PCodG	465923611
12322	0.0861	PCodG	466109281
13521	0.0101	PCodG	466705069
9640	-0.0076	PCodG	466880414
6187	0.0001	PCodG	467199491
22348	0.0266	PCodG	467492223
24895	-0.0071	PCodG	467687059
6860	0.0143	PCodG	467881661
