Locus	Fwc(is)	Fwc(st)	Fwc(it)
13319_30        -0.0033        -           -   
13322_74        -0.0000        -           -   
13335_40        -0.0030        -           -   
13343_74         0.0000        -           -   
13348_56        -0.0000        -           -   
13354_65         0.4704        -           -   
13357_84         0.0000        -           -   
13358_68         0.5639        -           -   
13361_88        -0.0074        -           -   
13370_69        -0.0000        -           -   
13373_74         0.0024        -           -   
13374_87        -0.0000        -           -   
13385_36        -0.0000        -           -   
13386_90         0.2623        -           -   
13393_64        -0.0016        -           -   
13395_72         0.0545        -           -   
13396_86        -0.0000        -           -   
13404_66         0.3780        -           -   
13411_53        -0.0016        -           -   
13422_35        -0.0000        -           -   
13427_79        -0.0000        -           -   
13428_74         0.0000        -           -   
13440_89        -0.0000        -           -   
13447_60         0.0000        -           -   
13456_62        -0.0000        -           -   
13464_82         0.0000        -           -   
13473_75        -0.0000        -           -   
13474_71        -0.0000        -           -   
13480_78        -0.0000        -           -   
13485_49        -0.0315        -           -   
13490_33         0.0928        -           -   
13491_76        -0.0000        -           -   
13495_63        -0.0000        -           -   
13500_32        -0.0000        -           -   
13516_49         0.0000        -           -   
13536_37        -0.0133        -           -   
13542_85        -0.0167        -           -   
13544_58        -0.0000        -           -   
13557_80         0.0000        -           -   
13560_84         0.5091        -           -   
13562_90         0.4964        -           -   
13567_44         0.0000        -           -   
13572_59        -0.0030        -           -   
13580_67        -0.0024        -           -   
13584_32        -0.0000        -           -   
13587_66        -0.0000        -           -   
13593_78        -0.0025        -           -   
13600_77         0.1763        -           -   
13624_45         0.0000        -           -   
13625_51         0.5636        -           -   
13643_76        -0.0000        -           -   
13648_88        -0.0016        -           -   
13653_66         0.0328        -           -   
13657_73        -0.0000        -           -   
13659_34        -0.0000        -           -   
13664_55         0.0000        -           -   
13665_69         0.0000        -           -   
13668_36         0.1158        -           -   
13675_28        -0.0000        -           -   
13676_58        -0.0000        -           -   
13686_40         0.0000        -           -   
13687_73         0.1623        -           -   
13688_73         0.0000        -           -   
13689_58        -0.0127        -           -   
13693_59         0.3871        -           -   
13697_48        -0.0016        -           -   
13698_82         1.0000        -           -   
13700_83        -0.0671        -           -   
13709_38        -0.0000        -           -   
13716_32        -0.0016        -           -   
13726_41        -0.0649        -           -   
13741_87        -0.0025        -           -   
13742_31        -0.1592        -           -   
13747_52        -0.0000        -           -   
13754_31         0.2788        -           -   
13755_48         0.0000        -           -   
13756_42         0.3258        -           -   
13776_35         0.2648        -           -   
13778_91         0.0000        -           -   
13781_41        -0.0156        -           -   
13785_55         0.0000        -           -   
13786_89         0.0346        -           -   
13799_67        -0.0000        -           -   
13801_52        -0.0000        -           -   
13807_40         0.7458        -           -   
13808_83         1.0000        -           -   
13811_32        -0.0025        -           -   
13816_43         0.0000        -           -   
13817_38        -0.0024        -           -   
13825_31         0.0000        -           -   
13833_45         0.0369        -           -   
13843_66        -0.0000        -           -   
13861_61        -0.0000        -           -   
13864_74         0.4791        -           -   
13865_75         0.6653        -           -   
13872_37        -0.0096        -           -   
13877_68         0.0000        -           -   
13878_51        -0.0000        -           -   
13898_79        -0.0050        -           -   
13899_77        -0.0047        -           -   
13901_87         1.0000        -           -   
13903_57        -0.0000        -           -   
13904_61         0.0000        -           -   
13906_87         0.0000        -           -   
13908_70        -0.0119        -           -   
13914_84         0.0000        -           -   
13915_80         0.0000        -           -   
13920_84         0.6659        -           -   
13922_55        -0.0050        -           -   
13930_38         0.0905        -           -   
13932_38        -0.0098        -           -   
13942_55         0.5255        -           -   
13945_55        -0.0000        -           -   
13947_82        -0.0000        -           -   
13961_88        -0.0017        -           -   
13982_83        -0.0000        -           -   
13986_87         0.1215        -           -   
13990_77        -0.0120        -           -   
13992_91        -0.0034        -           -   
13993_60        -0.0024        -           -   
13994_52        -0.0000        -           -   
13999_65         0.0000        -           -   
14000_57        -0.0000        -           -   
14003_89        -0.0000        -           -   
14005_87         0.1937        -           -   
14010_32         0.0000        -           -   
14013_33        -0.0024        -           -   
14014_84         0.0000        -           -   
14016_38         0.0000        -           -   
14027_61         0.3255        -           -   
14036_87         0.0000        -           -   
14040_35        -0.0102        -           -   
14041_71         0.0000        -           -   
14052_39         0.0000        -           -   
14054_80        -0.0000        -           -   
14068_28         0.4969        -           -   
14070_62         0.0568        -           -   
14077_43        -0.0000        -           -   
14091_71        -0.0000        -           -   
14093_34         0.0000        -           -   
14094_66         0.0000        -           -   
14095_32         0.0000        -           -   
14099_32         0.0000        -           -   
14102_41        -0.0025        -           -   
14104_66         0.0000        -           -   
14115_41         0.0815        -           -   
14119_90        -0.0049        -           -   
14122_74         0.0139        -           -   
14126_84         0.0000        -           -   
14139_89         0.2122        -           -   
14140_72         0.0780        -           -   
14144_36         1.0000        -           -   
14147_76         0.0000        -           -   
14148_65         0.0000        -           -   
14150_86         0.0000        -           -   
14151_73         0.0000        -           -   
14154_59         0.1439        -           -   
14155_56        -0.0025        -           -   
14162_63         0.2705        -           -   
14172_68         1.0000        -           -   
14175_71         0.0626        -           -   
14179_49        -0.0000        -           -   
14180_90         0.0000        -           -   
14201_81         0.3883        -           -   
14222_48         0.0000        -           -   
14223_28         0.0000        -           -   
14235_77         1.0000        -           -   
14241_50         0.1531        -           -   
14245_82         0.0000        -           -   
14253_36        -0.0781        -           -   
14259_38         0.0000        -           -   
14273_72        -0.0000        -           -   
14276_58         0.3960        -           -   
14308_71        -0.0000        -           -   
14310_40        -0.0024        -           -   
14313_72        -0.0000        -           -   
14317_49        -0.0000        -           -   
14319_59         0.5442        -           -   
14321_78        -0.0000        -           -   
14323_86        -0.0000        -           -   
14326_73        -0.0016        -           -   
14334_74         0.0000        -           -   
14346_80        -0.0000        -           -   
14351_65         0.0000        -           -   
14355_88        -0.0016        -           -   
14357_73         0.0000        -           -   
14358_74        -0.0000        -           -   
14363_64        -0.0327        -           -   
14366_34        -0.0000        -           -   
14369_51         0.2778        -           -   
14384_68        -0.0000        -           -   
14386_29         0.0000        -           -   
14390_33         0.0000        -           -   
14391_75        -0.0000        -           -   
14396_47        -0.0076        -           -   
14399_91         0.0000        -           -   
14402_75         0.0000        -           -   
14421_56         0.0000        -           -   
14426_35         0.2791        -           -   
14433_62        -0.0000        -           -   
14440_91        -0.0055        -           -   
14441_49         0.1009        -           -   
14442_33        -0.0000        -           -   
14443_35        -0.0000        -           -   
14445_63         0.0734        -           -   
14446_82         0.0000        -           -   
14447_77         0.3282        -           -   
14471_45        -0.1243        -           -   
14475_83         0.2622        -           -   
14483_54         0.6665        -           -   
14487_54         0.0000        -           -   
14503_73         0.0411        -           -   
14509_86        -0.0000        -           -   
14511_91        -0.0000        -           -   
14513_29         0.0000        -           -   
14514_77        -0.0348        -           -   
14525_41         0.0000        -           -   
14530_29         0.1665        -           -   
14531_40        -0.0033        -           -   
14533_59        -0.0000        -           -   
14542_47         0.3774        -           -   
14546_64         0.1685        -           -   
14551_88        -0.0024        -           -   
14556_55        -0.0000        -           -   
14559_82        -0.0051        -           -   
14566_69         0.0000        -           -   
14567_84         0.5530        -           -   
14576_40         0.0182        -           -   
14580_32        -0.0000        -           -   
14581_48         0.0000        -           -   
14592_73         0.2209        -           -   
14594_89         0.0740        -           -   
14608_81         0.6649        -           -   
14616_58        -0.0000        -           -   
14620_83         0.0000        -           -   
14627_34         0.1709        -           -   
14652_33        -0.0000        -           -   
14661_49         0.2294        -           -   
14663_77        -0.0000        -           -   
14671_91        -0.0000        -           -   
14672_58         0.4314        -           -   
14698_30         0.0239        -           -   
14710_28         0.0863        -           -   
14717_58        -0.0024        -           -   
14718_62         0.0000        -           -   
14719_79         0.3948        -           -   
14728_72        -0.0040        -           -   
14734_85         0.4898        -           -   
14739_61        -0.0032        -           -   
14747_70        -0.0000        -           -   
14760_53        -0.0127        -           -   
14761_59        -0.0000        -           -   
14764_91         0.1593        -           -   
14776_30         1.0000        -           -   
14787_90        -0.0000        -           -   
14791_54         0.0000        -           -   
14799_80         0.0000        -           -   
14800_59         0.0000        -           -   
14805_86         0.0000        -           -   
14811_91        -0.0144        -           -   
14819_30        -0.0062        -           -   
14824_69         0.0000        -           -   
14825_49        -0.0000        -           -   
14828_64         0.0000        -           -   
14834_82        -0.0000        -           -   
14836_64         0.6656        -           -   
14838_65        -0.0000        -           -   
14844_55        -0.0099        -           -   
14854_44         0.1880        -           -   
14886_80        -0.0040        -           -   
14903_72        -0.0154        -           -   
14912_39        -0.0100        -           -   
14926_54        -0.0769        -           -   
14927_55         0.0000        -           -   
14933_71         0.0005        -           -   
14935_88         0.0000        -           -   
14936_34         0.0000        -           -   
14941_67         0.0000        -           -   
14942_57         0.0000        -           -   
14950_73         0.0013        -           -   
14960_63        -0.0000        -           -   
14963_47         0.0000        -           -   
14964_47         0.1912        -           -   
14970_48        -0.0000        -           -   
14974_62         0.0000        -           -   
14983_35         0.0962        -           -   
14985_48        -0.0000        -           -   
14991_52        -0.0000        -           -   
14994_82         0.0000        -           -   
14995_90         0.4962        -           -   
14998_46        -0.0000        -           -   
15001_88        -0.0000        -           -   
15018_78         0.0000        -           -   
15026_76        -0.0034        -           -   
15027_64         0.0000        -           -   
15028_50        -0.0000        -           -   
15029_80        -0.0000        -           -   
15036_84        -0.0000        -           -   
15043_28         0.0000        -           -   
15048_71         0.1433        -           -   
15058_84        -0.0000        -           -   
15059_65         0.1819        -           -   
15064_45         0.0000        -           -   
15072_47        -0.0040        -           -   
15081_50        -0.0533        -           -   
15096_61         0.0000        -           -   
15099_87        -0.0020        -           -   
15100_77         0.0000        -           -   
15107_57         0.0000        -           -   
15110_39         0.0000        -           -   
15111_62        -0.0101        -           -   
15115_53         0.3805        -           -   
15124_83         0.0000        -           -   
15127_35        -0.0016        -           -   
15132_43         0.0725        -           -   
15134_61         0.0980        -           -   
15155_76        -0.0000        -           -   
15159_73         0.0000        -           -   
15160_33         0.3406        -           -   
15173_30        -0.0025        -           -   
15176_84         0.7984        -           -   
15178_73        -0.0047        -           -   
15181_91        -0.0000        -           -   
15188_61        -0.0000        -           -   
15196_41        -0.0000        -           -   
15214_52         0.0000        -           -   
15215_87         0.0000        -           -   
15225_40         0.0000        -           -   
15226_52        -0.0017        -           -   
15227_38        -0.0000        -           -   
15236_66        -0.0016        -           -   
15264_46         0.0000        -           -   
15266_44         0.4094        -           -   
15268_50        -0.0000        -           -   
15278_72         0.0000        -           -   
15303_91        -0.0000        -           -   
15308_30         0.2502        -           -   
15309_89        -0.0072        -           -   
15324_87        -0.0072        -           -   
15336_31         0.0000        -           -   
15343_68         0.0000        -           -   
15345_91         0.0000        -           -   
15353_43         0.0000        -           -   
15354_73        -0.0098        -           -   
15358_79         0.2016        -           -   
15359_35        -0.0200        -           -   
15360_56         0.3401        -           -   
15368_84        -0.0126        -           -   
15370_65         0.0000        -           -   
15373_43         0.1461        -           -   
15381_68        -0.0000        -           -   
15388_70         0.3275        -           -   
15398_91         0.0107        -           -   
15410_59        -0.0000        -           -   
15415_62         0.0000        -           -   
15419_30         0.0000        -           -   
15428_53         0.1829        -           -   
15433_50         0.0000        -           -   
15446_29         0.4800        -           -   
15447_43        -0.0000        -           -   
15452_66        -0.0186        -           -   
15467_55         0.5603        -           -   
15474_89        -0.0000        -           -   
15477_69         0.3260        -           -   
15481_39         0.0000        -           -   
15483_32        -0.0000        -           -   
15485_74         0.0000        -           -   
15486_74         0.0000        -           -   
15488_50        -0.0144        -           -   
15492_58         0.3065        -           -   
15493_55        -0.0025        -           -   
15495_84         0.1818        -           -   
15509_74        -0.0000        -           -   
15510_29         0.0000        -           -   
15514_79        -0.0000        -           -   
15525_47        -0.0000        -           -   
15526_64         0.1319        -           -   
15532_48        -0.0000        -           -   
15537_79        -0.0033        -           -   
15540_48        -0.0000        -           -   
15544_70         0.0000        -           -   
15551_55         0.0000        -           -   
15553_66        -0.0000        -           -   
15567_66        -0.0455        -           -   
15572_74        -0.0016        -           -   
15575_48         0.4894        -           -   
15577_86         0.1585        -           -   
15582_72        -0.0078        -           -   
15583_91         0.0000        -           -   
15584_29        -0.0000        -           -   
15591_38         0.0000        -           -   
15597_54         0.0000        -           -   
15600_75        -0.0309        -           -   
15602_31        -0.0000        -           -   
15604_71         0.8185        -           -   
15609_37        -0.0000        -           -   
15620_62         0.1336        -           -   
15624_81        -0.0076        -           -   
15629_31        -0.0000        -           -   
15632_60        -0.0000        -           -   
15634_30         0.0000        -           -   
15637_44         0.0000        -           -   
15641_73         0.0000        -           -   
15646_86         0.1152        -           -   
15666_60         0.0102        -           -   
15668_73         0.1792        -           -   
15684_40        -0.0036        -           -   
15685_76        -0.0020        -           -   
15692_35        -0.0025        -           -   
15696_52         0.1745        -           -   
15698_81        -0.0941        -           -   
15705_49         0.0000        -           -   
15708_69        -0.0024        -           -   
15717_51         0.0000        -           -   
15728_34        -0.0000        -           -   
15730_90        -0.0000        -           -   
15737_69        -0.0000        -           -   
15742_32         0.0000        -           -   
15761_66        -0.0000        -           -   
15762_53         0.0000        -           -   
15771_91         0.0355        -           -   
15777_29         0.0000        -           -   
15778_59         0.0461        -           -   
15779_74         0.1444        -           -   
15793_43         0.0000        -           -   
15800_34        -0.0000        -           -   
15801_33        -0.0044        -           -   
15811_71         0.2260        -           -   
15813_86        -0.0000        -           -   
15819_40         0.0000        -           -   
15833_36         0.0000        -           -   
15834_36         0.1714        -           -   
15836_32         0.0000        -           -   
15838_87        -0.0016        -           -   
15847_40        -0.0000        -           -   
15853_40        -0.0000        -           -   
15861_43         0.2724        -           -   
15863_86        -0.0000        -           -   
15881_80        -0.0024        -           -   
15889_30         0.0000        -           -   
15891_77         0.0000        -           -   
15892_48         0.1735        -           -   
15898_37        -0.0025        -           -   
15902_83        -0.0000        -           -   
15904_55        -0.0024        -           -   
15909_81         0.0350        -           -   
15912_81         0.0000        -           -   
15916_76        -0.0052        -           -   
15922_49         0.0000        -           -   
15926_86         0.4024        -           -   
15930_28         0.3158        -           -   
15933_59        -0.0096        -           -   
15938_87        -0.0000        -           -   
15944_78         0.0000        -           -   
15945_49         0.0983        -           -   
15949_73         0.0000        -           -   
15951_91         0.4363        -           -   
15972_91        -0.0000        -           -   
15974_82        -0.0000        -           -   
15977_38         0.0000        -           -   
15978_82         0.0000        -           -   
15987_83        -0.0019        -           -   
15988_90         0.0000        -           -   
15989_85         0.0000        -           -   
16001_88         0.1594        -           -   
16004_35        -0.0000        -           -   
16009_43        -0.0119        -           -   
16010_89        -0.0000        -           -   
16014_86        -0.0048        -           -   
16015_28        -0.0000        -           -   
16017_53        -0.0075        -           -   
16021_80         0.0219        -           -   
16034_72         0.1359        -           -   
16036_49        -0.0000        -           -   
16038_30        -0.0000        -           -   
16051_38         0.2956        -           -   
16058_79         0.0000        -           -   
16076_57        -0.0017        -           -   
16077_28        -0.0020        -           -   
16079_65         0.1974        -           -   
16080_50         0.4969        -           -   
16092_58        -0.0017        -           -   
16102_72         0.0000        -           -   
16105_37         1.0000        -           -   
16106_67         0.0263        -           -   
16107_32         0.2756        -           -   
16108_70        -0.0025        -           -   
16117_50        -0.0000        -           -   
16119_90         0.5205        -           -   
16123_47         0.5645        -           -   
16136_66         0.0000        -           -   
16143_61         0.0000        -           -   
16165_77         0.0533        -           -   
16169_49         0.2181        -           -   
16175_84         0.4073        -           -   
16181_28        -0.0000        -           -   
16182_34         0.4461        -           -   
16186_74        -0.0239        -           -   
16190_60        -0.0045        -           -   
16191_62        -0.0117        -           -   
16198_65        -0.0024        -           -   
16208_55         0.0000        -           -   
16223_88         0.2591        -           -   
16234_59         0.0306        -           -   
16237_41         0.0000        -           -   
16240_86        -0.0000        -           -   
16253_37        -0.0000        -           -   
16254_90        -0.0000        -           -   
16264_67        -0.0099        -           -   
16288_88        -0.0000        -           -   
16295_63         0.4905        -           -   
16299_82        -0.0000        -           -   
16307_80         0.0000        -           -   
16308_44         0.0000        -           -   
16314_49         0.0000        -           -   
16323_59         0.0000        -           -   
16327_77        -0.0024        -           -   
16336_67        -0.0000        -           -   
16338_73        -0.0016        -           -   
16349_50         0.2775        -           -   
16361_44        -0.0000        -           -   
16370_68        -0.0000        -           -   
16373_35         0.0000        -           -   
16383_47        -0.0000        -           -   
16391_55         0.2108        -           -   
16396_58         0.1291        -           -   
16398_65         0.0000        -           -   
16400_33        -0.0000        -           -   
16403_65         0.0000        -           -   
16406_40         0.2417        -           -   
16407_68        -0.0000        -           -   
16413_54         0.0000        -           -   
16415_68         0.6654        -           -   
16424_59         0.3849        -           -   
16440_91         0.0000        -           -   
16450_82         0.0000        -           -   
16454_36         0.4894        -           -   
16461_90         0.0000        -           -   
16462_68         0.0000        -           -   
16464_67        -0.0000        -           -   
16467_61         0.0000        -           -   
16468_44         0.0000        -           -   
16470_89        -0.2449        -           -   
16473_60        -0.0000        -           -   
16477_68        -0.0000        -           -   
16483_76        -0.0000        -           -   
16493_75         0.0023        -           -   
16495_68         0.0000        -           -   
16505_79         0.1724        -           -   
16514_35         0.0000        -           -   
16515_82        -0.0000        -           -   
16519_48         0.0000        -           -   
16527_44        -0.0000        -           -   
16528_91         0.4324        -           -   
16530_87         0.1758        -           -   
16535_85        -0.0038        -           -   
16540_33        -0.0123        -           -   
16541_43         0.0000        -           -   
16543_82         0.0000        -           -   
16545_42        -0.0000        -           -   
16547_65        -0.0000        -           -   
16551_49        -0.0032        -           -   
16562_85         0.0000        -           -   
16566_48        -0.0021        -           -   
16568_88         0.0547        -           -   
16570_56         0.0000        -           -   
16575_81        -0.0097        -           -   
16581_32         0.0000        -           -   
16594_78         0.3456        -           -   
16605_60        -0.0020        -           -   
16606_80        -0.0000        -           -   
16614_91         0.1952        -           -   
16621_37        -0.0097        -           -   
16625_77         0.0000        -           -   
16631_58        -0.0024        -           -   
16634_86         0.2466        -           -   
16635_85         0.0000        -           -   
16638_37         0.2316        -           -   
16640_74        -0.0000        -           -   
16641_85         0.1031        -           -   
16673_86        -0.0000        -           -   
16675_51        -0.0023        -           -   
16682_82         0.0000        -           -   
16694_44        -0.0019        -           -   
16695_67        -0.0100        -           -   
16697_40        -0.0122        -           -   
16699_64        -0.0000        -           -   
16704_55         0.0000        -           -   
16707_87         0.0000        -           -   
16714_35        -0.0149        -           -   
16723_50        -0.0184        -           -   
16732_38         0.1648        -           -   
16735_32         0.3483        -           -   
16741_34         0.2755        -           -   
16742_38         0.1353        -           -   
16753_38        -0.0048        -           -   
16757_87        -0.0000        -           -   
16759_83        -0.0017        -           -   
16761_47         0.0000        -           -   
16763_80         0.0000        -           -   
16764_75        -0.0000        -           -   
16767_76        -0.0000        -           -   
16779_40         0.0000        -           -   
16781_89        -0.0049        -           -   
16783_88         0.0000        -           -   
16805_50        -0.0025        -           -   
16807_74         0.0000        -           -   
16811_33        -0.0000        -           -   
16816_73        -0.0025        -           -   
16837_51         0.0000        -           -   
16840_76        -0.0000        -           -   
16845_90        -0.0000        -           -   
16848_61        -0.0024        -           -   
16852_83        -0.0033        -           -   
16857_68         0.6101        -           -   
16866_67        -0.0000        -           -   
16873_38         0.1199        -           -   
16878_64         0.0000        -           -   
16891_82        -0.0025        -           -   
16892_81         0.1973        -           -   
16894_44        -0.0017        -           -   
16901_75         0.4952        -           -   
16904_48        -0.0145        -           -   
16918_65         0.2671        -           -   
16919_32         0.0000        -           -   
16924_59         0.0000        -           -   
16927_76         0.0000        -           -   
16928_68        -0.0450        -           -   
16932_77         0.0000        -           -   
16933_80         0.1734        -           -   
16944_81         0.1351        -           -   
16946_71         0.0000        -           -   
16961_77         0.0000        -           -   
16970_32        -0.0000        -           -   
16976_29         0.0000        -           -   
16979_58         0.2055        -           -   
16986_35         0.0000        -           -   
16989_47         0.1110        -           -   
16990_61        -0.0000        -           -   
16996_36         0.1125        -           -   
16997_43         0.0774        -           -   
17001_56         0.0599        -           -   
17010_74        -0.0000        -           -   
17012_54        -0.0124        -           -   
17018_77         0.5770        -           -   
17022_70        -0.0000        -           -   
17034_30         0.0000        -           -   
17040_59        -0.0024        -           -   
17047_47         0.0000        -           -   
17058_85        -0.0032        -           -   
17063_48        -0.0101        -           -   
17064_37        -0.1512        -           -   
17072_58         0.0000        -           -   
17074_74         0.0912        -           -   
17076_90        -0.0097        -           -   
17091_33        -0.0000        -           -   
17095_75         0.0000        -           -   
17097_62         0.1024        -           -   
17101_28         0.1315        -           -   
17108_86         0.1683        -           -   
17112_48         0.0000        -           -   
17115_57         0.0000        -           -   
17118_90         0.2707        -           -   
17119_60        -0.0145        -           -   
17120_70         0.4888        -           -   
17122_59        -0.0077        -           -   
17126_86        -0.0000        -           -   
17138_40        -0.0000        -           -   
17147_28        -0.0000        -           -   
17157_56         0.0000        -           -   
17161_64        -0.0097        -           -   
17164_69         0.0000        -           -   
17165_69        -0.0116        -           -   
17169_90        -0.0061        -           -   
17182_45         0.0000        -           -   
17187_91         0.0000        -           -   
17189_91         0.0000        -           -   
17200_38         0.0000        -           -   
17211_44         0.0000        -           -   
17213_91         0.0812        -           -   
17214_30         0.0000        -           -   
17215_76         0.2877        -           -   
17218_56        -0.0366        -           -   
17222_41        -0.0379        -           -   
17225_88        -0.0049        -           -   
17226_74         0.0000        -           -   
17227_80         0.0000        -           -   
17232_84         0.0000        -           -   
17234_29        -0.0000        -           -   
17241_42        -0.0000        -           -   
17256_79         0.0000        -           -   
17260_83        -0.0390        -           -   
17263_56         0.0000        -           -   
17264_83        -0.0000        -           -   
17268_31         0.0000        -           -   
17272_56        -0.0000        -           -   
17278_55         0.2211        -           -   
17283_63         0.3601        -           -   
17285_29        -0.0000        -           -   
17287_63        -0.0050        -           -   
17300_66        -0.0000        -           -   
17308_91        -0.0100        -           -   
17312_72        -0.0508        -           -   
17316_59        -0.0045        -           -   
17321_85         0.0000        -           -   
17324_65        -0.0000        -           -   
17349_78        -0.0000        -           -   
17365_71        -0.0035        -           -   
17370_75         0.0000        -           -   
17375_50        -0.0000        -           -   
17377_75         0.0000        -           -   
17383_69         0.0000        -           -   
17390_45        -0.0000        -           -   
17398_87         0.2121        -           -   
17404_34         0.0000        -           -   
17405_55         0.0418        -           -   
17406_47        -0.0238        -           -   
17413_33         0.2757        -           -   
17420_81        -0.0084        -           -   
17423_50         0.0736        -           -   
17424_29        -0.0000        -           -   
17425_88        -0.0000        -           -   
17428_41        -0.0016        -           -   
17430_73        -0.0099        -           -   
17431_48        -0.0000        -           -   
17434_28         0.0000        -           -   
17437_32         0.0468        -           -   
17439_88        -0.0000        -           -   
17441_37         0.0000        -           -   
17460_34        -0.0000        -           -   
17464_88         0.0000        -           -   
17465_29        -0.0028        -           -   
17486_91         0.2496        -           -   
17492_77        -0.0000        -           -   
17494_38        -0.0024        -           -   
17502_63         0.0000        -           -   
17507_31         0.4844        -           -   
17519_62         0.0000        -           -   
17527_79         0.0000        -           -   
17533_47         0.0734        -           -   
17538_79         1.0000        -           -   
17540_34         0.0000        -           -   
17546_63         0.0000        -           -   
17547_28         0.0501        -           -   
17558_54         0.2719        -           -   
17559_63        -0.0000        -           -   
17564_89        -0.0000        -           -   
17568_58        -0.0023        -           -   
17569_72         0.4967        -           -   
17573_46         0.3218        -           -   
17577_36        -0.0355        -           -   
17584_68         0.5510        -           -   
17589_57        -0.0027        -           -   
17593_81         1.0000        -           -   
17595_91         0.0000        -           -   
17600_60        -0.0430        -           -   
17602_39        -0.0000        -           -   
17604_53        -0.0000        -           -   
17609_89        -0.0083        -           -   
17613_72        -0.0016        -           -   
17614_85        -0.0000        -           -   
17623_56        -0.0000        -           -   
17625_52         0.1722        -           -   
17632_61         0.0000        -           -   
17634_36         0.0000        -           -   
17637_74         0.0000        -           -   
17639_83        -0.0000        -           -   
17641_84        -0.0370        -           -   
17645_33        -0.0024        -           -   
17648_55        -0.0118        -           -   
17679_46         0.0000        -           -   
17693_73        -0.0000        -           -   
17694_32        -0.0024        -           -   
17710_40         0.0000        -           -   
17717_39        -0.0024        -           -   
17721_50         0.0000        -           -   
17734_46        -0.0000        -           -   
17740_58         0.0000        -           -   
17743_43         0.1632        -           -   
17755_38         0.0000        -           -   
17764_86         1.0000        -           -   
17772_56         0.5343        -           -   
17782_46        -0.0000        -           -   
17788_39         0.0000        -           -   
17808_36         0.1055        -           -   
17810_69        -0.0000        -           -   
17812_79         0.0351        -           -   
17818_42         0.0000        -           -   
17823_56        -0.0000        -           -   
17827_72         0.1100        -           -   
17831_37        -0.0000        -           -   
17833_76        -0.2724        -           -   
17839_81         0.6647        -           -   
17843_82        -0.0025        -           -   
17854_52         0.0000        -           -   
17860_70         0.0406        -           -   
17863_85        -0.0000        -           -   
17866_54         0.0000        -           -   
17874_77        -0.0033        -           -   
17878_32         0.4713        -           -   
17880_77         0.0000        -           -   
17881_60        -0.0000        -           -   
17892_47        -0.0376        -           -   
17893_52         0.0000        -           -   
17898_53        -0.0108        -           -   
17899_39        -0.0000        -           -   
17907_64        -0.0065        -           -   
17910_28         0.6375        -           -   
17915_51         0.0000        -           -   
17919_89         0.0000        -           -   
17924_60         0.0000        -           -   
17934_77        -0.0000        -           -   
17942_38        -0.0027        -           -   
17943_81         0.1381        -           -   
17946_33         0.4278        -           -   
17950_64        -0.0000        -           -   
17952_68        -0.0031        -           -   
17954_51        -0.0000        -           -   
17959_87         0.0000        -           -   
17964_87        -0.0029        -           -   
17976_69        -0.0000        -           -   
17979_53         0.0000        -           -   
17982_52        -0.0026        -           -   
17984_60        -0.0024        -           -   
17987_65         0.3852        -           -   
17997_74        -0.0000        -           -   
18013_50        -0.0000        -           -   
18019_62        -0.0000        -           -   
18027_82        -0.0000        -           -   
18028_60        -0.0000        -           -   
18030_66         0.0149        -           -   
18032_54        -0.0000        -           -   
18037_35         0.4968        -           -   
18038_89         0.0000        -           -   
18039_84        -0.0000        -           -   
18040_78        -0.0000        -           -   
18043_37        -0.0000        -           -   
18047_55        -0.0024        -           -   
18057_57        -0.0000        -           -   
18062_66         0.5224        -           -   
18068_58         0.0000        -           -   
18079_87         0.0000        -           -   
18083_52         0.0000        -           -   
18084_53         0.0000        -           -   
18086_39        -0.0000        -           -   
18091_72        -0.0000        -           -   
18112_70        -0.0020        -           -   
18118_45        -0.0000        -           -   
18125_77         0.0000        -           -   
18127_35         0.0000        -           -   
18141_54         0.0503        -           -   
18144_84        -0.0000        -           -   
18151_33         0.3606        -           -   
18152_44        -0.0000        -           -   
18163_36         0.0000        -           -   
18171_77        -0.0016        -           -   
18207_78         0.0000        -           -   
18211_59         0.5990        -           -   
18212_91         0.7454        -           -   
18213_58        -0.0000        -           -   
18224_51         0.0000        -           -   
18225_36        -0.0000        -           -   
18247_51        -0.0073        -           -   
18249_58        -0.0058        -           -   
18258_57        -0.0000        -           -   
18261_70        -0.0144        -           -   
18272_58         0.0000        -           -   
18286_35        -0.0000        -           -   
18290_65         0.1229        -           -   
18295_50         0.0000        -           -   
18310_69         0.1611        -           -   
18321_60         0.0862        -           -   
18323_66        -0.0000        -           -   
18324_50        -0.0000        -           -   
18330_49         0.0562        -           -   
18333_60         0.5802        -           -   
18343_82         0.0000        -           -   
18344_62        -0.0122        -           -   
18349_80        -0.0040        -           -   
18354_91         0.4164        -           -   
18355_52         0.0339        -           -   
18363_91         0.0000        -           -   
18369_86        -0.0024        -           -   
18376_65         0.5699        -           -   
18380_39         0.2053        -           -   
18381_53        -0.0000        -           -   
18390_84        -0.0000        -           -   
18392_75         0.3945        -           -   
18393_53         0.0000        -           -   
18401_43        -0.0634        -           -   
18403_60        -0.0049        -           -   
18410_85        -0.0000        -           -   
18417_70        -0.0000        -           -   
18426_52         0.0000        -           -   
18428_38        -0.0000        -           -   
18431_79         0.2854        -           -   
18432_28         0.0000        -           -   
18435_39         0.0000        -           -   
18438_47        -0.0000        -           -   
18456_65        -0.0000        -           -   
18458_72         0.1502        -           -   
18459_55        -0.0000        -           -   
18470_53         0.1037        -           -   
